aid,author,avg_click,chapter_count,comment_count,copystatus,created,era,intro,is_signed,is_vip,like_count,logline,nid,ranking,rating,score,style,tags,title,updated,word_count,xx,yc
3361208,乔燕,"40,667",94,"5,165",0,2021-03-15,架空历史,,1,1,16176,做太子心上的娇娇,5347742,60175,8.5,0,正剧,甜文,娇宠为后,2021-06-16,"302,045",言情,原创
3361208,乔燕,"10,955",105,"3,306",0,2022-03-16,架空历史,,1,1,7504,救人一时爽，追妻火葬场！,5233102,87396,9.3,0,正剧,"宫廷侯爵,天作之合,青梅竹马,相爱相杀",掌上珠,2022-06-13,"342,634",言情,原创
3361208,乔燕,"31,736",84,"3,706",0,2020-12-27,架空历史,,1,1,14916,说好的不想当皇后呢,5193047,81063,9.2,0,正剧,"前世今生,甜文,爽文",美人妆,2021-03-16,"277,035",言情,原创
1156370,莹纸,"14,448",56,"1,090",0,2022-08-08,幻想未来,,1,1,10103,怎么让人相信他是反派？,7091346,146130,,0,正剧,"少年漫,系统,直播,柯南",论坛网友不信我是酒厂BOSS,2023-02-12,"194,495",纯爱,衍生
3361208,乔燕,"13,452",70,"1,038",0,2020-09-06,架空历史,,1,1,6844,重生后我成了太子的掌心宠,5154385,105728,8.2,0,正剧,"天作之合,青梅竹马",东宫娇宠(重生),2021-01-02,"223,992",言情,原创
3063976,七千折戏,"52,261",127,"12,725",0,2021-11-13,架空历史,,1,1,43575,你是我的神明,5826001,9631,9.2,0,轻松,"穿越时空,甜文,穿书,爽文",大佬穿进虐文后,2022-11-23,"427,502",百合,原创
1156370,莹纸,"47,703",97,"2,091",0,2021-10-04,近代现代,,1,1,16865,这世界需要社畜,6194742,80084,8.0,0,轻松,"综漫,少年漫,文野,柯南",酒厂同事都以为我精分,2022-01-04,"401,239",无CP,衍生
1156370,莹纸,"18,730",47,"1,253",0,2023-01-03,幻想未来,,1,1,10985,老橘子什么的都去死吧,6763498,67523,,0,正剧,"综漫,异能,少年漫,咒回",cos蛊王后发现我就是正主,2023-02-16,"213,108",纯爱,衍生
1156370,莹纸,"35,755",90,"1,502",0,2020-11-23,幻想未来,,1,1,11530,幼闪七岁半也能帅爆全场,4896059,92392,8.5,0,正剧,"综漫,英美衍生,超级英雄,文野",幼闪七岁半也能帅爆全场,2021-02-27,"300,978",无CP,衍生
1054919,消失绿缇,"43,840",65,"4,186",0,2019-01-22,近代现代,,1,1,13676,爽文走了甜文路线怎么办？,3414887,77882,9.1,0,轻松,"穿越时空,甜文,穿书",和反派在修罗场里撒糖[穿书],2021-12-30,"219,649",言情,原创
3063976,七千折戏,"115,478",111,"10,059",0,2020-05-04,架空历史,,1,1,51058,恶毒女配很温柔,4806772,8650,9.5,0,轻松,"情有独钟,穿越时空,甜文,穿书",男主后院着火了[穿书],2023-02-06,"369,897",百合,原创
3361208,乔燕,"10,740",66,"1,702",0,2021-11-30,近代现代,,1,1,6797,遇见你，是爱情最美好的样子！,5980606,5624,8.4,0,正剧,"都市情缘,欢喜冤家,甜文",诱我心动,2022-07-15,"213,959",言情,原创
3361208,乔燕,"5,609",58,517,0,2021-04-13,近代现代,,1,1,2245,天才学神vs理科学霸,5177576,221653,8.0,0,正剧,"豪门世家,业界精英,励志人生,校园",天才学神,2022-01-24,"104,565",言情,原创
3361208,乔燕,"5,782",57,"1,760",0,2022-02-07,架空历史,,1,1,4620,我是天子白月光,5192981,101934,9.2,0,轻松,"情有独钟,爽文",我为新帝画红妆,2022-07-06,"169,446",言情,原创
3361208,乔燕,"1,328",51,14,0,2020-09-18,近代现代,,1,1,461,你喜欢我，我亦心悦你,5179109,暂无排,暂无评,0,正剧,"因缘邂逅,甜文",折星辰,2021-02-15,"161,136",言情,原创
3361208,乔燕,656,6,25,0,2020-09-06,架空历史,,1,0,42,是番外吖！,5155508,暂无排,暂无评,0,正剧,"宫廷侯爵,女配,系统,穿书",现言集,2021-07-22,"1,560",言情,原创
1156370,莹纸,"17,448",76,"2,225",0,2020-07-17,幻想未来,,1,1,5545,胆小鬼的千层套路,4767176,79329,8.9,0,轻松,"综漫,娱乐圈,异想天开,文野",港口干部在线出道,2020-09-06,"232,034",纯爱,衍生
2485860,煮个甜粽,"15,339",41,"4,783",0,2023-01-02,幻想未来,,1,1,14519,干掉主角，迎娶反派,6825900,23992,,0,轻松,"强强,情有独钟,天作之合,穿书",男配想要抢救一下,2023-02-15,"186,788",纯爱,原创
4342011,我是喵,"34,249",84,"5,980",0,2022-09-12,近代现代,,1,1,22026,可可爱爱，引来变态,6344843,9972,9.3,0,正剧,"综漫,文野,咒回,柯南",欢迎来到贴贴至上的逃生游戏,2022-12-15,"466,305",言情,衍生
1205973,夜瑜希,"1,794",4,65,0,2014-07-19,近代现代,,1,0,584,聊天群里的八卦被皇帝们看到了,2174773,344647,,0,正剧,"清穿,历史衍生,直播",剧透从直播皇帝黑历史开始,2023-02-16,"10,147",言情,衍生
4342011,我是喵,"14,797",39,"1,935",0,2022-06-16,近代现代,,1,1,9141,怜,6578241,18153,8.7,0,正剧,"综漫,文野,咒回",在修罗场中养崽果然有问题,2022-11-19,"131,385",言情,衍生
1205973,夜瑜希,"17,971",54,952,0,2022-12-30,架空历史,,1,1,6739,救命！各朝皇帝看到我整的活了,3988254,13656,,0,轻松,"清穿,历史衍生,系统,直播",通过直播整活我社死诸天万朝,2023-02-16,"165,220",无CP,衍生
1205973,夜瑜希,116,2,44,0,2023-02-03,近代现代,,1,0,879,他们都以为杰被悟ntr了,6842880,275644,,0,轻松,"综漫,少年漫,直播,咒回",给夏油杰定制葬礼后[咒术回战],2023-02-03,"2,030",言情,衍生
1054919,消失绿缇,"4,734",64,302,0,2017-03-20,近代现代,,1,1,1506,我捡了一个假的流浪儿,3054399,94526,9.0,0,轻松,"灵异神怪,娱乐圈,甜文,悬疑推理",捡到一只小凤凰,2017-09-29,"158,271",纯爱,原创
1054919,消失绿缇,"22,000",76,875,0,2017-08-24,架空历史,,1,1,5030,朕觉得朕略萌，不信问我大侄子！,3288973,79693,8.0,0,爆笑,"情有独钟,甜文,穿书",朕略萌,2018-02-07,"276,336",纯爱,原创
3063976,七千折戏,"19,591",82,"8,180",0,2021-05-29,架空历史,,1,1,16732,先生此处甚是壮硕,5351621,13234,9.3,0,轻松,"情有独钟,仙侠修真,甜文,女扮男装",小霸王和美先生gl,2021-12-27,"320,092",百合,原创
1156370,莹纸,"12,714",70,853,0,2020-05-11,幻想未来,,1,1,4579,论如何追到港口Mafia劳模,4746404,74429,8.5,0,轻松,"综漫,少年漫,异想天开,文野",论如何追到横滨劳模,2020-07-09,"228,149",纯爱,衍生
1156370,莹纸,"3,816",78,137,0,2019-03-18,架空历史,,1,1,1409,白白白白白,3847156,155577,9.0,0,轻松,"七五,三教九流,天之骄子,传奇",白衣束我[猫鼠],2020-04-14,"237,827",纯爱,衍生
1156370,莹纸,311,31,19,0,2022-05-09,近代现代,,1,0,185,你是唯一控制住我的开关,6215723,240606,,0,正剧,"甜文,现代架空,网红,直播",榜一大佬竟在我身边,2022-07-15,"102,652",纯爱,原创
2485860,煮个甜粽,"68,169",189,"6,650",0,2021-02-22,幻想未来,,1,1,28673,拥有一段甜甜的恋爱,5544647,13895,9.4,0,轻松,"强强,情有独钟,甜文,穿书",论虐文如何变成甜文,2021-12-28,"1,472,561",纯爱,原创
2485860,煮个甜粽,"97,348",72,"6,857",0,2020-02-01,近代现代,,1,1,30724,男二上位成了攻,4522948,22180,9.3,0,轻松,"强强,情有独钟,重生,穿书",穿成虐文男配［穿书］,2022-03-05,"245,423",纯爱,原创
4342011,我是喵,"24,269",113,"6,027",0,2022-01-01,近代现代,,1,1,16943,小椿,6420226,9778,8.8,0,正剧,"综漫,咒回",满身单箭头的玩家还在继续战斗,2022-11-28,"592,203",言情,衍生
4342011,我是喵,"18,742",68,"2,594",0,2021-11-11,幻想未来,,1,1,8384,千花。,6319775,16883,8.6,0,正剧,"综漫,文野,咒回",欢迎来到全员崩坏的综漫世界,2022-11-19,"248,954",言情,衍生
4342011,我是喵,"8,267",37,"1,905",0,2023-01-04,近代现代,,1,1,8941,屑人之间的恋爱头脑战,6398651,7938,,0,正剧,"综漫,文野,咒回,柯南",死遁后屑男人都疯了,2023-02-15,"148,066",言情,衍生
4342011,我是喵,"2,139",32,314,0,2021-11-08,架空历史,,1,1,1557,玩着玩着就登基了。,6314546,93615,,0,正剧,"宫廷侯爵,天之骄子,重生,甜文",草包公主她被迫登基了,2022-07-19,"129,570",言情,原创
4342011,我是喵,71,3,3,0,2022-06-08,近代现代,,1,0,57,喵,6955723,275092,9.0,0,正剧,,番外合集,2022-08-28,"31,355",言情,衍生
4342011,我是喵,614,4,19,0,2022-02-15,,,1,0,22,说一点并不悄悄的悄悄话。,6571838,暂无排,,0,未知,,猫猫酒馆,2022-06-27,"1,754",,
1205973,夜瑜希,"33,412",61,"2,089",0,2022-02-03,近代现代,,1,1,11378,悟：杰，她真的好爱你,6512906,9437,7.4,0,轻松,"综漫,少年漫,甜文,咒回",给夏油建坟立碑后,2022-12-22,"200,567",言情,衍生
1205973,夜瑜希,"12,925",84,599,0,2021-07-27,近代现代,,1,1,4479,五条PK小樱，知世你选谁,5437401,146861,7.0,0,正剧,"综漫,少女漫,甜文,咒回",魔法少女与咒术师如何兼得,2021-10-27,"181,094",言情,衍生
1205973,夜瑜希,"8,809",63,332,0,2021-02-22,近代现代,,1,1,3181,先生说自己是5T5怎么办？,5416448,194193,7.6,0,轻松,"综漫,少年漫,甜文,咒回",结婚后先生说他是5T5,2022-11-30,"108,595",言情,衍生
1205973,夜瑜希,"16,746",94,889,0,2020-12-07,近代现代,,1,1,5779,5t5的破次元壁恋爱ing,5319805,82000,8.2,0,轻松,"综漫,少年漫,甜文,咒回",网恋30天后5T5求婚了,2022-05-01,"206,911",言情,衍生
1205973,夜瑜希,883,106,8,0,2021-09-24,近代现代,,1,0,468,综漫脑洞集合,6220693,暂无排,7.2,0,轻松,"网王,综漫,天之骄子,咒回",[咒回/网王/火影/文野]脑洞集合,2022-12-24,"37,365",言情,衍生
1205973,夜瑜希,"5,484",80,337,0,2020-10-20,架空历史,,1,1,1924,福泽社长追妻史,4157272,247393,7.1,0,轻松,"网王,综漫,黑篮,文野",武侦社长惨遭海王猫抛弃后,2021-06-03,"192,812",言情,衍生
1156370,莹纸,"14,031",118,831,0,2022-01-10,架空历史,,1,1,6835,信仰我,6299474,63276,7.7,0,正剧,"穿越时空,西幻,魔法幻情,基建",穿成神明后召唤玩家拯救世界,2022-06-20,"418,664",无CP,原创
1156370,莹纸,415,22,11,0,2021-09-20,幻想未来,,1,0,88,是毒药更是解药,6178106,279293,,0,轻松,"星际,未来架空,爽文",这个血族他挑食,2021-10-20,"68,943",纯爱,原创
1156370,莹纸,"1,878",81,263,0,2017-07-09,近代现代,,1,0,380,我的奴仆是不死的！,2756018,101158,8.0,0,正剧,游戏网游,旁友你听说过战斗天使吗,2018-04-23,"257,160",纯爱,原创
2485860,煮个甜粽,"43,753",84,"4,251",0,2020-05-11,近代现代,,1,1,16984,硬核男主，自我攻略,4226943,41297,9.4,0,正剧,"情有独钟,甜文,穿书,校园",爽文反派人设崩了,2022-01-07,"319,101",纯爱,原创
2485860,煮个甜粽,"12,836",99,879,0,2020-09-07,近代现代,,1,1,4800,男主爱上反派后,4365828,70205,9.3,0,正剧,"强强,情有独钟,快穿,穿书",反派在线翻车［快穿］,2022-02-02,"345,290",纯爱,原创
2485860,煮个甜粽,"43,884",151,"1,135",0,2019-08-05,近代现代,,1,1,5952,逆袭人生,4270058,77701,8.8,0,正剧,"系统,快穿",第一执行官［快穿］,2019-12-31,"669,709",无CP,原创
3726686,青山问我,"8,211",99,528,0,2021-03-03,架空历史,,1,1,3785,和世子每天都在交换位置,5568135,95231,7.6,0,轻松,"豪门世家,情有独钟,天作之合,甜文",世子妃她永不认输,2022-02-28,"318,000",言情,原创
2485860,煮个甜粽,"114,851",239,"17,995",0,2021-11-01,幻想未来,,1,1,49891,今天不谈明天也要谈,6141633,9136,9.0,0,轻松,"情有独钟,系统,穿书",主角只想谈恋爱,2022-08-12,"1,571,753",纯爱,原创
3726686,青山问我,"10,246",92,"1,659",0,2022-01-01,架空历史,,1,1,6521,她的掌心疯狗,6058569,68207,9.3,0,轻松,甜文,如在心上,2022-10-28,"325,000",言情,原创
3726686,青山问我,"16,711",55,"4,149",0,2023-01-01,架空历史,,1,1,15865,先婚后爱，双向奔赴●臣服于温柔,6301225,22991,,0,轻松,"宫廷侯爵,天作之合,甜文,复仇虐渣",重生后嫁给废太子,2023-02-16,"227,000",言情,原创
3726686,青山问我,543,38,57,0,2022-04-12,架空历史,,1,1,625,问鬼能有几多愁,6624376,136815,10.0,0,轻松,"强强,天作之合,爽文,古代幻想",问鬼,2022-08-30,"130,000",言情,原创
3726686,青山问我,"14,679",114,"2,050",0,2021-07-30,架空历史,,1,1,10903,太子磨刀，全靠脸,5703987,30552,9.0,0,轻松,"宫廷侯爵,天作之合,甜文,爽文",黑切白太子的温柔刀,2023-01-21,"435,000",言情,原创
3726686,青山问我,"1,996",40,173,0,2022-09-22,架空历史,,1,1,1246,重逢是开始,6605527,239682,暂无评,0,轻松,"宫廷侯爵,情有独钟,天作之合,甜文",藏穗,2023-01-22,"134,000",言情,原创
1205973,夜瑜希,"7,062",42,236,0,2022-05-01,近代现代,,1,1,3803,谈恋爱怎么搞得像老子炸了咒术界,5519566,22235,7.2,0,轻松,"综漫,少年漫,甜文,咒回",5T5的神秘女友,2023-01-09,"98,445",言情,衍生
3726686,青山问我,"31,801",108,"2,868",0,2022-06-21,架空历史,,1,1,27607,火葬场&amp;修罗场,6417198,68809,8.8,0,轻松,"宫廷侯爵,天作之合,复仇虐渣",我早就不喜欢你了，狗皇帝,2022-12-30,"458,000",言情,原创
1205973,夜瑜希,"6,966",49,312,0,2022-12-07,近代现代,,1,1,3190,一般男性五条vs朝日奈兄弟们,5613141,39433,,0,轻松,"综漫,少年漫,甜文,咒回",一般男性5T5,2023-01-22,"121,933",言情,衍生
1205973,夜瑜希,"1,791",6,46,0,2022-12-04,近代现代,,1,0,607,继承酒厂的仁王,6846729,29368,,0,轻松,"网王,少年漫,悬疑推理,柯南",酒厂BOSS仁王君,2022-12-09,"10,570",纯爱,衍生
1156370,莹纸,"3,880",77,155,0,2014-03-02,近代现代,,1,0,401,关于Cosplay的二三事,2040420,151249,9.0,0,正剧,"灵魂转换,平步青云,娱乐圈,重生",[重生穿越]角色扮演,2021-03-01,"242,867",纯爱,原创
1156370,莹纸,294,18,9,0,2020-03-02,近代现代,,1,0,49,武林高手在片场假装自己不会武功,4572483,暂无排,6.0,0,轻松,"强强,穿越时空,娱乐圈,现代架空",穿到武侠世界的我又穿回来了,2020-04-15,"55,745",纯爱,原创
1205973,夜瑜希,415,3,19,0,2022-04-23,近代现代,,1,0,216,整活儿后，动漫人物都找上门来,6796842,暂无排,,0,轻松,"网王,家教,黑篮,柯南",通过直播我爆红二次元,2022-05-15,"6,278",无CP,衍生
1205973,夜瑜希,24,1,4,0,2022-12-02,近代现代,,1,0,200,我在恋爱攻略游戏社死了,5443665,暂无排,,0,轻松,"网王,少年漫,游戏网游,柯南",被松田听到心声后，我社死了,2022-12-02,"2,541",言情,衍生
1205973,夜瑜希,"1,630",18,176,0,2022-09-03,近代现代,,1,0,1381,杰：女友手机浏览内容有些奇怪,6682290,29858,,0,轻松,"综漫,少女漫,少年漫,咒回",为了拯救夏油我决定竞选超高校级的领袖,2022-10-02,"43,132",言情,衍生
1156370,莹纸,413,17,19,0,2018-02-21,近代现代,,1,0,44,教主请留步,3378259,169578,6.0,0,正剧,"穿越时空,古穿今,重生,爽文",魔教教主的现代生活,2020-06-05,"51,121",纯爱,原创
1156370,莹纸,324,7,2,0,2017-07-09,近代现代,,1,0,10,喵喵喵？,2635564,暂无排,暂无评,0,正剧,,当我成为前男友的猫,2020-06-05,"17,884",纯爱,原创
1205973,夜瑜希,"1,781",26,60,0,2021-09-15,近代现代,,1,0,638,论我的壁纸成精是种什么样的体验,5619490,281931,,0,轻松,"综漫,少年漫,甜文,咒回",五条悟，别再监控我的手机了,2021-10-27,"75,312",言情,衍生
1156370,莹纸,"1,002",8,11,0,2014-05-05,幻想未来,,1,0,30,ABO短文,2114213,345363,暂无评,0,正剧,幻想空间,小兔子把门开,2014-05-06,"25,656",纯爱,原创
1205973,夜瑜希,"15,183",192,"1,553",0,2021-01-11,近代现代,,1,1,4418,5t5:该怎么证明我不是gay,5368487,81045,,0,轻松,"网王,火影,综漫,咒回",前男友都是gay,2022-12-21,"564,274",言情,衍生
1205973,夜瑜希,"7,203",103,574,0,2020-12-04,近代现代,,1,1,2227,仁王&迹部:分手后我的世界变了,5322659,182406,,0,轻松,"网王,综漫,少年漫,咒回",不会打网球的咒术师不是好coser,2022-11-18,"184,894",纯爱,衍生
1997995,温水煮书,"74,733",93,"9,578",0,2017-08-11,架空历史,,1,1,23934,养崽打架日常,3308108,25407,8.9,0,轻松,"武侠,强强,江湖恩怨,近水楼台",道长今天又在劫镖[综武侠],2022-10-26,"323,846",纯爱,衍生
1156370,莹纸,536,2,0,0,2015-10-15,幻想未来,,1,0,4,冰与火的异能,2585816,暂无排,暂无评,0,正剧,,冰与火,2015-10-15,"6,440",无CP,原创
1156370,莹纸,"1,140",2,1,0,2015-12-20,近代现代,,1,0,6,婚后日常,2632647,暂无排,暂无评,0,正剧,"布衣生活,情有独钟",婚后日常,2015-12-20,"6,938",纯爱,原创
3080050,甜竹,"6,459",20,"1,531",0,2023-01-14,幻想未来,,1,1,8141,我养的毛绒绒是末世黑化大佬,6122488,5933,,0,轻松,"科幻,末世,穿书,萌宠",过于谨慎我却成了异世最强,2023-02-05,"149,093",言情,原创
3080050,甜竹,"148,324",161,"14,280",0,2022-06-02,近代现代,,1,1,94795,直播算命捉鬼，爆红人间地府,4943790,834,9.1,0,轻松,"时代奇缘,穿越时空,爽文,玄学",我靠玄学直播成为地府顶流,2022-12-08,"1,067,358",言情,原创
3080050,甜竹,"155,223",224,"6,822",0,2020-05-19,幻想未来,,1,1,47383,末世养男人，兔兔太难了,4846112,1930,9.1,0,轻松,"穿越时空,穿书",穿成末世病弱反派的家养兔,2021-08-06,"965,264",言情,原创
1205973,夜瑜希,"1,316",13,100,0,2022-08-01,近代现代,,1,0,736,论坛直呼：新一危！,6601641,47257,,0,轻松,"欢喜冤家,青梅竹马,少年漫,柯南",惊！小兰手机通三次元[柯南],2022-08-31,"30,006",言情,衍生
1205973,夜瑜希,"1,449",3,17,0,2022-06-23,近代现代,,1,0,258,爹甚尔，男友5T5，幼弟惠,6337136,暂无排,,0,轻松,"综漫,文野,咒回,柯南",转生为天与暴君的女儿,2022-07-15,"6,098",言情,衍生
1205973,夜瑜希,"3,147",21,140,0,2021-12-07,近代现代,,1,0,969,结束恋爱暗黑游戏后，它成真了,6363745,15037,,0,暗黑,"综漫,文野,咒回,柯南",被5T5逼婚后我陷入了修罗场,2022-02-16,"48,429",言情,衍生
1997995,温水煮书,"73,280",81,"14,269",0,2018-04-27,架空历史,,1,1,24705,先生每天都在吐血,3414410,12382,8.7,0,轻松,"武侠,强强,年下,江湖恩怨",教主!先生今天又旷课了[综武侠],2022-10-26,"303,536",纯爱,衍生
1205973,夜瑜希,"4,116",52,267,0,2021-11-15,近代现代,,1,1,3750,恭喜玩家，来到隐藏结局,6090936,47267,,0,正剧,"综漫,少年漫,文野,咒回",恋爱攻略游戏的隐藏线竟是!,2022-12-20,"120,303",言情,衍生
1997995,温水煮书,"38,183",104,"8,368",0,2019-01-01,架空历史,,1,1,18005,穿书大师兄攻&boss受,3493212,22850,9.3,0,轻松,"强强,系统,穿书,升级流",剑修都是大猪蹄子[穿书],2022-10-28,"405,675",纯爱,原创
1997995,温水煮书,"38,001",80,"6,514",0,2020-07-12,近代现代,,1,1,12832,反派的爱太炽热。,4978618,20416,8.9,0,轻松,"强强,系统,快穿,穿书",CP作妖，误我成神,2022-10-28,"319,052",纯爱,原创
1997995,温水煮书,"58,735",126,"15,367",0,2021-03-29,架空历史,,1,1,27781,全员HE的美丽世界,3613043,14483,9.1,0,轻松,"综漫,强强,灵异神怪,咒回",七海前辈的家养恶龙,2022-10-28,"519,003",纯爱,衍生
1997995,温水煮书,"95,526",124,"24,678",0,2021-11-08,幻想未来,,1,1,39542,狂战士才是男人的浪漫,5631949,9279,9.6,0,轻松,"综漫,文野,咒回,马甲文",被最强们召唤的COSER,2022-10-28,"774,844",无CP,衍生
1156370,莹纸,"2,628",80,144,0,2018-05-03,幻想未来,,1,1,554,感受宁静,3563397,199017,7.5,0,正剧,"游戏网游,直播",第一主播[电竞],2018-09-09,"193,553",言情,原创
1156370,莹纸,87,17,0,0,2020-06-18,,,1,0,7,存档用,4916217,暂无排,,0,未知,,废稿存档点,2023-01-22,"50,403",,
3080050,甜竹,"11,352",53,"1,262",0,2021-03-14,幻想未来,,1,1,10250,星际最强omega,5256726,3256,9.4,0,正剧,"星际,爽文",A变o我依然横扫星际[女o男A],2021-07-21,"303,475",言情,原创
4379334,伊带水,"12,071",46,"1,401",0,2023-01-05,古色古香,,1,1,7587,丽质难自弃,7490907,103408,,0,轻松,"清穿,宫廷侯爵,情有独钟,甜文",清穿之玉貌花容,2023-02-16,"188,675",言情,原创
1997995,温水煮书,"42,739",86,"8,273",0,2017-12-25,架空历史,,1,1,15592,cp宫九,3387090,18148,9.1,0,轻松,"武侠,强强,江湖恩怨",[综武侠]大夫今天回家了吗,2022-10-26,"316,679",纯爱,衍生
3080050,甜竹,"30,545",157,"3,666",0,2021-01-20,架空历史,,1,1,16919,这恶毒女配朕不当了,4879940,1628,9.0,0,正剧,"仙侠修真,女配,爽文,升级流","再见了狗男主,朕要去修仙",2023-01-12,"753,979",言情,原创
3080050,甜竹,"150,126",222,"8,744",0,2021-08-17,幻想未来,,1,1,70838,‘废物’美人勇闯末世游戏,6058645,128,9.3,0,轻松,"强强,穿越时空,末世,游戏网游",穿成娇软废物在游戏封神,2022-05-12,"1,305,932",言情,原创
4379334,伊带水,"97,838",122,"5,485",0,2021-12-19,古色古香,,1,1,34667,躺赢,6367677,33072,8.7,0,正剧,"清穿,情有独钟,种田文,甜文",清穿之皇贵妃晋升记,2022-11-12,"520,152",言情,原创
1205973,夜瑜希,"1,105",1,5,0,2021-12-07,近代现代,,1,0,114,你对五条悟的滤镜是不是太厚了？,5918354,280390,,0,轻松,"综漫,甜文,文野,咒回",万恶的亚撒西:地下情人五条悟[咒术回战],2021-12-14,"2,060",言情,衍生
1205973,夜瑜希,850,1,15,0,2022-05-20,幻想未来,,1,0,136,五条悟，你怎么又来了？,6149122,暂无排,,0,轻松,"网王,火影,综漫,咒回",次元婚介所[综漫],2022-05-20,"2,144",言情,衍生
1205973,夜瑜希,"6,577",41,114,0,2021-11-27,幻想未来,,1,1,1350,然后，全世界都知道我穿越了,5928282,166451,,0,轻松,"末世,星际,系统,基建",我将荒星上交后,2023-02-11,"94,422",言情,原创
1997995,温水煮书,"18,105",28,587,0,2017-03-08,幻想未来,,1,0,4292,贾巴沃克岛二周目之旅,3121354,66106,9.4,0,正剧,"强强,悬疑推理",病枝拯救计划[弹丸论破],2019-01-12,"139,003",纯爱,衍生
1997995,温水煮书,"13,672",86,"3,997",0,2022-08-09,幻想未来,,1,1,10989,宇宙的尽头是沙雕,5862274,14135,9.6,0,轻松,"综漫,灵异神怪,咒回",最强们的沙雕无限流[综恐],2022-11-14,"527,926",纯爱,衍生
1997995,温水煮书,"19,486",42,"3,697",0,2023-01-06,近代现代,,1,1,13080,OOC也要最强！,5758794,19798,,0,轻松,"综漫,强强,天作之合,咒回",COS挚友组就是要OOC,2023-02-16,"344,209",纯爱,衍生
1156370,莹纸,150,3,0,0,2020-02-03,,,1,0,0,想要谈恋爱的妄想论,4528293,暂无排,,0,未知,,我的守望垃圾堆,2020-02-13,"2,667",,
3595663,初厘,"76,932",71,"9,031",0,2022-07-10,近代现代,,1,1,59951,永远臣服于温柔/先婚后爱,5683852,2149,9.3,0,轻松,"情有独钟,业界精英,励志人生,甜文",温柔告白,2023-01-24,"402,494",言情,原创
3595663,初厘,"13,954",38,"5,402",0,2023-01-05,近代现代,,1,1,13152,年龄差的先婚后爱,6907505,19424,,0,轻松,"情有独钟,业界精英,甜文",清晨降温[先婚后爱],2023-02-16,"211,169",言情,原创
3595663,初厘,"66,671",88,"3,657",0,2022-02-10,近代现代,,1,1,50683,寄给傅太太，今日有幸见极光,6260233,28438,9.4,0,轻松,"破镜重圆,天之骄子,业界精英,甜文",轻言软语,2022-10-04,"476,407",言情,原创
1205973,夜瑜希,645,2,16,0,2020-03-26,近代现代,,1,0,80,蹭热度的都滚粗，反弹反弹再反弹,4672152,暂无排,,0,轻松,"娱乐圈,打脸,系统,爽文",影后她有反弹系统[娱乐圈],2020-08-01,"4,071",言情,原创
3595663,初厘,"12,808",71,"3,726",0,2022-11-13,近代现代,,1,1,16143,星空永远浪漫,6427967,35552,9.3,0,轻松,"都市情缘,情有独钟,破镜重圆,业界精英",小银河,2023-01-28,"347,227",言情,原创
1997995,温水煮书,"6,470",9,120,0,2018-04-14,架空历史,,1,0,826,打是疼，骂是爱，急了用脚踹,3558146,312052,8.8,0,轻松,少年漫,[鬼灯的冷彻]百年好合,2021-10-01,"50,456",纯爱,衍生
1997995,温水煮书,"12,615",2,55,0,2019-10-05,架空历史,,1,0,486,空桑日常,4376641,147591,8.5,0,轻松,"年下,近水楼台,天作之合",[食物语]晴天,2021-10-01,"39,259",纯爱,衍生
3595663,初厘,"11,749",56,"2,397",0,2022-06-01,近代现代,,1,1,12063,赴一场夏日热恋,5628300,40596,9.2,0,轻松,"天之骄子,甜文,校园",寄给心动,2023-01-02,"280,332",言情,原创
3595663,初厘,"19,515",60,612,0,2021-11-29,近代现代,,1,1,13271,清冷贵公子X张扬大小姐,6260205,152778,8.4,0,轻松,"娱乐圈,甜文",生来矜贵[娱乐圈],2022-02-05,"255,600",言情,原创
3595663,初厘,"2,049",15,734,0,2022-10-03,近代现代,,1,0,1400,神经质X多情种,6517693,99982,9.2,0,轻松,"破镜重圆,天之骄子,青梅竹马",唯一,2022-11-13,"52,793",言情,原创
3595663,初厘,"7,439",66,773,0,2021-05-20,幻想未来,,1,1,3369,小学鸡的狗血爱情,5671444,107597,9.1,0,轻松,"生子,因缘邂逅,甜文,成长",我要你的信息素[女A男O],2021-09-08,"237,999",言情,原创
1997995,温水煮书,"5,587",2,125,0,2018-05-02,架空历史,,1,0,181,故事的开始,3575014,253665,8.7,0,轻松,,一切的起源（综武侠系列补设定）,2021-10-01,"32,811",纯爱,衍生
1205973,夜瑜希,"8,065",71,235,0,2021-05-01,近代现代,,1,1,2228,5T5是谁？我不认识。,5656552,153096,,0,轻松,"综漫,少年漫,甜文,咒回",诅咒5T5后我失忆了,2023-02-12,"172,607",言情,衍生
1997995,温水煮书,438,15,1,0,2017-09-04,古色古香,,1,0,36,啾咪,3339362,319391,6.0,0,轻松,,春,2021-06-05,"30,095",百合,原创
1997995,温水煮书,2,2,1,0,2020-12-25,近代现代,,1,0,91,________,5371895,283219,暂无评,0,轻松,"强强,都市情缘,天作之合,穿书",夏,2021-10-01,"30,003",纯爱,原创
1997995,温水煮书,387,14,24,0,2020-09-15,近代现代,,1,0,412,________,4642053,114833,9.3,0,轻松,"强强,欢喜冤家,甜文,快穿",秋,2022-09-28,"40,050",纯爱,原创
3595663,初厘,"9,371",70,326,0,2021-02-04,幻想未来,,1,1,3007,所有秘密只和小软包分享,5484877,126059,9.3,0,轻松,"生子,婚恋,成长",她的omega甜又软[女A男O],2021-07-07,"236,362",言情,原创
