aid,author,era,nid,rank,rank_date,tags,title,vip_date,word_count,xx,yc
5111224,吃猹的瓜皮,架空历史,7319321,42,2023-02-20,励志人生,堆金砌玉,2023-02-17,39.11万,言情,原创
2302086,谈黛,近代现代,5004133,44,2023-02-17,"情有独钟,天作之合,游戏网游,甜文",撩而不及,2023-02-14,23.78万,言情,原创
1891697,在下本无良,架空历史,4015158,45,2023-02-17,"宫廷侯爵,天作之合,相爱相杀,女扮男装",将军辞,2023-02-14,58.36万,言情,原创
3511208,烟卧,近代现代,5421730,60,2023-02-18,"天作之合,甜文",野望,2023-02-15,6.53万,言情,原创
2724824,乔可可,架空历史,6584446,61,2023-02-18,"天作之合,天之骄子,仙侠修真,重生",仙君的绿莲花替身不干了,2023-02-15,31.4万,纯爱,原创
4012536,蔡小白呀,架空历史,6102763,62,2023-02-18,"穿越时空,女配,系统,快穿",满城都在磕CP（快穿）,2023-02-15,26.47万,言情,原创
4611335,莓柿儿,近代现代,7258202,63,2023-02-18,"情有独钟,甜文,年代文,时代新风",八零娇气小村花,2023-02-15,30.19万,言情,原创
4008352,尚宛,近代现代,5884165,64,2023-02-18,"都市情缘,豪门世家,天作之合,甜文",小戏精,2023-02-15,38.24万,言情,原创
4635018,岩谨,近代现代,6707301,55,2023-02-21,"情有独钟,娱乐圈,系统,穿书",CP绝缘女星靠揩油系统逆袭,2023-02-18,22.59万,言情,原创
3124614,孤烛异乡人,幻想未来,7537597,56,2023-02-21,"天之骄子,穿越时空,仙侠修真,未来架空",当游戏马甲成真以后,2023-02-18,27.3万,无CP,原创
943672,元灵宇,架空历史,5530539,43,2023-02-20,"强强,宫廷侯爵,情有独钟",锦衣夜带刀,2023-02-17,59.52万,纯爱,原创
3765340,嗟鸦,架空历史,5900672,65,2023-02-18,"宫廷侯爵,天作之合,甜文,女扮男装",戏中美人,2023-02-15,14.04万,言情,原创
2641878,桉柠,近代现代,4498954,44,2023-02-20,"甜文,爽文,直播,时尚流行",玫瑰与小鹿[娱乐圈],2023-02-17,20.61万,言情,原创
2649632,夏川行舟,近代现代,4771037,66,2023-02-18,"强强,情有独钟,无限流,悬疑推理",梦境：联机版,2023-02-15,46.33万,纯爱,原创
