aid,follower_count,name,ndlist_date,ndlist_rank,nid,pub_date,score
2078814,98879,三日成晶,,,4239421,2020-03-06 00:15:40,433.4亿
2078814,98879,三日成晶,,,4179400,2020-01-01 00:01:14,433.4亿
2078814,98879,三日成晶,,,4075623,2019-07-02 21:00:01,433.4亿
2078814,98879,三日成晶,,,4029956,2019-12-03 21:00:18,433.4亿
2078814,98879,三日成晶,,,3946122,2019-05-29 00:05:44,433.4亿
2078814,98879,三日成晶,,,3571782,2019-03-12 21:00:01,433.4亿
2078814,98879,三日成晶,,,3557238,2018-11-23 21:00:01,433.4亿
2078814,98879,三日成晶,,,3557208,2018-12-26 00:00:01,433.4亿
2078814,98879,三日成晶,,,3515501,2018-06-12 20:55:19,433.4亿
2078814,98879,三日成晶,,,3418074,2018-03-10 19:35:00,433.4亿
2078814,98879,三日成晶,,,3389750,2017-11-30 20:10:45,433.4亿
2078814,98879,三日成晶,,,3287434,2017-07-31 20:51:15,433.4亿
2078814,98879,三日成晶,,,3313399,2017-08-14 16:37:06,433.4亿
2078814,98879,三日成晶,,,3310987,2017-08-12 21:19:16,433.4亿
2078814,98879,三日成晶,,,3279728,2017-07-26 11:59:55,433.4亿
2078814,98879,三日成晶,,,3260596,2017-07-12 21:26:53,433.4亿
2212739,8263,兔月关,2023-02-20,2,6593856,2023-01-23 09:00:00,50.7亿
2212739,8263,兔月关,,,6658721,2022-08-01 11:11:00,50.7亿
2212739,8263,兔月关,,,5041143,2022-02-21 19:05:00,50.7亿
2212739,8263,兔月关,,,4343574,2021-07-20 17:05:00,50.7亿
2212739,8263,兔月关,,,4373296,2021-02-22 00:08:08,50.7亿
2212739,8263,兔月关,,,3536581,2019-03-05 00:05:55,50.7亿
2212739,8263,兔月关,,,4343565,2019-10-06 08:18:18,50.7亿
2212739,8263,兔月关,,,3610494,2019-05-27 00:08:08,50.7亿
2212739,8263,兔月关,,,4339079,2020-02-24 00:08:58,50.7亿
2212739,8263,兔月关,,,3863713,2018-11-12 12:00:00,50.7亿
2212739,8263,兔月关,,,3536584,2018-04-23 00:20:55,50.7亿
2212739,8263,兔月关,,,3536559,2018-07-30 00:08:00,50.7亿
2212739,8263,兔月关,,,4716322,2020-06-15 09:00:00,50.7亿
2212739,8263,兔月关,,,4271148,2020-03-07 12:04:00,50.7亿
3796793,1050,禾优,2023-02-20,1,7140720,2023-01-16 07:35:00,4.9亿
3796793,1050,禾优,,,5912628,2021-11-13 00:00:00,4.9亿
3796793,1050,禾优,,,5811098,2022-01-23 23:55:00,4.9亿
3796793,1050,禾优,,,5762083,2022-06-25 21:00:00,4.9亿
3796793,1050,禾优,,,5713156,2021-04-29 12:00:00,4.9亿
1643745,49009,田园泡,2023-02-17,4,3226859,2023-02-01 10:00:00,220.2亿
1643745,49009,田园泡,,,7242007,2022-09-15 11:00:00,220.2亿
1643745,49009,田园泡,,,5966523,2022-04-16 14:10:00,220.2亿
1643745,49009,田园泡,,,5778842,2021-07-08 11:00:00,220.2亿
1643745,49009,田园泡,,,4249921,2019-11-18 11:00:00,220.2亿
1643745,49009,田园泡,,,3927000,2019-01-08 11:00:00,220.2亿
1643745,49009,田园泡,,,3614246,2019-05-08 11:00:00,220.2亿
1643745,49009,田园泡,,,5495900,2021-11-19 11:00:00,220.2亿
1643745,49009,田园泡,,,7194093,2022-08-11 11:00:00,220.2亿
1643745,49009,田园泡,,,5586451,2021-03-30 11:00:00,220.2亿
1643745,49009,田园泡,,,4422930,2020-07-10 10:00:00,220.2亿
1643745,49009,田园泡,,,5146924,2021-01-20 11:00:00,220.2亿
1643745,49009,田园泡,,,3172756,2020-01-30 11:00:00,220.2亿
1643745,49009,田园泡,,,6426297,2022-03-18 11:00:00,220.2亿
1643745,49009,田园泡,,,4395964,2020-04-01 11:00:00,220.2亿
1643745,49009,田园泡,,,4168943,2019-07-09 11:03:00,220.2亿
1643745,49009,田园泡,,,4017357,2019-08-22 11:30:00,220.2亿
1643745,49009,田园泡,,,3999189,2020-11-06 10:00:00,220.2亿
1643745,49009,田园泡,,,4004778,2019-10-10 11:00:00,220.2亿
1643745,49009,田园泡,,,3678297,2018-09-18 11:00:00,220.2亿
1643745,49009,田园泡,,,3560435,2018-05-30 09:34:54,220.2亿
1643745,49009,田园泡,,,2858245,2016-12-06 17:35:00,220.2亿
1643745,49009,田园泡,,,2848040,2017-08-14 09:50:16,220.2亿
1643745,49009,田园泡,,,3073555,2017-04-09 10:27:00,220.2亿
1643745,49009,田园泡,,,2730089,2016-04-06 21:20:00,220.2亿
1643745,49009,田园泡,,,3301821,2018-04-04 08:16:29,220.2亿
1643745,49009,田园泡,,,3275616,2018-01-16 08:00:00,220.2亿
1643745,49009,田园泡,,,2539886,2015-08-16 13:39:24,220.2亿
1643745,49009,田园泡,,,3234785,2017-09-17 11:50:59,220.2亿
1643745,49009,田园泡,,,2658755,2017-06-12 08:00:00,220.2亿
1643745,49009,田园泡,,,2654348,2017-11-28 08:00:00,220.2亿
1256565,16164,黄鱼听雷,2023-02-23,1,7430394,2022-12-31 12:25:36,33.6亿
1256565,16164,黄鱼听雷,,,5311016,2021-01-20 10:02:37,33.6亿
1256565,16164,黄鱼听雷,,,5293288,2021-10-01 15:05:58,33.6亿
1256565,16164,黄鱼听雷,,,5004716,2022-04-23 13:06:19,33.6亿
1256565,16164,黄鱼听雷,,,4699587,2021-06-09 08:00:00,33.6亿
1256565,16164,黄鱼听雷,,,4545997,2020-04-19 18:35:53,33.6亿
1256565,16164,黄鱼听雷,,,4320237,2020-09-06 15:09:33,33.6亿
1256565,16164,黄鱼听雷,,,3562186,2018-05-12 16:46:00,33.6亿
1256565,16164,黄鱼听雷,,,3442958,2019-02-19 22:37:35,33.6亿
1256565,16164,黄鱼听雷,,,3351023,2018-05-27 20:08:00,33.6亿
2147997,16270,一江听月,2023-02-23,3,7532878,2023-02-02 21:00:00,87亿
2147997,16270,一江听月,,,6055164,2022-09-15 21:00:00,87亿
2147997,16270,一江听月,,,4396863,2021-12-17 12:00:00,87亿
2147997,16270,一江听月,,,5591141,2022-03-03 18:00:00,87亿
2147997,16270,一江听月,,,5362001,2021-06-02 18:00:00,87亿
2147997,16270,一江听月,,,6874339,2022-06-02 18:00:00,87亿
2147997,16270,一江听月,,,4475941,2020-02-18 00:00:01,87亿
2147997,16270,一江听月,,,4555689,2020-06-02 21:00:00,87亿
2147997,16270,一江听月,,,4740819,2020-10-07 00:00:00,87亿
2147997,16270,一江听月,,,5235434,2021-02-27 21:00:00,87亿
2147997,16270,一江听月,,,5287695,2020-12-09 18:00:00,87亿
2147997,16270,一江听月,,,4395664,2019-12-16 18:00:01,87亿
1256565,16164,黄鱼听雷,,,3268426,2018-12-31 19:56:06,33.6亿
1256565,16164,黄鱼听雷,,,3062993,2017-02-07 16:54:00,33.6亿
1256565,16164,黄鱼听雷,,,3013835,2017-12-01 08:08:08,33.6亿
1256565,16164,黄鱼听雷,,,2859061,2016-11-30 13:52:00,33.6亿
1256565,16164,黄鱼听雷,,,2792209,2016-06-03 21:50:00,33.6亿
2147997,16270,一江听月,,,4376137,2019-10-09 09:00:01,87亿
2147997,16270,一江听月,,,3928762,2019-03-05 20:11:37,87亿
2147997,16270,一江听月,,,3371029,2017-10-09 16:20:13,87亿
1256565,16164,黄鱼听雷,,,2431885,2016-04-16 20:45:00,33.6亿
1256565,16164,黄鱼听雷,,,2218645,2014-09-03 20:39:18,33.6亿
2147997,16270,一江听月,,,4368806,2023-02-11 12:32:21,87亿
3366615,13607,榆鱼,2023-02-22,1,7560202,2023-01-30 15:00:00,83.4亿
3366615,13607,榆鱼,,,5828124,2021-06-22 16:56:00,83.4亿
3366615,13607,榆鱼,,,5269613,2020-12-01 00:00:00,83.4亿
3366615,13607,榆鱼,,,5160463,2020-09-09 08:56:46,83.4亿
3366615,13607,榆鱼,,,6176916,2022-03-09 20:32:00,83.4亿
3366615,13607,榆鱼,,,5965226,2021-10-18 00:00:00,83.4亿
3366615,13607,榆鱼,,,5381718,2021-03-20 18:49:00,83.4亿
3074336,1909,浮梦遥,2023-02-23,4,4981320,2023-01-16 00:05:13,7.7亿
3074336,1909,浮梦遥,,,4943217,2022-04-24 07:00:32,7.7亿
3074336,1909,浮梦遥,,,6015654,2021-08-01 14:10:00,7.7亿
3074336,1909,浮梦遥,,,4905995,2021-02-01 01:00:00,7.7亿
3074336,1909,浮梦遥,,,4906028,2020-09-20 12:07:00,7.7亿
3366615,13607,榆鱼,,,5192159,2020-09-25 01:18:35,83.4亿
3366615,13607,榆鱼,,,5791720,2022-01-03 00:00:00,83.4亿
3366615,13607,榆鱼,,,5392483,2021-08-22 23:14:15,83.4亿
3366615,13607,榆鱼,,,5168956,2020-09-13 04:21:10,83.4亿
3074336,1909,浮梦遥,,,4820021,2020-05-12 08:00:58,7.7亿
3074336,1909,浮梦遥,,,4818399,2020-05-09 11:09:36,7.7亿
3074336,1909,浮梦遥,,,4818481,2020-10-04 12:02:31,7.7亿
3499067,54,影入青衣,2023-02-17,7,6932814,2023-01-22 21:05:23,5890.9万
1802272,34664,蜀七,2023-02-17,5,4427051,2023-01-24 07:00:00,190.3亿
1802272,34664,蜀七,,,6245694,2022-01-11 08:08:08,190.3亿
1802272,34664,蜀七,,,5204870,2021-08-13 02:30:00,190.3亿
1802272,34664,蜀七,,,4955354,2020-09-09 08:00:00,190.3亿
1802272,34664,蜀七,,,4705880,2020-06-09 08:00:00,190.3亿
1802272,34664,蜀七,,,4458469,2021-02-25 04:00:00,190.3亿
1802272,34664,蜀七,,,4375199,2020-02-27 00:12:12,190.3亿
1802272,34664,蜀七,,,4182765,2019-10-22 20:00:00,190.3亿
1802272,34664,蜀七,,,4159024,2019-08-06 20:00:00,190.3亿
1802272,34664,蜀七,,,3827269,2018-10-29 01:00:00,190.3亿
1802272,34664,蜀七,,,3645711,2019-02-26 20:00:00,190.3亿
1802272,34664,蜀七,,,3609093,2018-06-15 01:01:00,190.3亿
1802272,34664,蜀七,,,3486743,2018-10-15 20:00:00,190.3亿
1802272,34664,蜀七,,,3398465,2017-12-25 22:10:00,190.3亿
1802272,34664,蜀七,,,3336485,2017-10-23 12:00:00,190.3亿
1802272,34664,蜀七,,,3207027,2017-07-02 12:00:00,190.3亿
1802272,34664,蜀七,,,3146106,2017-04-02 12:00:00,190.3亿
1802272,34664,蜀七,,,3146105,2018-05-22 12:00:00,190.3亿
1802272,34664,蜀七,,,3524832,2018-03-15 20:00:00,190.3亿
2292035,472,十撇,2023-02-18,1,7678277,2023-02-03 03:00:00,2.1亿
2292035,472,十撇,,,4301275,2020-02-14 00:00:01,2.1亿
2292035,472,十撇,,,4011558,2019-01-28 03:00:00,2.1亿
2292035,472,十撇,,,3648001,2018-07-07 16:08:26,2.1亿
2286285,5566,薇我无酒,2023-02-18,3,6619760,2023-01-30 12:00:00,26亿
2286285,5566,薇我无酒,,,5288722,2022-02-06 12:00:00,26亿
2286285,5566,薇我无酒,,,4176140,2021-05-01 12:00:00,26亿
2286285,5566,薇我无酒,,,4569426,2020-06-02 12:00:00,26亿
2286285,5566,薇我无酒,,,4288446,2020-01-28 12:00:01,26亿
2286285,5566,薇我无酒,,,4057506,2019-07-15 12:00:01,26亿
2286285,5566,薇我无酒,,,3656617,2019-01-22 12:00:00,26亿
2286285,5566,薇我无酒,,,3638249,2018-06-30 20:39:11,26亿
2286285,5566,薇我无酒,,,3646831,2018-07-06 20:06:16,26亿
2286285,5566,薇我无酒,,,4434700,2019-11-27 00:00:01,26亿
2369476,149,轻予,2023-02-17,8,7586885,2023-01-21 00:00:00,9683.5万
2369476,149,轻予,,,4158965,2019-05-17 21:00:02,9683.5万
2369476,149,轻予,,,3964738,2019-04-11 00:00:01,9683.5万
2369476,149,轻予,,,3908178,2018-10-26 00:30:08,9683.5万
2369476,149,轻予,,,3904565,2018-10-22 00:39:51,9683.5万
3953916,1191,司雨情,2023-02-19,1,7512269,2023-01-25 09:00:00,3.9亿
3953916,1191,司雨情,,,6874074,2022-10-21 21:00:00,3.9亿
3953916,1191,司雨情,,,6779936,2022-04-17 12:00:00,3.9亿
3953916,1191,司雨情,,,6440425,2022-01-05 15:48:34,3.9亿
2673826,9542,香草芋圆,2023-02-17,6,6947362,2023-01-26 09:00:00,28.8亿
2673826,9542,香草芋圆,,,5047608,2022-05-25 17:00:00,28.8亿
2673826,9542,香草芋圆,,,6017224,2021-11-16 17:00:00,28.8亿
2673826,9542,香草芋圆,,,4453752,2020-07-23 12:00:00,28.8亿
2673826,9542,香草芋圆,,,4910570,2021-07-29 12:55:31,28.8亿
2673826,9542,香草芋圆,,,4494329,2020-04-14 12:00:00,28.8亿
2673826,9542,香草芋圆,,,4398710,2019-10-25 09:44:16,28.8亿
3737933,409,熊熊云吞,2023-02-21,1,5678390,2023-01-23 11:30:00,2亿
3737933,409,熊熊云吞,,,5580328,2021-03-16 08:30:00,2亿
3737933,409,熊熊云吞,,,6418652,2021-12-26 23:23:28,2亿
3737933,409,熊熊云吞,,,5831467,2021-06-04 00:00:00,2亿
2157992,3109,星陨落,2023-02-19,3,7717868,2023-01-16 22:00:00,25.8亿
2157992,3109,星陨落,,,5230902,2022-12-19 23:50:00,25.8亿
2157992,3109,星陨落,,,6437132,2022-08-09 21:00:00,25.8亿
2157992,3109,星陨落,,,6301324,2022-07-19 22:00:00,25.8亿
2157992,3109,星陨落,,,6025303,2022-10-24 20:00:00,25.8亿
2157992,3109,星陨落,,,5777770,2022-05-24 20:45:00,25.8亿
2157992,3109,星陨落,,,5570097,2022-01-03 22:00:00,25.8亿
2157992,3109,星陨落,,,5453915,2021-07-29 22:30:00,25.8亿
2157992,3109,星陨落,,,5157440,2021-05-14 08:00:00,25.8亿
2157992,3109,星陨落,,,4880981,2021-03-03 18:00:00,25.8亿
2157992,3109,星陨落,,,4543271,2021-11-01 23:55:00,25.8亿
2157992,3109,星陨落,,,4391991,2021-01-26 20:00:00,25.8亿
2157992,3109,星陨落,,,4387461,2020-09-07 19:30:00,25.8亿
2157992,3109,星陨落,,,4387445,2020-10-13 20:30:00,25.8亿
2157992,3109,星陨落,,,4387435,2020-06-02 21:00:00,25.8亿
2157992,3109,星陨落,,,4387420,2020-02-19 21:17:00,25.8亿
2157992,3109,星陨落,,,4112652,2019-11-05 22:05:00,25.8亿
2157992,3109,星陨落,,,3993524,2019-04-11 22:40:00,25.8亿
2157992,3109,星陨落,,,3906305,2019-01-16 18:00:00,25.8亿
2157992,3109,星陨落,,,3864064,2018-09-13 17:43:31,25.8亿
2157992,3109,星陨落,,,3399292,2018-04-01 00:26:00,25.8亿
2157992,3109,星陨落,,,3391644,2017-11-01 16:43:27,25.8亿
2157992,3109,星陨落,,,4112675,2019-09-10 22:00:00,25.8亿
2157992,3109,星陨落,,,3490101,2018-02-11 11:16:12,25.8亿
2157992,3109,星陨落,,,3449080,2018-01-05 19:12:55,25.8亿
2157992,3109,星陨落,,,3441596,2017-12-29 02:08:59,25.8亿
2146080,33554,归鸿落雪,,,6046220,2021-08-28 09:40:00,61.8亿
2146080,33554,归鸿落雪,,,4839154,2020-05-17 21:05:28,61.8亿
2146080,33554,归鸿落雪,,,4524566,2022-08-13 12:00:00,61.8亿
2146080,33554,归鸿落雪,2023-02-19,2,6779144,2022-08-15 21:30:00,61.8亿
2146080,33554,归鸿落雪,,,6185811,2022-04-09 10:00:00,61.8亿
2146080,33554,归鸿落雪,,,5847974,2021-06-09 19:50:46,61.8亿
2146080,33554,归鸿落雪,,,4405787,2019-11-17 16:40:41,61.8亿
2146080,33554,归鸿落雪,,,6454261,2022-01-11 01:27:21,61.8亿
2146080,33554,归鸿落雪,,,5591805,2021-03-11 20:34:04,61.8亿
3027978,6904,糖果粉粉,,,4948468,2021-09-07 18:00:02,17.5亿
3027978,6904,糖果粉粉,,,5570112,2021-04-07 18:00:02,17.5亿
3027978,6904,糖果粉粉,,,6201928,2021-12-08 18:00:02,17.5亿
3027978,6904,糖果粉粉,,,5236712,2022-03-07 18:00:02,17.5亿
3027978,6904,糖果粉粉,,,4906648,2022-05-10 18:00:02,17.5亿
3027978,6904,糖果粉粉,,,5326679,2022-08-06 09:00:02,17.5亿
3027978,6904,糖果粉粉,,,7281710,2022-11-07 06:00:02,17.5亿
3027978,6904,糖果粉粉,2023-02-21,3,7602982,2023-01-28 09:00:02,17.5亿
3027978,6904,糖果粉粉,,,5018767,2020-09-16 06:00:02,17.5亿
3027978,6904,糖果粉粉,,,5178410,2020-10-29 09:00:02,17.5亿
3027978,6904,糖果粉粉,,,5371665,2021-02-23 21:00:02,17.5亿
2146080,33554,归鸿落雪,,,4839703,2020-10-21 20:35:00,61.8亿
2146080,33554,归鸿落雪,,,4426719,2020-04-09 18:10:11,61.8亿
2146080,33554,归鸿落雪,,,4425436,2019-11-18 13:50:49,61.8亿
2146080,33554,归鸿落雪,,,3367173,2017-10-05 19:42:07,61.8亿
3027978,6904,糖果粉粉,,,4883067,2020-07-01 12:00:02,17.5亿
3027978,6904,糖果粉粉,,,5274111,2020-12-18 06:00:02,17.5亿
2257287,52317,糖中猫,2023-02-21,2,7791009,2023-02-08 12:59:59,202.9亿
2257287,52317,糖中猫,,,5522035,2021-10-20 00:00:31,202.9亿
2257287,52317,糖中猫,,,4364236,2019-11-18 21:00:00,202.9亿
2257287,52317,糖中猫,,,3587960,2018-05-15 18:51:44,202.9亿
2257287,52317,糖中猫,,,3686622,2018-12-03 22:30:00,202.9亿
2257287,52317,糖中猫,,,3610187,2019-01-07 21:00:01,202.9亿
2257287,52317,糖中猫,,,4005064,2019-06-10 22:31:31,202.9亿
2257287,52317,糖中猫,,,4200264,2019-06-14 22:41:14,202.9亿
3027978,6904,糖果粉粉,,,5010724,2020-07-21 09:00:02,17.5亿
3080644,950,鱼不乖,2023-02-20,3,6548702,2023-02-01 00:00:00,3.7亿
3080644,950,鱼不乖,,,6595725,2022-08-09 18:10:50,3.7亿
3080644,950,鱼不乖,,,6208311,2022-02-07 18:00:00,3.7亿
3080644,950,鱼不乖,,,5688776,2021-08-21 18:00:00,3.7亿
3080644,950,鱼不乖,,,5264050,2021-06-14 18:00:00,3.7亿
3080644,950,鱼不乖,,,5170425,2021-02-16 15:00:00,3.7亿
3080644,950,鱼不乖,,,4921749,2020-07-26 09:00:00,3.7亿
3080644,950,鱼不乖,,,4826819,2020-05-12 17:05:38,3.7亿
3080644,950,鱼不乖,,,5065937,2020-10-05 00:00:00,3.7亿
2973098,2887,与神同行,2023-02-21,4,7251962,2023-01-13 17:00:00,11亿
2973098,2887,与神同行,,,5995717,2022-08-01 00:00:00,11亿
2973098,2887,与神同行,,,5281249,2021-08-28 12:07:40,11亿
2973098,2887,与神同行,,,4752298,2020-04-25 12:18:00,11亿
2973098,2887,与神同行,,,4725268,2020-08-14 06:31:18,11亿
2973098,2887,与神同行,,,5511365,2021-02-14 00:00:00,11亿
2973098,2887,与神同行,,,4754313,2020-04-16 16:10:00,11亿
2973098,2887,与神同行,,,4745607,2020-07-05 09:34:00,11亿
2973098,2887,与神同行,,,4682857,2020-03-25 17:43:11,11亿
2855001,3097,风听澜,2023-02-22,3,7435760,2023-01-31 15:00:00,9.5亿
2855001,3097,风听澜,,,6998053,2022-09-18 15:00:00,9.5亿
2855001,3097,风听澜,,,6633289,2022-04-20 15:32:10,9.5亿
2855001,3097,风听澜,,,5995830,2021-11-15 14:20:57,9.5亿
2855001,3097,风听澜,,,5594229,2021-03-12 20:24:31,9.5亿
2855001,3097,风听澜,,,4619656,2020-03-07 17:49:04,9.5亿
3044844,12537,日日复日日,2023-02-22,2,6218983,2023-02-02 12:00:00,51.6亿
3044844,12537,日日复日日,,,7134756,2022-09-14 12:00:00,51.6亿
3044844,12537,日日复日日,,,6307210,2022-01-03 21:00:00,51.6亿
3044844,12537,日日复日日,,,4899493,2021-06-29 09:00:00,51.6亿
3044844,12537,日日复日日,,,5291144,2021-03-08 09:00:00,51.6亿
3044844,12537,日日复日日,,,4856763,2020-09-07 00:00:00,51.6亿
3044844,12537,日日复日日,,,4781080,2020-04-25 19:17:16,51.6亿
3044844,12537,日日复日日,,,5237949,2021-11-19 15:00:00,51.6亿
3044844,12537,日日复日日,,,4788405,2020-04-28 15:02:38,51.6亿
3429765,906,扶以东桑,2023-02-23,2,7577161,2023-02-09 06:59:58,6.7亿
3429765,906,扶以东桑,,,7218591,2022-11-20 19:30:00,6.7亿
3429765,906,扶以东桑,,,6096938,2022-07-23 05:21:50,6.7亿
3429765,906,扶以东桑,,,6037026,2021-09-09 00:00:00,6.7亿
3429765,906,扶以东桑,,,7324413,2022-09-12 18:19:20,6.7亿
3429765,906,扶以东桑,,,5296342,2021-01-16 00:00:00,6.7亿
3429765,906,扶以东桑,,,5407144,2021-06-12 08:58:24,6.7亿
3429765,906,扶以东桑,,,5232841,2020-10-13 17:08:49,6.7亿
3429765,906,扶以东桑,,,5289908,2020-11-13 21:19:26,6.7亿
4706460,221,长风缚雪,2023-02-17,10,7112741,2023-01-23 21:00:00,7151.4万
4706460,221,长风缚雪,,,6802653,2022-04-24 09:00:00,7151.4万
1544336,17422,南陶,2023-02-23,5,7413978,2023-01-29 09:00:00,95.8亿
1544336,17422,南陶,,,6668306,2022-09-07 09:00:00,95.8亿
1544336,17422,南陶,,,6253745,2022-05-17 09:00:00,95.8亿
1544336,17422,南陶,,,5437652,2021-04-30 09:00:00,95.8亿
1544336,17422,南陶,,,5154674,2021-12-19 09:00:00,95.8亿
1544336,17422,南陶,,,4627782,2021-09-13 09:00:00,95.8亿
1544336,17422,南陶,,,3111133,2022-04-08 21:48:45,95.8亿
1544336,17422,南陶,,,4835076,2020-12-19 17:31:32,95.8亿
1544336,17422,南陶,,,4390565,2020-03-29 09:00:00,95.8亿
1544336,17422,南陶,,,4358180,2020-06-28 06:00:00,95.8亿
1544336,17422,南陶,,,4167829,2019-11-25 09:00:00,95.8亿
1544336,17422,南陶,,,4102862,2019-08-12 09:00:00,95.8亿
1544336,17422,南陶,,,4088368,2019-04-29 09:00:00,95.8亿
1544336,17422,南陶,,,3827841,2018-11-26 19:58:12,95.8亿
1544336,17422,南陶,,,3525705,2018-07-12 23:40:24,95.8亿
1544336,17422,南陶,,,3489780,2018-02-23 11:45:00,95.8亿
1544336,17422,南陶,,,3583263,2020-08-27 18:00:00,95.8亿
4753986,1778,汪汪碎大冰,,,6862916,2022-05-09 16:21:59,5.1亿
4753986,1778,汪汪碎大冰,2023-02-17,9,6882028,2022-05-15 10:29:02,5.1亿
2701708,6435,昼眠梦君,2023-02-18,5,6517895,2023-01-06 18:20:15,25.9亿
2701708,6435,昼眠梦君,,,6166459,2022-01-05 09:00:00,25.9亿
2701708,6435,昼眠梦君,,,6436161,2022-08-27 09:00:00,25.9亿
2701708,6435,昼眠梦君,,,5780799,2021-08-27 18:00:00,25.9亿
2701708,6435,昼眠梦君,,,4708705,2020-08-27 21:00:00,25.9亿
2701708,6435,昼眠梦君,,,5178407,2021-01-28 12:30:30,25.9亿
2701708,6435,昼眠梦君,,,4711351,2020-07-08 09:00:00,25.9亿
2701708,6435,昼眠梦君,,,4643648,2020-03-14 20:24:14,25.9亿
2345639,3188,绿白黑,,,3863810,2018-10-22 18:02:01,8亿
2345639,3188,绿白黑,,,3915770,2019-05-21 00:00:01,8亿
2345639,3188,绿白黑,2023-02-18,6,3980267,2023-01-26 12:00:01,8亿
2345639,3188,绿白黑,,,4113501,2019-04-14 20:16:00,8亿
2152036,8612,酸奶蛋糕,2023-02-18,4,7482598,2023-01-30 08:00:00,46.9亿
2152036,8612,酸奶蛋糕,,,6185915,2021-12-27 15:00:00,46.9亿
2152036,8612,酸奶蛋糕,,,6492983,2022-07-18 15:00:00,46.9亿
2152036,8612,酸奶蛋糕,,,6342364,2022-10-18 15:00:00,46.9亿
2152036,8612,酸奶蛋糕,,,4536066,2020-04-20 12:00:00,46.9亿
2152036,8612,酸奶蛋糕,,,4776333,2020-08-03 15:00:00,46.9亿
2152036,8612,酸奶蛋糕,,,5409427,2021-10-03 21:00:00,46.9亿
2152036,8612,酸奶蛋糕,,,5109189,2021-02-10 08:42:00,46.9亿
2152036,8612,酸奶蛋糕,,,3861208,2021-05-04 15:00:00,46.9亿
2152036,8612,酸奶蛋糕,,,4938495,2021-07-21 00:00:00,46.9亿
2152036,8612,酸奶蛋糕,,,3499121,2018-03-03 14:44:08,46.9亿
2152036,8612,酸奶蛋糕,,,4162374,2020-01-13 12:00:01,46.9亿
2152036,8612,酸奶蛋糕,,,4121888,2019-07-30 00:00:01,46.9亿
2152036,8612,酸奶蛋糕,,,4035146,2019-03-31 12:18:01,46.9亿
2152036,8612,酸奶蛋糕,,,3865553,2018-11-03 21:00:01,46.9亿
2152036,8612,酸奶蛋糕,,,3623939,2018-07-15 20:11:32,46.9亿
2152036,8612,酸奶蛋糕,,,4891655,2020-11-18 15:00:00,46.9亿
2152036,8612,酸奶蛋糕,,,3378776,2017-10-18 11:39:39,46.9亿
2152036,8612,酸奶蛋糕,,,3972589,2019-01-26 09:02:00,46.9亿
2152036,8612,酸奶蛋糕,,,3544133,2018-06-13 10:35:00,46.9亿
2152036,8612,酸奶蛋糕,,,3428243,2017-12-13 17:17:49,46.9亿
