aid,follower_count,name,ndlist_date,ndlist_rank,nid,pub_date,score
4530410,1113,淮青山,2023-02-18,7,7282235,2023-01-13 00:00:01,4.1亿
4530410,1113,淮青山,,,6685139,2022-06-06 09:42:07,4.1亿
4530410,1113,淮青山,,,7161077,2022-07-29 09:00:00,4.1亿
4530410,1113,淮青山,,,6573708,2022-02-15 20:17:05,4.1亿
2216633,47677,山有青木,2023-02-18,2,7633526,2023-01-26 21:00:00,289.4亿
2216633,47677,山有青木,,,6954428,2022-10-06 21:00:00,289.4亿
2216633,47677,山有青木,,,6759719,2022-05-18 21:00:00,289.4亿
2216633,47677,山有青木,,,6291949,2022-03-17 21:00:00,289.4亿
2216633,47677,山有青木,,,6264601,2022-12-07 21:00:00,289.4亿
2216633,47677,山有青木,,,5983324,2022-02-09 21:00:00,289.4亿
2216633,47677,山有青木,,,5694603,2021-07-01 21:00:00,289.4亿
2216633,47677,山有青木,,,5179461,2021-04-02 00:00:00,289.4亿
2216633,47677,山有青木,,,4933135,2021-01-20 21:00:00,289.4亿
2216633,47677,山有青木,,,4855386,2021-09-16 21:00:00,289.4亿
2216633,47677,山有青木,,,4799315,2021-07-22 22:00:00,289.4亿
4530410,1113,淮青山,,,6573752,2022-05-20 06:31:26,4.1亿
2216633,47677,山有青木,,,4772355,2021-02-17 21:00:00,289.4亿
2216633,47677,山有青木,,,5163016,2020-11-05 21:00:00,289.4亿
2216633,47677,山有青木,,,4799324,2020-08-27 21:00:00,289.4亿
2216633,47677,山有青木,,,4492426,2020-04-02 21:12:28,289.4亿
2216633,47677,山有青木,,,4316668,2020-01-30 21:00:01,289.4亿
4705953,450,银发天然卷,,,6801840,2022-04-23 21:26:47,2.3亿
4705953,450,银发天然卷,,,7665497,2023-01-01 18:41:06,2.3亿
4705953,450,银发天然卷,2023-02-19,5,7484840,2023-01-23 13:00:00,2.3亿
4705953,450,银发天然卷,,,7235960,2022-08-14 16:10:59,2.3亿
2216633,47677,山有青木,,,4350006,2020-06-11 21:00:00,289.4亿
2216633,47677,山有青木,,,4133604,2019-12-26 09:00:01,289.4亿
2216633,47677,山有青木,,,4104481,2020-05-06 21:00:00,289.4亿
2216633,47677,山有青木,,,4133578,2019-07-31 18:00:01,289.4亿
2216633,47677,山有青木,,,3982235,2019-04-18 15:00:00,289.4亿
2216633,47677,山有青木,,,3951063,2019-03-22 18:00:01,289.4亿
2216633,47677,山有青木,,,3645369,2018-11-26 18:00:01,289.4亿
2216633,47677,山有青木,,,3623057,2018-08-28 00:15:38,289.4亿
2216633,47677,山有青木,,,3576668,2018-05-21 10:50:46,289.4亿
2216633,47677,山有青木,,,3551606,2018-04-09 08:40:05,289.4亿
2216633,47677,山有青木,,,3516317,2018-03-07 00:43:02,289.4亿
2216633,47677,山有青木,,,3506463,2018-02-26 01:05:10,289.4亿
2216633,47677,山有青木,,,3869671,2018-12-26 00:00:01,289.4亿
3730060,6608,猫猫调查员,2023-02-19,4,6900215,2023-01-30 18:00:00,44.7亿
3730060,6608,猫猫调查员,,,5967344,2022-03-31 18:00:00,44.7亿
3730060,6608,猫猫调查员,,,6522416,2022-07-11 18:00:00,44.7亿
3730060,6608,猫猫调查员,,,6019409,2022-02-03 00:00:00,44.7亿
3730060,6608,猫猫调查员,,,5967327,2021-11-27 00:00:00,44.7亿
3730060,6608,猫猫调查员,,,5944508,2021-08-14 18:00:00,44.7亿
3730060,6608,猫猫调查员,,,5895825,2021-07-11 21:00:00,44.7亿
3730060,6608,猫猫调查员,,,5643334,2021-03-29 20:32:08,44.7亿
3730060,6608,猫猫调查员,,,5593672,2021-03-12 17:44:26,44.7亿
3730060,6608,猫猫调查员,,,7337622,2022-10-01 06:00:00,44.7亿
3730060,6608,猫猫调查员,,,6438741,2022-01-10 21:00:00,44.7亿
3730060,6608,猫猫调查员,,,6269426,2022-11-21 18:00:00,44.7亿
3730060,6608,猫猫调查员,,,6382689,2021-12-10 22:18:07,44.7亿
3730060,6608,猫猫调查员,,,5992092,2022-12-12 18:00:00,44.7亿
3730060,6608,猫猫调查员,,,6444640,2022-03-02 23:30:58,44.7亿
3730060,6608,猫猫调查员,,,6269338,2022-08-27 06:00:00,44.7亿
3730060,6608,猫猫调查员,,,6179138,2021-11-27 00:00:00,44.7亿
3730060,6608,猫猫调查员,,,5714908,2021-05-01 21:00:00,44.7亿
3730060,6608,猫猫调查员,,,5572709,2021-03-04 14:40:07,44.7亿
2441433,13126,黑皮犬,2023-02-19,6,4123344,2023-01-21 20:01:01,14.6亿
2441433,13126,黑皮犬,,,4924653,2021-11-01 00:00:00,14.6亿
2441433,13126,黑皮犬,,,4064753,2021-02-12 00:00:00,14.6亿
2441433,13126,黑皮犬,,,4079596,2020-02-09 20:00:00,14.6亿
2441433,13126,黑皮犬,,,4064745,2019-09-01 14:27:24,14.6亿
2441433,13126,黑皮犬,,,4168606,2019-05-27 11:43:47,14.6亿
2441433,13126,黑皮犬,,,4170371,2019-05-24 15:37:46,14.6亿
2441433,13126,黑皮犬,,,4159283,2019-05-15 13:52:42,14.6亿
2441433,13126,黑皮犬,,,4115864,2019-05-08 21:08:41,14.6亿
2441433,13126,黑皮犬,,,4041117,2019-02-18 00:26:44,14.6亿
2158044,28,四叶草多一片,2023-02-21,6,7736981,2023-01-22 23:51:12,3763.7万
2158044,28,四叶草多一片,,,7736975,2023-01-22 23:49:26,3763.7万
2678673,2560,一如恰,2023-02-19,8,6774929,2023-01-08 23:48:15,16.6亿
2678673,2560,一如恰,,,6288054,2022-08-03 00:00:00,16.6亿
2678673,2560,一如恰,,,6186005,2022-03-26 23:00:35,16.6亿
2678673,2560,一如恰,,,4413703,2019-11-11 12:00:00,16.6亿
2678673,2560,一如恰,,,4435208,2020-06-14 21:00:01,16.6亿
2678673,2560,一如恰,,,5599245,2021-10-25 21:00:00,16.6亿
2678673,2560,一如恰,,,5093700,2021-08-09 18:00:00,16.6亿
2678673,2560,一如恰,,,6117220,2022-01-05 00:00:00,16.6亿
2678673,2560,一如恰,,,4952337,2020-10-05 09:00:00,16.6亿
2678673,2560,一如恰,,,4435197,2020-08-17 12:00:00,16.6亿
2678673,2560,一如恰,,,5272617,2021-03-16 21:00:00,16.6亿
2376593,3742,第一只喵,2023-02-21,5,6669296,2023-01-26 09:01:10,12.3亿
2376593,3742,第一只喵,,,6377027,2022-08-09 09:01:03,12.3亿
2376593,3742,第一只喵,,,5809215,2022-03-01 08:00:00,12.3亿
2376593,3742,第一只喵,,,5042648,2021-02-18 08:00:00,12.3亿
2376593,3742,第一只喵,,,4313942,2019-12-30 09:00:01,12.3亿
2376593,3742,第一只喵,,,4115611,2020-07-13 08:00:01,12.3亿
2376593,3742,第一只喵,,,4984985,2020-11-05 08:00:00,12.3亿
2376593,3742,第一只喵,,,5570241,2021-11-10 09:00:00,12.3亿
2376593,3742,第一只喵,,,4034805,2019-09-02 09:00:01,12.3亿
2376593,3742,第一只喵,,,3918654,2018-11-19 21:00:00,12.3亿
2376593,3742,第一只喵,,,3967681,2019-04-01 09:00:01,12.3亿
2376593,3742,第一只喵,,,4410112,2021-10-05 00:00:01,12.3亿
1624015,27408,狐狸不归,2023-02-19,7,6279001,2021-10-21 22:14:42,58.9亿
1624015,27408,狐狸不归,,,5104867,2022-10-03 12:00:00,58.9亿
1624015,27408,狐狸不归,,,3913951,2019-05-20 22:00:00,58.9亿
1624015,27408,狐狸不归,,,7391272,2022-09-29 14:27:21,58.9亿
1624015,27408,狐狸不归,,,7299567,2022-08-29 22:48:38,58.9亿
1624015,27408,狐狸不归,,,4319935,2020-05-11 23:08:31,58.9亿
1624015,27408,狐狸不归,,,3538199,2022-05-03 12:08:06,58.9亿
1624015,27408,狐狸不归,,,3352176,2019-01-07 10:00:00,58.9亿
1624015,27408,狐狸不归,,,3187117,2017-06-09 10:00:00,58.9亿
1624015,27408,狐狸不归,,,3401896,2018-01-30 10:00:00,58.9亿
1624015,27408,狐狸不归,,,2935920,2017-02-15 20:45:00,58.9亿
1624015,27408,狐狸不归,,,2761234,2016-05-03 11:00:00,58.9亿
1624015,27408,狐狸不归,,,2547609,2016-10-26 17:58:00,58.9亿
1624015,27408,狐狸不归,,,3128112,2019-11-29 02:28:00,58.9亿
2413705,5321,二月初九,,,7704491,2023-02-08 00:00:00,31.9亿
2413705,5321,二月初九,2023-02-21,8,3998410,2019-06-11 01:57:35,31.9亿
2413705,5321,二月初九,,,4925164,2022-07-30 00:00:00,31.9亿
2413705,5321,二月初九,,,3998348,2021-12-06 00:00:00,31.9亿
2413705,5321,二月初九,,,3987151,2019-01-10 02:59:26,31.9亿
2413705,5321,二月初九,,,6061948,2021-08-08 00:00:00,31.9亿
3102358,496,桔柚子,,,5620334,2022-06-11 18:00:00,2.6亿
3102358,496,桔柚子,,,4855124,2020-05-23 23:04:10,2.6亿
3102358,496,桔柚子,2023-02-21,9,4977799,2023-01-21 21:00:00,2.6亿
3102358,496,桔柚子,,,4969542,2020-07-13 21:00:00,2.6亿
3102358,496,桔柚子,,,5150601,2020-09-05 12:00:00,2.6亿
3102358,496,桔柚子,,,4892403,2020-06-08 18:01:01,2.6亿
3102358,496,桔柚子,,,4951641,2020-07-04 00:00:00,2.6亿
3102358,496,桔柚子,,,4874342,2020-05-31 00:30:02,2.6亿
2413705,5321,二月初九,,,4023494,2020-11-11 11:11:11,31.9亿
2413705,5321,二月初九,,,3992184,2019-01-13 16:51:28,31.9亿
2413705,5321,二月初九,,,4092692,2019-03-26 22:19:34,31.9亿
2413705,5321,二月初九,,,3986956,2019-01-09 01:02:43,31.9亿
2413705,5321,二月初九,,,4542678,2020-04-10 17:00:00,31.9亿
2413705,5321,二月初九,,,4123945,2019-04-18 15:37:09,31.9亿
2413705,5321,二月初九,,,4042943,2019-02-19 02:23:17,31.9亿
2413705,5321,二月初九,,,3988093,2019-01-10 03:14:24,31.9亿
2413705,5321,二月初九,,,4043307,2019-02-27 14:41:09,31.9亿
2413705,5321,二月初九,,,4035010,2019-02-16 02:14:01,31.9亿
4377070,30,春归昼,2023-02-23,6,7617382,2023-01-19 18:00:00,3011.1万
4377070,30,春归昼,,,6385556,2022-03-01 15:00:00,3011.1万
4091985,816,麦田雪人,2023-02-22,6,6915603,2023-02-01 21:00:00,2.9亿
4091985,816,麦田雪人,,,6336795,2022-05-14 21:00:00,2.9亿
4091985,816,麦田雪人,,,6278860,2022-02-10 21:00:00,2.9亿
4091985,816,麦田雪人,,,5976504,2021-07-16 22:04:36,2.9亿
1993323,2778,林果冻,,,7439498,2022-10-23 12:00:00,15.8亿
1993323,2778,林果冻,2023-02-20,4,4941349,2023-01-13 16:00:00,15.8亿
1993323,2778,林果冻,,,5261860,2021-02-03 12:00:00,15.8亿
1993323,2778,林果冻,,,4579622,2021-09-04 12:00:00,15.8亿
1993323,2778,林果冻,,,5421995,2022-07-17 12:00:00,15.8亿
1993323,2778,林果冻,,,5005097,2020-11-15 12:00:00,15.8亿
1993323,2778,林果冻,,,4867128,2022-11-02 12:00:00,15.8亿
1866162,7405,祝君龄,2023-02-21,7,5197839,2023-01-25 15:00:00,47亿
1866162,7405,祝君龄,,,4344014,2022-04-17 21:00:00,47亿
1866162,7405,祝君龄,,,4102725,2020-07-27 12:00:00,47亿
1866162,7405,祝君龄,,,3538193,2018-12-31 00:24:19,47亿
1993323,2778,林果冻,,,4842073,2020-10-05 12:00:00,15.8亿
1993323,2778,林果冻,,,4570811,2020-05-11 12:00:00,15.8亿
1866162,7405,祝君龄,,,3999054,2019-04-29 08:55:07,47亿
1866162,7405,祝君龄,,,4027129,2021-09-14 21:04:45,47亿
1866162,7405,祝君龄,,,3051067,2018-03-31 00:20:00,47亿
1866162,7405,祝君龄,,,3050506,2020-02-24 17:56:39,47亿
1993323,2778,林果冻,,,4517803,2020-01-29 22:38:17,15.8亿
1993323,2778,林果冻,,,4365924,2019-09-27 19:00:00,15.8亿
1993323,2778,林果冻,,,4355584,2022-03-07 10:00:00,15.8亿
1993323,2778,林果冻,,,5003215,2021-12-16 12:00:00,15.8亿
1993323,2778,林果冻,,,3111370,2019-08-23 12:00:00,15.8亿
1993323,2778,林果冻,,,4823261,2020-06-22 12:00:00,15.8亿
1866162,7405,祝君龄,,,3040519,2018-07-11 20:00:00,47亿
1866162,7405,祝君龄,,,4966986,2022-08-13 15:00:00,47亿
1866162,7405,祝君龄,,,5814802,2022-01-31 08:00:00,47亿
1866162,7405,祝君龄,,,5125398,2021-07-05 12:00:00,47亿
1866162,7405,祝君龄,,,3554663,2021-02-16 21:00:00,47亿
1866162,7405,祝君龄,,,3481929,2019-12-14 17:58:27,47亿
1866162,7405,祝君龄,,,4308318,2022-11-21 15:00:00,47亿
1866162,7405,祝君龄,,,4116962,2021-05-04 12:00:00,47亿
1866162,7405,祝君龄,,,4052269,2020-05-27 12:00:00,47亿
1866162,7405,祝君龄,,,3159672,2017-11-18 23:45:00,47亿
1866162,7405,祝君龄,,,3617895,2020-12-21 12:00:00,47亿
1866162,7405,祝君龄,,,3999062,2019-10-14 11:55:24,47亿
1866162,7405,祝君龄,,,3051378,2018-10-22 08:59:59,47亿
2509740,2657,嫆钰,2023-02-23,7,7654235,2022-12-31 01:08:20,7.6亿
2509740,2657,嫆钰,,,5662617,2022-11-11 12:38:00,7.6亿
2509740,2657,嫆钰,,,6375700,2021-12-17 14:41:43,7.6亿
2509740,2657,嫆钰,,,4735803,2020-04-10 12:33:30,7.6亿
2509740,2657,嫆钰,,,5557664,2021-02-26 14:37:43,7.6亿
2509740,2657,嫆钰,,,5028937,2021-02-18 16:01:13,7.6亿
2509740,2657,嫆钰,,,6436427,2022-01-03 17:45:56,7.6亿
1993323,2778,林果冻,,,4917127,2022-05-20 12:00:00,15.8亿
1993323,2778,林果冻,,,4809851,2022-05-31 12:00:00,15.8亿
2148441,3404,罗子逢,2023-02-22,4,5890609,2023-02-06 21:00:00,22.8亿
2148441,3404,罗子逢,,,5954527,2022-01-08 21:00:00,22.8亿
2148441,3404,罗子逢,,,4176956,2021-07-03 21:00:00,22.8亿
2148441,3404,罗子逢,,,5954615,2021-11-03 21:00:00,22.8亿
1866162,7405,祝君龄,,,3050926,2018-02-07 00:25:00,47亿
1866162,7405,祝君龄,,,3565345,2019-07-30 20:58:07,47亿
1866162,7405,祝君龄,,,3161271,2019-03-11 17:59:59,47亿
2148441,3404,罗子逢,,,4489652,2022-11-29 21:00:00,22.8亿
2148441,3404,罗子逢,,,4385315,2020-02-04 09:00:00,22.8亿
2148441,3404,罗子逢,,,3585848,2018-07-03 16:10:14,22.8亿
2148441,3404,罗子逢,,,4494878,2020-05-19 12:00:00,22.8亿
2148441,3404,罗子逢,,,3437117,2019-06-15 21:00:00,22.8亿
2148441,3404,罗子逢,,,5851803,2021-09-07 06:00:00,22.8亿
2148441,3404,罗子逢,,,4607452,2020-12-15 09:00:00,22.8亿
5284555,54,今知有谁,,,7577612,2022-12-03 09:48:13,2243.2万
5284555,54,今知有谁,,,7546806,2022-11-22 15:23:59,2243.2万
5284555,54,今知有谁,2023-02-17,11,7695524,2023-01-10 12:04:06,2243.2万
3870399,171,叶卡,2023-02-17,13,6396821,2023-01-31 00:00:00,1.1亿
2169444,5949,王浩然,2023-02-22,5,3681976,2023-01-30 12:00:00,40亿
2169444,5949,王浩然,,,3684989,2022-04-10 00:00:00,40亿
2169444,5949,王浩然,,,3830507,2020-12-01 00:00:01,40亿
2169444,5949,王浩然,,,3516319,2020-06-25 00:00:01,40亿
2169444,5949,王浩然,,,3830485,2019-05-26 00:00:10,40亿
2169444,5949,王浩然,,,3446239,2018-01-30 00:00:00,40亿
2169444,5949,王浩然,,,3446240,2018-11-05 02:04:25,40亿
2169444,5949,王浩然,,,3434010,2018-07-04 08:30:00,40亿
2169444,5949,王浩然,,,3414894,2017-11-29 11:41:00,40亿
2169444,5949,王浩然,,,3413566,2017-11-26 21:44:00,40亿
2169444,5949,王浩然,,,3484075,2018-02-06 14:51:43,40亿
3539766,705,智齿不是病,2023-02-23,9,7244365,2023-02-06 00:00:00,4.6亿
3539766,705,智齿不是病,,,7188417,2022-10-20 00:00:00,4.6亿
3539766,705,智齿不是病,,,6774206,2022-07-24 00:00:00,4.6亿
3539766,705,智齿不是病,,,6557121,2022-04-03 15:00:00,4.6亿
3539766,705,智齿不是病,,,5907077,2022-02-09 00:00:00,4.6亿
3539766,705,智齿不是病,,,5764055,2021-06-09 00:00:00,4.6亿
3539766,705,智齿不是病,,,5716380,2021-05-04 00:00:00,4.6亿
2148441,3404,罗子逢,,,4206128,2019-12-02 11:11:11,22.8亿
2148441,3404,罗子逢,,,3397811,2018-08-13 15:00:00,22.8亿
2148441,3404,罗子逢,,,3371739,2017-10-10 12:03:15,22.8亿
2148441,3404,罗子逢,,,4211157,2021-05-05 09:00:00,22.8亿
2148441,3404,罗子逢,,,3844117,2019-05-12 10:00:00,22.8亿
2148441,3404,罗子逢,,,4607515,2020-08-06 12:00:00,22.8亿
2148441,3404,罗子逢,,,5372322,2021-06-01 18:00:00,22.8亿
3870399,171,叶卡,,,6064246,2022-05-30 09:00:00,1.1亿
3870399,171,叶卡,,,6124635,2021-12-26 03:00:00,1.1亿
3870399,171,叶卡,,,5716628,2021-08-01 09:00:01,1.1亿
2169444,5949,王浩然,,,6069093,2021-08-08 22:50:50,40亿
2169444,5949,王浩然,,,3876587,2018-10-01 00:07:00,40亿
2169444,5949,王浩然,,,3853272,2020-09-22 09:00:00,40亿
2169444,5949,王浩然,,,3626046,2019-10-21 00:00:00,40亿
2169444,5949,王浩然,,,4440236,2020-02-16 06:00:00,40亿
2169444,5949,王浩然,,,3434206,2018-07-02 01:00:00,40亿
2169444,5949,王浩然,,,4673881,2020-03-22 22:06:59,40亿
2169444,5949,王浩然,,,4026404,2019-02-08 15:34:40,40亿
2169444,5949,王浩然,,,3820510,2018-08-18 01:00:47,40亿
2169444,5949,王浩然,,,5572144,2021-12-01 09:00:00,40亿
2169444,5949,王浩然,,,3970384,2019-02-04 14:59:50,40亿
2169444,5949,王浩然,,,3830500,2021-04-12 12:00:00,40亿
3539766,705,智齿不是病,,,5357813,2020-12-18 09:38:36,4.6亿
3539766,705,智齿不是病,,,5824361,2021-11-30 00:00:00,4.6亿
3539766,705,智齿不是病,,,5857674,2022-03-12 18:12:02,4.6亿
3539766,705,智齿不是病,,,5398775,2021-01-05 21:55:37,4.6亿
2148441,3404,罗子逢,,,3562510,2018-11-11 11:11:11,22.8亿
2169444,5949,王浩然,,,5492960,2021-05-04 00:00:00,40亿
2169444,5949,王浩然,,,3640572,2019-04-30 00:58:46,40亿
2169444,5949,王浩然,,,6790806,2022-04-20 15:25:50,40亿
2169444,5949,王浩然,,,4327895,2019-08-26 01:13:34,40亿
2169444,5949,王浩然,,,3413516,2017-11-26 21:15:49,40亿
1985670,1806,苏昔,,,6268141,2022-05-11 16:35:56,8.9亿
1985670,1806,苏昔,,,5570719,2021-10-19 16:36:29,8.9亿
1985670,1806,苏昔,2023-02-18,8,6637561,2023-01-26 16:30:00,8.9亿
1985670,1806,苏昔,,,4349886,2020-03-17 12:00:00,8.9亿
1985670,1806,苏昔,,,4354200,2020-11-25 12:00:00,8.9亿
1985670,1806,苏昔,,,3578868,2019-03-18 09:00:00,8.9亿
1985670,1806,苏昔,,,4095033,2019-09-17 10:15:00,8.9亿
5388303,29,炼丹炉,2023-02-17,12,7699825,2023-01-11 16:17:32,3197.3万
1985670,1806,苏昔,,,5150432,2022-02-22 10:16:34,8.9亿
1985670,1806,苏昔,,,3571689,2018-05-07 12:00:00,8.9亿
1985670,1806,苏昔,,,3517175,2018-08-20 18:30:00,8.9亿
1985670,1806,苏昔,,,3475745,2018-02-05 00:15:00,8.9亿
3113570,2418,三花喵,,,5851608,2021-07-01 21:00:00,14亿
3113570,2418,三花喵,2023-02-18,10,7318444,2023-01-26 00:00:00,14亿
3113570,2418,三花喵,,,6741246,2022-04-08 15:00:00,14亿
3113570,2418,三花喵,,,4944029,2020-07-23 15:00:00,14亿
3113570,2418,三花喵,,,5917862,2021-09-18 00:00:00,14亿
3113570,2418,三花喵,,,5223656,2021-03-11 00:00:00,14亿
3113570,2418,三花喵,,,5098918,2020-10-09 00:00:00,14亿
3113570,2418,三花喵,,,5095603,2022-04-20 06:00:00,14亿
3113570,2418,三花喵,,,4882351,2020-06-03 08:37:08,14亿
3113570,2418,三花喵,,,6155508,2022-01-01 00:00:00,14亿
3113570,2418,三花喵,,,5418496,2021-01-16 00:00:00,14亿
5387715,42,stillcallingme,2023-02-21,10,7692579,2023-01-09 15:00:04,5071.2万
5338184,30,辣油粽,2023-02-20,5,7733383,2023-01-31 00:00:00,5262.8万
3852685,548,喃喃果,2023-02-18,11,5783100,2023-01-25 12:00:00,2.7亿
3852685,548,喃喃果,,,5947730,2022-03-02 21:00:00,2.7亿
3852685,548,喃喃果,,,5691825,2021-04-13 12:47:32,2.7亿
3730164,1739,终晚夏,2023-02-19,10,6432748,2023-01-27 23:59:00,7.4亿
3730164,1739,终晚夏,,,5630768,2022-10-15 09:00:00,7.4亿
3730164,1739,终晚夏,,,6390755,2022-02-13 21:00:00,7.4亿
3730164,1739,终晚夏,,,6330467,2022-05-15 09:00:00,7.4亿
3730164,1739,终晚夏,,,6272835,2021-12-03 09:00:00,7.4亿
3730164,1739,终晚夏,,,6696048,2022-07-24 21:00:00,7.4亿
3730164,1739,终晚夏,,,5875421,2021-09-17 09:00:00,7.4亿
3730164,1739,终晚夏,,,5797620,2021-06-17 18:00:00,7.4亿
3730164,1739,终晚夏,,,5772553,2021-05-12 06:00:00,7.4亿
3730164,1739,终晚夏,,,5572315,2021-03-04 09:16:16,7.4亿
5220835,77,诸葛咸鱼,2023-02-20,6,7514825,2023-02-01 00:00:00,4750.6万
1575589,2116,季阅,2023-02-18,9,5856767,2023-01-26 23:04:04,9.6亿
1575589,2116,季阅,,,3402650,2021-04-05 20:00:00,9.6亿
1575589,2116,季阅,,,3731021,2020-09-09 20:00:00,9.6亿
1575589,2116,季阅,,,3658434,2019-04-18 14:59:00,9.6亿
1575589,2116,季阅,,,5182827,2022-10-24 19:00:00,9.6亿
1575589,2116,季阅,,,3645997,2019-10-21 20:00:00,9.6亿
1575589,2116,季阅,,,3588795,2018-06-29 18:10:00,9.6亿
1575589,2116,季阅,,,2436012,2015-04-18 23:21:07,9.6亿
1575589,2116,季阅,,,3397952,2017-11-26 16:16:16,9.6亿
1575589,2116,季阅,,,3398953,2017-11-12 16:40:00,9.6亿
1575589,2116,季阅,,,3395495,2017-11-05 22:12:38,9.6亿
1575589,2116,季阅,,,3588161,2018-08-05 17:00:00,9.6亿
1575589,2116,季阅,,,2638739,2015-12-30 22:09:00,9.6亿
4088438,904,三两秋,2023-02-23,10,6645377,2023-02-08 00:00:00,2.7亿
4088438,904,三两秋,,,6424751,2022-07-12 13:00:00,2.7亿
4088438,904,三两秋,,,6331641,2022-02-11 21:00:00,2.7亿
4088438,904,三两秋,,,5972083,2021-07-15 20:28:22,2.7亿
1558656,349,踏蓉客,2023-02-22,9,7435052,2023-01-23 12:00:00,1.1亿
1558656,349,踏蓉客,,,4173376,2022-08-23 21:20:00,1.1亿
1558656,349,踏蓉客,,,2530425,2015-08-06 21:50:26,1.1亿
1558656,349,踏蓉客,,,7384237,2022-10-01 18:00:00,1.1亿
1558656,349,踏蓉客,,,7311498,2022-09-02 18:00:00,1.1亿
1558656,349,踏蓉客,,,2638929,2019-05-10 20:24:00,1.1亿
1558656,349,踏蓉客,,,2452861,2015-05-18 11:20:02,1.1亿
1558656,349,踏蓉客,,,2408455,2015-03-13 17:32:34,1.1亿
1558656,349,踏蓉客,,,2567037,2015-09-16 21:50:02,1.1亿
2276992,14551,盐焗大龙虾,2023-02-22,8,6770076,2023-02-01 07:00:00,88.7亿
2276992,14551,盐焗大龙虾,,,6368872,2022-04-04 21:00:00,88.7亿
2276992,14551,盐焗大龙虾,,,4752511,2021-08-30 21:00:00,88.7亿
2276992,14551,盐焗大龙虾,,,4341770,2020-02-24 18:00:01,88.7亿
2276992,14551,盐焗大龙虾,,,3929160,2019-03-11 18:00:01,88.7亿
2276992,14551,盐焗大龙虾,,,3623590,2018-06-18 09:16:37,88.7亿
2276992,14551,盐焗大龙虾,,,4063017,2019-08-26 21:00:01,88.7亿
2276992,14551,盐焗大龙虾,,,3651513,2018-11-05 18:00:01,88.7亿
2276992,14551,盐焗大龙虾,,,4125647,2021-04-05 20:00:00,88.7亿
2371041,3019,水仙乘鲤,2023-02-22,7,5145048,2023-02-02 21:00:00,13.4亿
2371041,3019,水仙乘鲤,,,4938639,2021-04-10 18:00:00,13.4亿
2371041,3019,水仙乘鲤,,,4850600,2020-08-27 09:00:00,13.4亿
2371041,3019,水仙乘鲤,,,4850554,2020-05-21 21:54:49,13.4亿
2371041,3019,水仙乘鲤,,,5342309,2021-10-05 09:00:00,13.4亿
2371041,3019,水仙乘鲤,,,4231184,2019-09-01 09:00:01,13.4亿
2371041,3019,水仙乘鲤,,,4145110,2019-05-09 12:00:01,13.4亿
2371041,3019,水仙乘鲤,,,3923418,2019-03-05 00:48:02,13.4亿
2371041,3019,水仙乘鲤,,,3907633,2018-10-27 15:00:00,13.4亿
2371041,3019,水仙乘鲤,,,5350974,2022-03-24 21:07:40,13.4亿
2371041,3019,水仙乘鲤,,,5125410,2021-02-21 09:00:00,13.4亿
2371041,3019,水仙乘鲤,,,5151547,2020-11-20 00:00:00,13.4亿
2371041,3019,水仙乘鲤,,,4671698,2020-03-22 09:45:40,13.4亿
2396474,16,寻路路,2023-02-18,14,7662785,2022-12-31 20:57:18,4502.3万
2396474,16,寻路路,,,3995229,2019-01-16 00:10:07,4502.3万
2396474,16,寻路路,,,3959091,2018-12-15 23:50:49,4502.3万
4432440,135,岁初寒,2023-02-17,14,6953412,2022-10-11 09:06:00,5944.6万
4432440,135,岁初寒,,,6500303,2022-02-09 03:05:50,5944.6万
1348881,50317,青律,2023-02-23,11,6929335,2023-01-27 22:59:59,145.8亿
1348881,50317,青律,,,4299485,2022-05-14 22:15:00,145.8亿
1348881,50317,青律,,,4051226,2021-07-17 13:23:33,145.8亿
1348881,50317,青律,,,3862704,2021-08-28 23:00:00,145.8亿
1348881,50317,青律,,,4217104,2020-12-07 07:00:00,145.8亿
1348881,50317,青律,,,3518400,2020-04-15 06:00:00,145.8亿
1348881,50317,青律,,,4035098,2019-08-26 06:00:00,145.8亿
1348881,50317,青律,,,3363888,2019-06-04 08:00:00,145.8亿
1348881,50317,青律,,,3907343,2019-04-09 08:00:00,145.8亿
1348881,50317,青律,,,3617949,2019-02-05 08:08:08,145.8亿
1348881,50317,青律,,,3406314,2018-12-31 19:00:00,145.8亿
1348881,50317,青律,,,3876515,2018-09-30 18:00:00,145.8亿
1348881,50317,青律,,,3423497,2017-12-10 01:58:16,145.8亿
1348881,50317,青律,,,3435452,2018-11-05 19:00:00,145.8亿
1348881,50317,青律,,,3349307,2017-10-03 18:18:18,145.8亿
1348881,50317,青律,,,3139441,2017-08-24 18:30:00,145.8亿
1348881,50317,青律,,,2981819,2016-11-13 19:03:07,145.8亿
1348881,50317,青律,,,3867783,2018-09-16 21:35:16,145.8亿
1348881,50317,青律,,,3819495,2018-08-17 22:22:04,145.8亿
1348881,50317,青律,,,3050783,2017-02-06 18:00:00,145.8亿
1348881,50317,青律,,,2403070,2015-03-06 02:04:53,145.8亿
1348881,50317,青律,,,2321783,2014-12-23 23:48:18,145.8亿
1348881,50317,青律,,,2309466,2014-11-29 22:17:52,145.8亿
1348881,50317,青律,,,2306715,2014-11-24 21:41:19,145.8亿
1348881,50317,青律,,,3631951,2018-06-25 04:00:25,145.8亿
1348881,50317,青律,,,2296409,2014-11-11 13:44:00,145.8亿
