aid,author,avg_click,chapter_count,comment_count,copystatus,created,era,intro,is_signed,is_vip,like_count,logline,ndlist_date,ndlist_rank,nid,ranking,rating,score,style,tags,title,updated,word_count,xx,yc
2793914,三城旧伴,"7,835",26,336,0,2023-02-08,近代现代,,1,1,6394,名侦探：全都被我看透啦～,2023-02-27,2,7791954,181684,,2704.5万,轻松,"综漫,爽文,文野,咒回",当乱步在咒术片场,2023-02-26,"98,306",纯爱,衍生
3044844,日日复日日,"51,231",84,"4,707",0,2020-09-07,架空历史,,1,1,23231,系统每天都在劝说男主别杀我,0000-00-00,-1,4856763,38264,8.8,3.8亿,轻松,"仙侠修真,系统,甜文,穿书",我能听见你的系统音[伪穿书],2022-12-05,"269,225",言情,原创
3044844,日日复日日,"16,871",25,"2,614",0,2023-02-02,架空历史,,1,1,18425,被反派攻略的日日夜夜,2023-02-22,2,6218983,78551,,3亿,轻松,"仙侠修真,系统,甜文,穿书",当反派绑定了女主系统,2023-02-26,"119,907",言情,原创
3044844,日日复日日,"59,791",111,"6,426",0,2021-03-08,架空历史,,1,1,29834,男主心里全是和谐词,0000-00-00,-1,5291144,23301,8.8,5亿,轻松,"仙侠修真,女配,甜文,穿书",旁白它和谐词过分多[穿书],2023-02-25,"374,358",言情,原创
3044844,日日复日日,"230,476",86,"19,819",0,2021-06-29,架空历史,,1,1,120773,手把手教咸鱼魔尊当反派,0000-00-00,-1,4899493,19581,9.2,16.9亿,轻松,"仙侠修真,女配,甜文,爽文",替身女配看见弹幕后,2022-12-13,"311,058",言情,原创
2793914,三城旧伴,752,82,74,0,2020-12-25,架空历史,,1,0,258,迟钝徒弟x暗恋师尊,0000-00-00,-1,5372246,暂无排,10.0,1223.3万,轻松,"情有独钟,仙侠修真,甜文,穿书",剧情抢救无效,2021-05-02,"267,643",纯爱,原创
3044844,日日复日日,"100,660",136,"14,966",0,2022-01-03,架空历史,,1,1,66005,我在异界召唤中华神灵,0000-00-00,-1,6307210,16555,8.9,10.5亿,轻松,"天作之合,甜文,古典名著,穿书",我的神话体系和你们不一样,2022-10-08,"490,000",言情,衍生
3044844,日日复日日,"19,131",58,"2,639",0,2022-09-14,架空历史,,1,1,17840,腹有诗书气自华,0000-00-00,-1,7134756,1422,,2.9亿,轻松,"穿越时空,种田文,甜文,古典名著",我靠中华典籍横行异世界,2023-01-18,"210,716",言情,衍生
3044844,日日复日日,"4,864",5,358,0,2021-11-19,架空历史,,1,0,4510,我是攻略大佬文里的被穿原主,0000-00-00,-1,5237949,106064,,1亿,轻松,"天作之合,仙侠修真,重生,甜文",他们都知道我会被魂穿,2021-11-24,"16,411",言情,原创
3044844,日日复日日,"37,887",82,"2,169",0,2020-04-25,架空历史,,1,1,16195,菟丝花自立后，夫君求我缠着他,0000-00-00,-1,4781080,48511,8.9,2.8亿,轻松,"仙侠修真,女配,甜文,穿书",穿成男主的菟丝花前妻[穿书],2022-07-31,"271,700",言情,原创
3044844,日日复日日,"2,154",17,80,0,2020-04-28,架空历史,,1,0,120,预收文文案,0000-00-00,-1,4788405,287174,,5476万,轻松,,是种子呀,2022-09-02,"8,091",言情,原创
2849178,漂亮闪光,"3,798",27,404,0,2023-02-02,架空历史,,1,1,3448,河（hè）南表妹x切片表哥,2023-02-27,3,7159135,87519,,2321.8万,轻松,"宫廷侯爵,破镜重圆,天作之合,重生",窥燕（双重生）,2023-02-27,"87,038",言情,原创
4490937,达不溜歪,"1,123",25,756,0,2023-02-02,近代现代,,1,1,4063,假少爷被骗后心比石头硬（已开烧,2023-02-27,1,6743218,76138,,3297.9万,轻松,"豪门世家,虐恋情深,破镜重圆,爱情战争",真假少爷火葬场,2023-02-26,"103,960",纯爱,原创
2849178,漂亮闪光,"6,144",113,929,0,2022-09-15,架空历史,,1,1,5908,让天上的明月坠于脚下,0000-00-00,-1,6362939,36988,8.4,6329.6万,轻松,"破镜重圆,朝堂之上",折黛,2022-12-28,"384,311",言情,原创
2849178,漂亮闪光,"23,505",54,"4,561",0,2021-07-02,近代现代,,1,0,17517,你好我是HPNPC,0000-00-00,-1,4641745,22294,,1.6亿,轻松,"英美衍生,欢喜冤家,西方罗曼,甜文",[HP]救命我是斯莱特林NPC,2023-01-03,"177,330",言情,衍生
2849178,漂亮闪光,"18,475",76,"3,300",0,2020-07-07,近代现代,,1,0,11734,收获冈特诅咒（1/N）,0000-00-00,-1,4852628,19936,9.2,1.3亿,轻松,"英美衍生,年下,情有独钟,西方罗曼",[HP]玛丽隔壁的汤姆,2023-02-01,"298,090",言情,衍生
2849178,漂亮闪光,"7,246",37,399,0,2020-08-24,架空历史,,1,1,4395,别人家的小孩莫里亚蒂,0000-00-00,-1,5096722,55996,8.2,4149.2万,轻松,"西方名著,英美衍生,天作之合,爽文",[综名著]名侦探莫里亚蒂,2021-02-24,"149,115",言情,衍生
2849178,漂亮闪光,"3,038",39,343,0,2021-01-28,近代现代,,1,1,2396,把于连养歪了,0000-00-00,-1,5192059,71657,,2545.4万,轻松,"西方名著,英美衍生,系统,穿书",在红与黑中暴富了[综名著],2023-01-28,"106,891",言情,衍生
2849178,漂亮闪光,"17,597",118,"3,100",0,2020-03-05,近代现代,,1,0,10897,德思礼家的小女巫,0000-00-00,-1,4612316,25027,9.4,1.3亿,轻松,"西方名著,英美衍生,西方罗曼,甜文",[HP]达莉的面包,2021-07-12,"463,040",言情,衍生
4490937,达不溜歪,"9,057",121,"3,117",0,2022-09-05,架空历史,,1,1,6376,是兄弟，就女装当他老婆！,0000-00-00,-1,6554651,39515,9.8,9082.5万,轻松,"宫廷侯爵,欢喜冤家,甜文,穿书",穿成炮灰公主的雄虫靠脸上位[穿书],2023-01-29,"474,403",纯爱,原创
2849178,漂亮闪光,998,52,168,0,2022-05-03,架空历史,,1,1,638,当然要为她卧薪尝胆平天下啦,0000-00-00,-1,6204481,107865,9.0,1558万,轻松,"情有独钟,欢喜冤家,天作之合,甜文",嫁纨绔后我复国了,2022-07-29,"163,659",言情,原创
4490937,达不溜歪,"5,918",78,900,0,2022-01-31,幻想未来,,1,1,5046,强大军雌申请做专属Omega,0000-00-00,-1,6522271,53794,8.4,5291.5万,轻松,"打脸,爽文,校园,异想天开",美弱A的宠夫O来自虫族,2022-08-29,"331,647",纯爱,原创
4490937,达不溜歪,"4,474",121,"1,737",0,2022-04-16,近代现代,,1,1,4339,替身一时爽，追夫火葬场,0000-00-00,-1,6594335,32507,9.0,6619.6万,轻松,"年下,豪门世家,虐恋情深,重生",钓系替身拒绝走心［重生］,2022-11-25,"441,142",纯爱,原创
3363442,汽水鲨鱼,"2,680",26,746,0,2023-01-30,近代现代,,1,1,3251,老板！我喜欢你啊,2023-02-27,6,7103939,28467,,3415.1万,正剧,"都市情缘,情有独钟,近水楼台",藏不住就不藏了,2023-02-26,"95,257",百合,原创
3363442,汽水鲨鱼,"9,482",100,"4,633",0,2022-06-18,近代现代,,1,1,10783,我喜欢你啊！但是——阿嚏！,0000-00-00,-1,6807204,21216,9.5,1.4亿,轻松,"奇幻魔幻,情有独钟,因缘邂逅,校园",猫猫过敏症候群,2023-02-04,"408,178",百合,原创
3363442,汽水鲨鱼,"3,128",80,920,0,2022-02-07,近代现代,,1,1,3476,哦，是我啊，那没事了,0000-00-00,-1,5415631,30498,9.5,4501.4万,轻松,"都市情缘,情有独钟,因缘邂逅,破镜重圆",谁把我前女友备注改成了女神,2022-06-12,"280,678",百合,原创
3366615,榆鱼,"154,586",58,"6,092",0,2020-09-09,古色古香,,1,1,39289,他好像只是一个替身,0000-00-00,-1,5160463,15302,8.6,5.5亿,正剧,,皇后的白月光另有其人,2022-07-13,"201,258",言情,原创
3366615,榆鱼,"308,187",221,"62,517",0,2022-03-09,近代现代,,1,1,274430,很遗憾你被非自然工程大学录取,0000-00-00,-1,6176916,160,9.1,39.8亿,正剧,"强强,灵异神怪,无限流,爽文",我又弄崩了校园怪谈[无限],2022-09-08,"819,494",纯爱,原创
3366615,榆鱼,"14,398",28,"3,241",0,2023-01-30,近代现代,,1,1,25472,你有点不对劲,2023-02-22,1,7560202,31148,,3.5亿,正剧,"灵异神怪,恐怖,无限流,玄学",解梦[无限],2023-02-26,"134,579",纯爱,原创
3366615,榆鱼,"17,789",54,"2,644",0,2021-06-22,近代现代,,1,1,8442,喜欢你和想你死不冲突,0000-00-00,-1,5828124,1592,9.0,1.8亿,正剧,"豪门世家,虐恋情深,相爱相杀",我虐白月光千百遍,2021-08-22,"174,465",言情,原创
3366615,榆鱼,"13,773",43,"1,295",0,2020-12-01,近代现代,,1,1,6225,姐妹同心，其利断金（不是）,0000-00-00,-1,5269613,79507,8.3,1.5亿,正剧,"强强,穿越时空",我带着绿茶女配穿回来了,2021-02-04,"151,159",言情,原创
3363442,汽水鲨鱼,"5,630",74,"1,955",0,2020-09-08,近代现代,,1,1,5226,我才不是你十年老粉,0000-00-00,-1,5159930,14297,9.9,6881.5万,轻松,"都市情缘,因缘邂逅,天作之合,娱乐圈",得寸进尺的她与太阳与我,2022-05-27,"267,633",百合,原创
3363442,汽水鲨鱼,"6,083",116,"3,668",0,2020-12-21,近代现代,,1,1,5069,恶霸与学霸的恋爱战争,0000-00-00,-1,5258941,11171,9.6,8461.5万,轻松,"都市情缘,情有独钟,市井生活,校园",先追到的人是我,2021-04-01,"394,253",百合,原创
3366615,榆鱼,"14,699",39,978,0,2020-09-25,近代现代,,1,1,10099,他是个一心一意的疯子,0000-00-00,-1,5192159,25020,8.5,1.8亿,轻松,"强强,情有独钟,竞技,甜文",队内禁止单身[电竞],2021-02-11,"142,719",纯爱,原创
3366615,榆鱼,"87,250",67,"10,174",0,2021-10-18,近代现代,,1,1,73061,天师+邪祟，就贼离谱,0000-00-00,-1,5965226,20323,8.7,9.6亿,正剧,"强强,灵异神怪,甜文,玄学",我天师，我对象邪祟,2021-12-15,"262,502",纯爱,原创
3366615,榆鱼,"96,900",124,"10,059",0,2021-03-20,近代现代,,1,1,57940,在无限游戏里谈恋爱,0000-00-00,-1,5381718,2268,8.7,8.6亿,正剧,"强强,灵异神怪,无限流,甜文",在无限游戏搞网恋[无限],2021-06-22,"517,105",纯爱,原创
3366615,榆鱼,"2,968",2,25,0,2020-09-13,近代现代,,1,0,107,无,0000-00-00,-1,5168956,285283,,5670.9万,轻松,"业界精英,系统,甜文,快穿",短篇,2020-12-28,"4,313",纯爱,原创
3366615,榆鱼,"19,874",26,"3,271",0,2022-01-03,幻想未来,,1,0,14060,唯愿世界和平,0000-00-00,-1,5791720,39562,8.2,2.3亿,轻松,"幻想空间,情有独钟,游戏网游,星际",我捏了个阴郁Alpha[ABO],2022-02-27,"83,831",纯爱,原创
3366615,榆鱼,"8,976",22,"1,118",0,2021-08-22,近代现代,,1,0,4022,你们喜欢我什么我改,0000-00-00,-1,5392483,3479,,1.1亿,轻松,"豪门世家,情有独钟,甜文,穿书",修罗场的工具人绝不认输,2021-09-18,"64,393",纯爱,原创
2849178,漂亮闪光,"2,583",37,67,0,2021-05-15,近代现代,,1,1,680,学习真香，我还要学,0000-00-00,-1,5678582,141991,6.7,1327万,轻松,"种田文,女强,爽文,年代文",八零锦鲤文反派女学霸,2021-08-09,"100,263",言情,原创
2849178,漂亮闪光,"1,730",52,196,0,2021-12-12,架空历史,,1,1,1992,男主男二为了我打架,0000-00-00,-1,6141156,49065,,2329.5万,轻松,"欢喜冤家,女配,甜文,东方玄幻",攻略错后白月光被迫修罗场,2022-09-08,"147,464",言情,原创
2492513,玉屑金泥,"2,430",21,423,0,2023-02-07,近代现代,,1,1,3329,塑料妻妻，先婚后爱，追妻火葬场,2023-02-27,4,7169631,146545,,2709.4万,轻松,"情有独钟,娱乐圈,甜文,穿书",无cp文女主O怀了赘A的崽,2023-02-26,"90,240",百合,原创
2492513,玉屑金泥,"18,361",136,"1,908",0,2022-09-05,近代现代,,1,1,12597,穿成渣A钓系甜O怀崽了,0000-00-00,-1,7169611,76126,9.5,1.5亿,轻松,"豪门世家,情有独钟,甜文,穿书",钓系甜O失忆后怀崽了,2023-01-18,"1,184,632",百合,原创
2849178,漂亮闪光,"3,298",52,252,0,2021-08-15,幻想未来,,1,1,1788,然后他说他想当我的狗,0000-00-00,-1,5785576,153460,6.0,2116.3万,轻松,"系统,快穿,爽文",被反派看到玛丽苏特效[快穿],2021-12-06,"133,661",言情,原创
2492513,玉屑金泥,"17,470",113,657,0,2021-08-23,幻想未来,,1,1,6530,绿茶Omega装小可怜日常。,0000-00-00,-1,5381126,123286,7.6,6734.5万,轻松,"情有独钟,女配,甜文,穿书",绿茶Omega老公是分配来的[女A男O],2021-11-24,"601,138",言情,原创
2849178,漂亮闪光,894,11,26,0,2021-03-31,幻想未来,,1,0,253,训犬高手的修罗场,0000-00-00,-1,5105536,147484,6.0,858.6万,轻松,"星际,系统,甜文,爽文",我始乱终弃了四位大佬,2021-04-13,"36,270",言情,原创
2849178,漂亮闪光,761,3,19,0,2020-08-10,架空历史,,1,0,49,我可以用脚趾抠出三室一厅,0000-00-00,-1,5070104,暂无排,10.0,651.1万,轻松,"欢喜冤家,女配,打脸,甜文",我比男主还要狗,2021-02-02,"11,532",言情,原创
2492513,玉屑金泥,"12,992",101,392,0,2020-07-02,幻想未来,,1,1,2903,帝国反派全是我养大的崽,0000-00-00,-1,4438424,175005,8.0,4068.2万,轻松,"穿越时空,甜文,穿书",养大的崽黑化后我成了海王,2021-02-02,"602,874",言情,原创
2492513,玉屑金泥,"9,884",37,214,0,2019-08-18,幻想未来,,1,1,1439,大反派老公是个小可怜,0000-00-00,-1,4180629,142975,8.0,1962.8万,轻松,"情有独钟,女配,甜文",全星际都等着我们离婚[穿书],2020-06-28,"171,305",言情,原创
2492513,玉屑金泥,"8,753",92,349,0,2021-12-06,架空历史,,1,1,3565,穿成女尊文唯一女A后，强夺臣夫,0000-00-00,-1,5738923,126373,6.0,4237.3万,轻松,"宫廷侯爵,情有独钟,穿越时空,女配",穿成唯一女A后，男主们都火葬场了,2022-02-23,"457,943",女尊,原创
2492513,玉屑金泥,"29,217",95,"1,257",0,2020-12-08,幻想未来,,1,1,9670,Omega反派比我还绿茶。,0000-00-00,-1,4996371,110247,8.6,9285万,轻松,"情有独钟,女配,甜文,未来架空",Omega反派偏执又绿茶[女A男O],2021-02-28,"506,877",言情,原创
2492513,玉屑金泥,"4,022",78,185,0,2019-05-02,幻想未来,,1,1,1131,乖，巨佬小可爱，别哭~,0000-00-00,-1,4141667,89087,8.0,1877.5万,轻松,"情有独钟,末世,穿书",Boss总被我欺负哭[无限],2022-04-17,"253,328",言情,原创
2492513,玉屑金泥,"7,036",79,224,0,2019-05-09,近代现代,,1,1,1000,我只想沉迷学习远离变态,0000-00-00,-1,4151127,73970,暂无评,1721.7万,轻松,"豪门世家,情有独钟,女配,穿书",被反派大佬宠上天[穿书],2021-05-24,"224,882",言情,原创
2492513,玉屑金泥,"4,694",119,415,0,2022-05-02,架空历史,,1,1,2951,水仙自攻自受，我爱我自己。,0000-00-00,-1,6143386,107874,暂无评,4234.6万,轻松,"仙侠修真,女配,甜文",这个毒修明明超强却非要摆烂,2022-08-10,"616,635",言情,原创
2492513,玉屑金泥,"13,207",91,981,0,2021-04-06,幻想未来,,1,1,5285,当替身反派女A有了读心术后。,0000-00-00,-1,5235024,78635,9.2,6011.8万,轻松,"情有独钟,女配,甜文",替身女Alpha只想咸鱼[女A男O],2021-06-16,"461,300",言情,原创
2855001,风听澜,"6,575",37,"2,089",0,2023-01-31,近代现代,,1,1,6808,穿进无限流灵异文后喜提老婆女儿,2023-02-22,3,7435760,28986,,7065.9万,正剧,"恐怖,天作之合,乡村爱情,种田文",灵异文关底Boss竟是我老婆,2023-02-26,"114,896",百合,原创
2492513,玉屑金泥,"9,087",106,606,0,2020-12-30,近代现代,,1,1,4134,5t5成为我的便宜老公后。,0000-00-00,-1,5381719,120392,8.0,3870.9万,轻松,"综漫,甜文,文野,咒回",5t5从此稳拿绿茶剧本,2021-04-13,"290,389",言情,衍生
2855001,风听澜,"6,244",108,"1,020",0,2021-03-12,幻想未来,,1,1,2803,安靖回到末世前只为守护林梦颖,0000-00-00,-1,5594229,86498,9.2,4361.8万,正剧,"性别转换,系统,升级流",重回终末[女穿男],2021-10-16,"292,160",言情,原创
2855001,风听澜,"4,848",369,"1,759",0,2020-03-07,近代现代,,1,0,3111,恶毒女配重生成男甜宠过去的自己,0000-00-00,-1,4619656,77875,9.6,4542.4万,正剧,"性别转换,都市情缘,豪门世家,天作之合",恶毒女配的娇宠者,2020-11-24,"542,443",言情,原创
685910,申屠此非,"3,649",26,424,0,2023-01-20,幻想未来,,1,1,3755,大佬今天也在异界做散兵。,2023-02-27,5,7237499,125977,,1.4亿,正剧,"穿越时空,无限流,快穿,升级流",总被召唤的我在高危世界成为大佬,2023-02-26,"84,512",纯爱,原创
2855001,风听澜,"24,345",120,"5,717",0,2021-11-15,近代现代,,1,1,11335,成为好丈夫好父亲就是这么简单,0000-00-00,-1,5995830,23453,9.3,1.4亿,轻松,"性别转换,都市情缘,穿越时空,甜文",穿成狗血文男主他爸[女穿男],2022-05-25,"366,165",言情,原创
685910,申屠此非,"72,697",118,"17,927",0,2021-12-11,近代现代,,1,1,35656,因为我，咒灵又打起来了。,0000-00-00,-1,6282263,20458,9.2,7.3亿,轻松,"日韩,少年漫,咒回,柯南",与咒灵为邻后我成了最强包租公,2022-07-13,"398,919",无CP,衍生
2855001,风听澜,"35,195",231,"10,574",0,2022-09-18,近代现代,,1,1,28539,继承纸扎店后，还白得了一个老婆,0000-00-00,-1,6998053,11096,9.5,3.2亿,正剧,"灵异神怪,恐怖,天作之合,悬疑推理",被迫继承老婆后,2023-01-31,"743,183",百合,原创
3363442,汽水鲨鱼,"2,797",60,617,0,2021-05-26,近代现代,,1,1,2321,请让我来替你长大,0000-00-00,-1,5196396,36039,9.6,3196.7万,轻松,"都市情缘,情有独钟,因缘邂逅,近水楼台",笨小狗,2021-08-24,"196,698",百合,原创
685910,申屠此非,"43,916",36,"1,128",0,2019-12-02,架空历史,,1,1,7749,最强最美的萨菲,0000-00-00,-1,4387481,81436,8.5,2.2亿,正剧,"综漫,穿越时空,日韩,爽文",审神者片翼天使,2020-03-17,"157,726",纯爱,衍生
685910,申屠此非,"32,496",102,"3,082",0,2022-07-17,幻想未来,,1,1,14506,大佬总想把我放生,0000-00-00,-1,7090200,101969,8.3,3.2亿,轻松,"天作之合,穿越时空,励志人生,爽文",这个饲主的保质期有点久,2022-11-09,"400,188",纯爱,原创
685910,申屠此非,"15,529",33,825,0,2020-07-10,幻想未来,,1,1,4637,我躺好，你随意,0000-00-00,-1,4944817,110243,8.4,1.7亿,轻松,"强强,穿越时空,打脸,爽文",明明是个大佬，却总在躺赢,2023-01-10,"120,155",纯爱,衍生
2855001,风听澜,"31,772",193,"8,403",0,2022-04-20,近代现代,,1,1,19552,女二你得支愣起来！,0000-00-00,-1,6633289,16242,9.2,2.3亿,正剧,"系统,快穿,穿书,女扮男装",拯救女二计划全面告吹,2022-10-10,"612,453",百合,原创
685910,申屠此非,"33,733",253,"4,356",0,2020-10-04,近代现代,,1,1,13644,我有一个小世界,0000-00-00,-1,4944801,61230,8.8,3.6亿,正剧,"穿越时空,无限流,爽文,直播",我在无限世界当主神,2021-03-17,"907,761",纯爱,衍生
685910,申屠此非,"48,402",81,"4,116",0,2020-04-13,幻想未来,,1,1,14613,无限世界阿卡姆,0000-00-00,-1,4355277,23698,8.5,3.4亿,正剧,"英美衍生,穿越时空,无限流,超级英雄",[综英美]欢迎加入阿卡姆的无限之旅,2020-07-04,"283,948",纯爱,衍生
685910,申屠此非,"99,590",114,"21,097",0,2021-06-19,近代现代,,1,1,41070,在诅咒面前绝地求生,0000-00-00,-1,5824380,14913,8.8,8.2亿,轻松,"综漫,少年漫,励志人生,咒回",看不见咒灵的我每天都在跟空气斗智斗勇,2021-10-23,"378,291",纯爱,衍生
685910,申屠此非,"17,229",14,696,0,2016-08-06,幻想未来,,1,0,1735,我以为我们是朋友你却想上我？,0000-00-00,-1,2850241,30721,8.5,1.4亿,正剧,"强强,天作之合,重生,甜文",[综]比翼重生,2016-08-21,"46,191",纯爱,衍生
685910,申屠此非,"17,342",105,"5,523",0,2018-08-21,近代现代,,1,1,7277,我在精神病院当义工,0000-00-00,-1,3682025,36209,9.1,2.9亿,正剧,"穿越时空,女强,爽文",精神病人思维广,2019-02-24,"343,178",言情,原创
685910,申屠此非,"47,993",145,"4,976",0,2016-03-29,近代现代,,1,1,7070,珍惜生命，远离危险，不要作死,0000-00-00,-1,2670315,24153,9.0,3亿,正剧,"女强,系统,甜文,励志人生",关于人类意外身亡的调查报告,2016-08-01,"538,912",言情,原创
685910,申屠此非,"18,849",13,591,0,2016-08-24,幻想未来,,1,0,2174,站在萨菲罗斯背后的男人,0000-00-00,-1,2849672,94930,8.8,1.4亿,正剧,"强强,奇幻魔幻,穿越时空,甜文",[综]片翼天使,2016-09-13,"36,428",纯爱,衍生
685910,申屠此非,"82,965",124,"2,008",0,2015-06-10,近代现代,,1,1,7733,穿书虐渣游戏人生,0000-00-00,-1,2432886,16511,8.8,2.5亿,正剧,"快穿,系统,平步青云,穿越时空",[穿书]人生赢家带你飞,2016-01-04,"419,352",言情,原创
685910,申屠此非,"37,889",113,"2,760",0,2019-09-23,幻想未来,,1,1,8485,我为国家送人才,0000-00-00,-1,4321651,57027,9.2,3.3亿,正剧,"穿越时空,女强,系统,爽文",种太阳特训学校[系统],2020-04-04,"791,537",言情,原创
685910,申屠此非,"24,242",122,"1,128",0,2019-04-09,幻想未来,,1,1,3607,对象都是蛇精病,0000-00-00,-1,3930458,57067,8.2,1.9亿,正剧,"穿越时空,重生,女强",我把对象都关进了精神病院,2019-09-11,"461,508",言情,原创
685910,申屠此非,"45,905",86,"2,241",0,2016-01-05,近代现代,,1,1,3801,含笑九泉，死而无憾,0000-00-00,-1,2537162,50744,8.6,2亿,正剧,"励志人生,天作之合,灵魂转换,天之骄子",那个让我含笑九泉的女人,2016-05-20,"295,690",言情,原创
685910,申屠此非,"31,759",88,"1,404",0,2015-02-06,幻想未来,,1,1,4288,教主威武霸气，专治作死,0000-00-00,-1,2375947,27358,8.1,1.9亿,轻松,"甜文,未来架空",专治作死[未来],2019-10-23,"285,740",纯爱,原创
685910,申屠此非,"31,876",166,"3,875",0,2017-02-14,近代现代,,1,1,6019,式神们的小故事,0000-00-00,-1,3090220,35633,9.0,2.7亿,正剧,"穿越时空,无限流,打脸,爽文",[综]青行灯的百物语,2018-03-01,"641,534",言情,衍生
685910,申屠此非,"22,041",69,"1,745",0,2017-05-31,架空历史,,1,1,5621,内有萌物，互宠互撩小甜文,0000-00-00,-1,3165588,58548,8.5,2.2亿,正剧,"前世今生,甜文,穿越时空",永眠,2019-08-24,"347,365",纯爱,原创
685910,申屠此非,"47,414",130,"3,521",0,2013-12-12,近代现代,,1,1,6988,哭着跪下来祈求宽恕吧,0000-00-00,-1,1971357,22378,9.1,2.7亿,正剧,"穿越时空,无限流",[综]神一样的男人,2019-08-31,"430,377",言情,衍生
685910,申屠此非,"33,170",120,"2,576",0,2014-07-18,近代现代,,1,1,5479,818那个跟命运做对的男人！,0000-00-00,-1,2173820,14869,8.6,2.4亿,正剧,"重生,业界精英",今天我又拯救了世界,2019-10-24,"410,359",纯爱,原创
4091985,麦田雪人,"4,947",34,812,0,2023-02-01,近代现代,,1,1,4961,弟弟妹妹又在吹我了！,2023-02-22,6,6915603,133360,,4142.9万,轻松,"情有独钟,古穿今,姐弟恋",我养大了真千金和真少爷,2023-02-26,"119,290",言情,原创
685910,申屠此非,"87,960",113,"5,112",0,2016-09-21,架空历史,,1,1,20832,重生男神宠着石头的故事,0000-00-00,-1,2850914,26665,8.8,4.2亿,正剧,"情有独钟,重生,甜文",重生之着魔.,2017-02-11,"424,040",纯爱,原创
685910,申屠此非,"29,322",36,"1,021",0,2015-09-09,近代现代,,1,1,4377,甜甜甜甜甜甜甜~,0000-00-00,-1,2434781,41709,8.5,1.8亿,正剧,"重生,甜文,都市情缘,天作之合",重生之暴走模式,2015-10-29,"120,586",纯爱,原创
2276992,盐焗大龙虾,"228,525",117,"36,352",0,2022-04-04,架空历史,,1,1,122336,我竟烧出了一把剑(完结）,0000-00-00,-1,6368872,1920,8.6,24.4亿,轻松,"穿越时空,种田文,仙侠修真,穿书",我用大锅整活带飞全仙门,2022-11-11,"676,246",言情,原创
2276992,盐焗大龙虾,"5,084",28,"1,765",0,2023-02-01,架空历史,,1,1,6204,时间管理王者,2023-02-22,8,6770076,30415,,1.9亿,轻松,"穿越时空,仙侠修真,爽文,升级流",效率修仙第一人,2023-02-26,"146,694",言情,原创
685910,申屠此非,"12,860",70,802,0,2011-11-23,幻想未来,,1,1,1626,演艺界女流氓变伽椰子在末日,0000-00-00,-1,1381663,141165,7.8,1.6亿,正剧,无限流,[综]末日伽椰子,2019-10-17,"247,072",言情,衍生
685910,申屠此非,"68,175",53,"3,206",0,2016-08-24,幻想未来,,1,1,12154,我和BOSS们不得不说的故事,0000-00-00,-1,2893574,26542,8.0,3亿,正剧,"强强,穿越时空,无限流,系统",[综]总有BOSS想要攻略我,2016-11-09,"189,710",纯爱,衍生
685910,申屠此非,"39,987",16,607,0,2013-10-24,近代现代,,1,0,2175,玩了丧尸玩主神,0000-00-00,-1,1946336,140849,8.5,1.5亿,正剧,"灵魂转换,天之骄子,穿越时空,异能",无限之齐轩在生化,2014-12-25,"50,957",言情,衍生
685910,申屠此非,"132,701",210,"8,699",0,2014-12-09,架空历史,,1,1,19518,舒心快乐过日子,0000-00-00,-1,2308921,8264,9.2,5亿,正剧,"穿越时空,无限流,传奇,快穿",穿的是种态度,2015-07-16,"736,141",言情,衍生
4091985,麦田雪人,"3,336",169,885,0,2022-05-14,架空历史,,1,1,2592,我没修仙，但我成仙了！,0000-00-00,-1,6336795,83206,9.4,4867.4万,轻松,"情有独钟,史诗奇幻,基建",我真是被送上来的,2022-11-09,"608,293",言情,原创
4091985,麦田雪人,"1,216",69,547,0,2022-02-10,架空历史,,1,1,966,公主以身饲天下,0000-00-00,-1,6278860,107842,7.8,2106.7万,轻松,"穿越时空,朝堂之上,成长",天下刀俎,2022-06-23,"234,429",言情,原创
685910,申屠此非,"54,402",144,"3,946",0,2013-06-05,架空历史,,1,1,8219,哈哈哈哈死的好！,0000-00-00,-1,1811399,35660,8.7,2.9亿,正剧,"穿越时空,末世,无限流",[综]用生命刷存在感的男人,2019-10-12,"469,027",言情,衍生
2148441,罗子逢,"7,277",23,686,0,2023-02-06,近代现代,,1,1,4844,如何把反派儿子养大成人,2023-02-22,4,5890609,93999,,6270.7万,轻松,"穿书,爽文,年代文",七零炮灰亲妈苏醒后,2023-02-27,"124,922",言情,原创
2276992,盐焗大龙虾,"371,587",123,"20,879",0,2021-08-30,近代现代,,1,1,160328,拒绝工伤，苟命后我爆火了,0000-00-00,-1,4752511,9108,8.9,23.5亿,轻松,"穿越时空,娱乐圈,穿书,升级流",颓废美人，靠苟爆红了,2022-07-15,"815,161",言情,原创
2276992,盐焗大龙虾,"183,338",194,"13,974",0,2020-02-24,近代现代,,1,1,45775,养最萌的崽，泡最牛的老公,0000-00-00,-1,4341770,920,8.9,8.7亿,轻松,"美食,系统,穿书,爽文",我靠养娃来升级[穿书],2020-06-19,"800,662",言情,原创
2276992,盐焗大龙虾,"209,601",215,"13,804",0,2019-03-11,近代现代,,1,1,49109,被老公宠爱的每一天,0000-00-00,-1,3929160,13750,9.0,8.9亿,轻松,"娱乐圈,甜文,穿书,爽文",蛇精在豪门文养崽盘大佬[穿书],2021-11-14,"790,296",言情,原创
