flw_count,id,name,novels,score
46533,368809,夜蔓,"[{'nid': '6023426', 'pub_date': '2023-01-23 12:40:24'}, {'nid': '3124340', 'pub_date': '2018-01-01 10:00:00'}, {'nid': '3385613', 'pub_date': '2018-05-29 10:00:00'}, {'nid': '6058952', 'pub_date': '2022-03-07 10:00:00'}, {'nid': '5111164', 'pub_date': '2021-07-10 10:00:00'}, {'nid': '3981080', 'pub_date': '2019-11-12 10:00:00'}, {'nid': '3879735', 'pub_date': '2019-04-29 10:00:00'}, {'nid': '3571607', 'pub_date': '2018-12-25 10:00:00'}, {'nid': '4608654', 'pub_date': '2020-08-01 18:00:00'}, {'nid': '4520346', 'pub_date': '2020-02-17 12:00:00'}, {'nid': '3044583', 'pub_date': '2017-06-13 10:10:00'}, {'nid': '2978774', 'pub_date': '2016-12-04 12:18:00'}, {'nid': '2814092', 'pub_date': '2016-08-21 10:00:00'}, {'nid': '2316548', 'pub_date': '2014-12-14 00:00:45'}, {'nid': '2397939', 'pub_date': '2015-03-24 10:10:04'}, {'nid': '2510451', 'pub_date': '2015-08-23 09:10:05'}, {'nid': '2138720', 'pub_date': '2014-06-15 19:05:05'}, {'nid': '1980942', 'pub_date': '2014-02-06 10:10:08'}, {'nid': '1948194', 'pub_date': '2013-10-27 13:43:43'}, {'nid': '1811201', 'pub_date': '2013-06-05 05:43:57'}, {'nid': '1755068', 'pub_date': '2013-03-17 08:48:01'}, {'nid': '1607072', 'pub_date': '2012-08-19 08:03:48'}, {'nid': '1517925', 'pub_date': '2012-05-19 08:42:52'}, {'nid': '1245514', 'pub_date': '2011-07-14 23:15:31'}, {'nid': '1192267', 'pub_date': '2011-05-13 12:23:27'}, {'nid': '2619610', 'pub_date': '2015-12-20 13:00:01'}, {'nid': '2206425', 'pub_date': '2014-10-25 12:00:05'}, {'nid': '1978739', 'pub_date': '2014-05-03 12:05:08'}, {'nid': '1886693', 'pub_date': '2013-08-13 19:37:55'}, {'nid': '1697318', 'pub_date': '2013-01-06 10:05:04'}]",203.8亿
116,4553323,橙子冰茶,"[{'nid': '7057503', 'pub_date': '2022-11-15 18:00:00'}, {'nid': '6752053', 'pub_date': '2022-07-05 18:00:00'}, {'nid': '6604376', 'pub_date': '2022-02-26 12:00:00'}]",6902.5万
3961,2748630,兔子店长,"[{'nid': '6502901', 'pub_date': '2022-01-25 17:51:01'}, {'nid': '6635220', 'pub_date': '2023-01-15 21:00:25'}]",15.6亿
4452,2004165,禁庭春昼,"[{'nid': '7032718', 'pub_date': '2023-01-09 12:00:00'}, {'nid': '6995661', 'pub_date': '2022-10-03 12:00:00'}, {'nid': '6494618', 'pub_date': '2022-05-02 12:00:00'}, {'nid': '4189706', 'pub_date': '2021-08-09 12:00:00'}, {'nid': '5048612', 'pub_date': '2020-08-08 22:00:00'}, {'nid': '4235763', 'pub_date': '2020-06-30 00:00:01'}, {'nid': '4165936', 'pub_date': '2020-01-13 09:00:01'}, {'nid': '4064420', 'pub_date': '2019-07-30 00:00:01'}, {'nid': '3569024', 'pub_date': '2018-08-23 14:11:12'}, {'nid': '5519908', 'pub_date': '2021-02-15 13:26:21'}, {'nid': '4282261', 'pub_date': '2019-08-01 18:00:01'}, {'nid': '3966900', 'pub_date': '2019-02-01 20:02:01'}, {'nid': '4152235', 'pub_date': '2019-05-09 23:05:49'}, {'nid': '4064167', 'pub_date': '2019-03-05 19:28:46'}, {'nid': '3246353', 'pub_date': '2017-07-02 23:00:26'}]",29.3亿
235949,48075,颜凉雨,"[{'nid': '6750244', 'pub_date': '2023-01-17 12:00:00'}, {'nid': '5740631', 'pub_date': '2022-03-24 12:00:00'}, {'nid': '5162523', 'pub_date': '2021-03-13 19:00:00'}, {'nid': '3890257', 'pub_date': '2020-07-29 11:56:00'}, {'nid': '3946333', 'pub_date': '2019-05-07 10:00:00'}, {'nid': '3522884', 'pub_date': '2018-06-15 19:00:00'}, {'nid': '3194253', 'pub_date': '2017-06-17 12:00:00'}, {'nid': '2995809', 'pub_date': '2017-01-01 02:25:00'}, {'nid': '1699483', 'pub_date': '2013-01-09 15:59:53'}, {'nid': '1480786', 'pub_date': '2012-03-31 19:22:09'}, {'nid': '1262547', 'pub_date': '2011-07-30 21:19:09'}, {'nid': '880027', 'pub_date': '2010-09-11 16:24:29'}, {'nid': '467026', 'pub_date': '2009-04-20 08:58:37'}, {'nid': '414144', 'pub_date': '2008-12-28 15:36:55'}, {'nid': '321443', 'pub_date': '2008-05-17 16:05:00'}, {'nid': '2516013', 'pub_date': '2015-07-24 22:34:05'}, {'nid': '1199143', 'pub_date': '2011-05-22 13:30:03'}, {'nid': '506906', 'pub_date': '2009-07-05 18:02:20'}, {'nid': '469412', 'pub_date': '2009-04-25 21:43:37'}, {'nid': '433746', 'pub_date': '2009-02-05 16:11:57'}, {'nid': '2873708', 'pub_date': '2016-08-03 16:16:00'}, {'nid': '582026', 'pub_date': '2009-10-14 14:10:03'}, {'nid': '3447810', 'pub_date': '2018-01-24 10:00:00'}, {'nid': '3119523', 'pub_date': '2017-03-06 10:58:52'}, {'nid': '2606011', 'pub_date': '2015-11-12 22:47:39'}, {'nid': '486885', 'pub_date': '2009-05-31 22:28:35'}, {'nid': '313760', 'pub_date': '2008-04-22 16:04:54'}, {'nid': '298819', 'pub_date': '2008-03-08 12:48:25'}, {'nid': '173394', 'pub_date': '2007-03-04 11:31:58'}, {'nid': '635072', 'pub_date': '2010-01-12 14:31:02'}, {'nid': '60066', 'pub_date': '2005-09-21 11:51:42'}, {'nid': '66071', 'pub_date': '2005-11-05 09:55:42'}]",760亿
24,5313830,红薯粉条,"[{'nid': '7602342', 'pub_date': '2022-12-11 20:48:00'}, {'nid': '7588488', 'pub_date': '2022-12-06 18:06:35'}]",2777.7万
2504,3857523,顾西子,"[{'nid': '7560994', 'pub_date': '2023-01-15 00:00:00'}, {'nid': '7090516', 'pub_date': '2022-11-14 12:00:00'}, {'nid': '6279339', 'pub_date': '2022-02-03 15:00:00'}, {'nid': '6123909', 'pub_date': '2021-10-27 00:00:00'}, {'nid': '5838892', 'pub_date': '2021-08-22 00:00:00'}, {'nid': '5767707', 'pub_date': '2021-05-10 18:00:00'}, {'nid': '5715329', 'pub_date': '2021-04-21 18:39:54'}, {'nid': '5697277', 'pub_date': '2021-04-15 19:27:12'}]",7.8亿
69,4127352,阿羊想吃肉,"[{'nid': '7667990', 'pub_date': '2023-02-10 14:32:45'}, {'nid': '7637377', 'pub_date': '2022-12-29 18:00:00'}, {'nid': '6241351', 'pub_date': '2021-10-03 00:16:11'}]",4483.9万
126,2071502,既见君子云胡不喜,"[{'nid': '4938209', 'pub_date': '2022-10-08 20:26:59'}, {'nid': '4545493', 'pub_date': '2020-02-13 18:12:56'}, {'nid': '3718671', 'pub_date': '2018-08-12 07:56:06'}, {'nid': '3348878', 'pub_date': '2018-01-19 20:58:17'}, {'nid': '7549405', 'pub_date': '2023-01-05 18:00:00'}, {'nid': '5955820', 'pub_date': '2021-07-11 18:40:17'}, {'nid': '3268934', 'pub_date': '2017-07-18 19:24:41'}, {'nid': '3283241', 'pub_date': '2017-07-28 19:38:29'}]",1.1亿
2043,3361208,乔燕,"[{'nid': '6539803', 'pub_date': '2022-12-23 21:00:01'}, {'nid': '5604761', 'pub_date': '2023-01-23 00:00:01'}, {'nid': '5539764', 'pub_date': '2021-07-26 00:00:01'}, {'nid': '5347742', 'pub_date': '2021-03-15 00:00:01'}, {'nid': '5193047', 'pub_date': '2020-12-27 21:00:01'}, {'nid': '5233102', 'pub_date': '2022-03-16 00:00:00'}, {'nid': '5154385', 'pub_date': '2020-09-06 06:35:24'}, {'nid': '5980606', 'pub_date': '2021-11-30 00:00:00'}, {'nid': '5177576', 'pub_date': '2021-04-13 00:00:01'}, {'nid': '5192981', 'pub_date': '2022-02-07 00:00:01'}, {'nid': '5179109', 'pub_date': '2020-09-18 17:38:58'}, {'nid': '5155508', 'pub_date': '2020-09-06 18:00:01'}]",9.8亿
1538,1380444,渣三快住手,"[{'nid': '3866891', 'pub_date': '2018-09-16 07:36:16'}, {'nid': '5376183', 'pub_date': '2022-01-25 11:11:11'}, {'nid': '3647435', 'pub_date': '2019-04-03 10:00:00'}, {'nid': '2393242', 'pub_date': '2015-02-22 21:55:04'}, {'nid': '3046346', 'pub_date': '2017-01-06 19:36:45'}, {'nid': '2978920', 'pub_date': '2017-02-12 09:00:00'}, {'nid': '2874351', 'pub_date': '2016-10-10 09:00:00'}, {'nid': '2735719', 'pub_date': '2016-04-11 00:42:23'}, {'nid': '2310219', 'pub_date': '2014-12-01 03:18:55'}, {'nid': '2932905', 'pub_date': '2016-09-19 22:02:35'}, {'nid': '3395725', 'pub_date': '2018-06-28 02:00:00'}, {'nid': '3088743', 'pub_date': '2017-04-01 09:00:00'}]",4.6亿
1194,4428163,岁岁无恙,"[{'nid': '6709632', 'pub_date': '2023-01-29 14:18:18'}, {'nid': '6461620', 'pub_date': '2022-07-05 21:00:00'}, {'nid': '6444913', 'pub_date': '2022-01-07 21:00:00'}]",6.2亿
23,4695894,清酒微醺,"[{'nid': '7296962', 'pub_date': '2023-01-06 23:55:30'}, {'nid': '6787696', 'pub_date': '2022-04-19 14:06:38'}, {'nid': '6811796', 'pub_date': '2022-04-26 13:54:21'}]",2834.6万
6020,2705196,晓鱼干,"[{'nid': '7555904', 'pub_date': '2023-02-03 22:40:00'}, {'nid': '7161445', 'pub_date': '2022-07-29 10:48:58'}, {'nid': '7002531', 'pub_date': '2022-06-21 21:22:16'}, {'nid': '4972602', 'pub_date': '2020-07-10 23:27:05'}, {'nid': '7523649', 'pub_date': '2022-11-13 22:39:11'}, {'nid': '5869833', 'pub_date': '2021-06-16 16:25:18'}, {'nid': '4959548', 'pub_date': '2020-07-06 23:57:38'}, {'nid': '6621189', 'pub_date': '2022-03-04 09:28:09'}, {'nid': '6264822', 'pub_date': '2021-10-14 11:19:17'}, {'nid': '6271312', 'pub_date': '2021-10-17 10:39:13'}, {'nid': '7067242', 'pub_date': '2022-07-08 11:00:35'}, {'nid': '6264777', 'pub_date': '2021-10-14 10:55:04'}, {'nid': '6621184', 'pub_date': '2022-03-04 09:23:09'}, {'nid': '6272644', 'pub_date': '2021-10-17 20:32:30'}, {'nid': '4714393', 'pub_date': '2020-04-04 14:48:47'}, {'nid': '4829859', 'pub_date': '2020-05-13 21:46:11'}, {'nid': '5715768', 'pub_date': '2021-04-21 21:23:22'}, {'nid': '5743701', 'pub_date': '2021-05-01 21:42:07'}, {'nid': '4625185', 'pub_date': '2020-03-09 12:47:42'}, {'nid': '5565204', 'pub_date': '2021-02-28 22:10:20'}, {'nid': '4824494', 'pub_date': '2020-05-11 17:31:26'}, {'nid': '4697680', 'pub_date': '2020-03-30 09:51:49'}, {'nid': '4936661', 'pub_date': '2020-06-27 10:31:50'}, {'nid': '4945390', 'pub_date': '2020-07-01 08:17:35'}, {'nid': '4708423', 'pub_date': '2020-04-02 16:20:23'}, {'nid': '4722374', 'pub_date': '2020-04-06 22:25:47'}, {'nid': '4474307', 'pub_date': '2019-12-29 20:52:27'}, {'nid': '5016526', 'pub_date': '2020-07-22 19:42:48'}, {'nid': '4946991', 'pub_date': '2020-07-01 22:31:01'}, {'nid': '6764584', 'pub_date': '2022-04-12 23:41:39'}]",27.7亿
313,3123788,栗子杲杲,"[{'nid': '4881434', 'pub_date': '2020-06-02 20:32:19'}, {'nid': '7548355', 'pub_date': '2023-01-17 16:30:00'}, {'nid': '7164675', 'pub_date': '2023-01-17 15:07:00'}, {'nid': '7025460', 'pub_date': '2022-07-04 22:10:38'}, {'nid': '5137527', 'pub_date': '2020-09-15 00:00:00'}]",1.4亿
39,4581638,笔墨了生死,"[{'nid': '7659225', 'pub_date': '2023-01-08 21:00:00'}, {'nid': '7238260', 'pub_date': '2022-10-08 18:00:00'}, {'nid': '6645724', 'pub_date': '2022-04-08 21:40:50'}]",2758.1万
2427,1561746,简梨,"[{'nid': '7208451', 'pub_date': '2023-01-01 08:00:00'}, {'nid': '5481054', 'pub_date': '2022-07-16 08:00:00'}, {'nid': '4339402', 'pub_date': '2019-12-16 08:00:00'}, {'nid': '4008123', 'pub_date': '2019-04-02 08:00:00'}, {'nid': '3622234', 'pub_date': '2018-06-17 10:03:59'}, {'nid': '3468957', 'pub_date': '2018-03-06 20:31:28'}, {'nid': '3311549', 'pub_date': '2017-08-13 10:28:15'}, {'nid': '3106846', 'pub_date': '2017-02-25 11:23:16'}, {'nid': '2577692', 'pub_date': '2015-10-03 11:45:01'}, {'nid': '4008144', 'pub_date': '2019-06-04 10:40:00'}, {'nid': '6049947', 'pub_date': '2021-08-04 09:00:58'}, {'nid': '2466656', 'pub_date': '2015-07-01 11:05:01'}, {'nid': '2942793', 'pub_date': '2016-11-01 21:03:00'}, {'nid': '2669326', 'pub_date': '2016-01-31 12:55:07'}, {'nid': '2413016', 'pub_date': '2015-03-17 23:16:51'}, {'nid': '4075909', 'pub_date': '2019-03-14 01:27:55'}, {'nid': '3882452', 'pub_date': '2018-11-04 13:15:00'}, {'nid': '2412938', 'pub_date': '2016-07-01 11:22:22'}, {'nid': '5011909', 'pub_date': '2020-07-21 10:52:54'}, {'nid': '3156031', 'pub_date': '2017-04-09 12:13:06'}, {'nid': '2470895', 'pub_date': '2015-12-08 13:05:01'}, {'nid': '2470874', 'pub_date': '2017-07-01 22:40:00'}]",7.6亿
47,1000212,荆棘血,"[{'nid': '6365720', 'pub_date': '2021-12-02 20:23:24'}, {'nid': '7636119', 'pub_date': '2023-01-01 09:03:40'}, {'nid': '7536075', 'pub_date': '2022-12-07 19:00:00'}, {'nid': '1810703', 'pub_date': '2013-06-04 11:41:40'}, {'nid': '6404562', 'pub_date': '2022-12-01 12:00:00'}, {'nid': '6364841', 'pub_date': '2021-12-02 10:04:25'}]",3659万
20,5374157,岁尽,"[{'nid': '7672195', 'pub_date': '2023-01-03 16:51:57'}]",1732.7万
100,4968485,大花向日葵,"[{'nid': '7435624', 'pub_date': '2023-01-12 00:00:33'}, {'nid': '7250045', 'pub_date': '2022-09-26 18:00:00'}, {'nid': '7138841', 'pub_date': '2022-07-24 13:47:52'}]",7522.3万
206,3282857,木禾深深,"[{'nid': '7499184', 'pub_date': '2023-01-03 18:01:15'}, {'nid': '6793366', 'pub_date': '2022-09-25 12:00:00'}, {'nid': '6970928', 'pub_date': '2022-11-12 12:00:00'}, {'nid': '6203218', 'pub_date': '2022-04-01 21:00:01'}, {'nid': '6741959', 'pub_date': '2022-06-20 12:00:00'}, {'nid': '6679516', 'pub_date': '2022-05-27 12:00:00'}, {'nid': '5134205', 'pub_date': '2022-02-18 12:00:00'}, {'nid': '5947084', 'pub_date': '2021-07-10 21:00:00'}]",9239万
352,4303804,绝情浪子,"[{'nid': '7392811', 'pub_date': '2023-01-07 09:00:00'}, {'nid': '7169046', 'pub_date': '2022-10-17 09:00:00'}, {'nid': '6288722', 'pub_date': '2022-07-10 12:00:00'}]",2.2亿
587,3973131,包包祖,"[{'nid': '6595378', 'pub_date': '2023-01-15 00:10:39'}, {'nid': '6360252', 'pub_date': '2022-04-14 12:00:00'}, {'nid': '6197594', 'pub_date': '2021-12-04 00:10:16'}, {'nid': '5834173', 'pub_date': '2021-06-05 00:35:00'}, {'nid': '5948969', 'pub_date': '2021-09-19 09:10:00'}, {'nid': '5853862', 'pub_date': '2021-06-11 23:00:14'}]",2.8亿
531,4091664,愚客,"[{'nid': '7085936', 'pub_date': '2023-01-06 18:00:00'}, {'nid': '6774676', 'pub_date': '2022-06-28 21:00:00'}, {'nid': '6205832', 'pub_date': '2022-07-09 21:00:00'}, {'nid': '6279085', 'pub_date': '2021-10-23 23:40:00'}, {'nid': '6065381', 'pub_date': '2021-12-24 18:00:00'}, {'nid': '5976345', 'pub_date': '2021-07-16 21:31:02'}]",2.6亿
259,4613698,牧野闻歌,"[{'nid': '7178187', 'pub_date': '2023-01-12 00:10:30'}, {'nid': '6981778', 'pub_date': '2022-09-01 22:15:37'}, {'nid': '6694275', 'pub_date': '2022-03-25 18:04:36'}, {'nid': '6795437', 'pub_date': '2022-06-16 18:00:00'}, {'nid': '6710596', 'pub_date': '2022-03-29 10:21:26'}]",2亿
1151,1685687,青色地瓜,"[{'nid': '6263054', 'pub_date': '2022-01-02 21:00:00'}, {'nid': '4444644', 'pub_date': '2020-01-08 20:00:00'}, {'nid': '6565005', 'pub_date': '2022-12-07 21:00:00'}, {'nid': '6932853', 'pub_date': '2022-08-29 21:40:00'}, {'nid': '6410789', 'pub_date': '2022-03-24 21:00:00'}, {'nid': '5218082', 'pub_date': '2022-05-03 22:05:08'}, {'nid': '6645520', 'pub_date': '2022-07-01 18:00:00'}, {'nid': '6148779', 'pub_date': '2021-10-20 00:00:00'}, {'nid': '3115974', 'pub_date': '2021-07-24 21:00:00'}, {'nid': '5574165', 'pub_date': '2021-04-22 21:00:00'}, {'nid': '5033139', 'pub_date': '2021-02-03 01:30:30'}, {'nid': '4651266', 'pub_date': '2020-03-26 19:00:00'}, {'nid': '5218003', 'pub_date': '2020-10-10 21:25:16'}, {'nid': '4415424', 'pub_date': '2020-05-20 21:10:45'}, {'nid': '3358470', 'pub_date': '2019-06-29 12:57:20'}, {'nid': '3205606', 'pub_date': '2017-09-25 01:43:03'}, {'nid': '3376994', 'pub_date': '2019-10-25 18:00:00'}, {'nid': '2994712', 'pub_date': '2017-03-01 19:30:00'}, {'nid': '2916917', 'pub_date': '2016-10-25 19:21:08'}, {'nid': '2809456', 'pub_date': '2016-08-20 19:05:00'}, {'nid': '2762374', 'pub_date': '2016-07-03 19:20:00'}, {'nid': '2678238', 'pub_date': '2016-03-04 19:30:00'}, {'nid': '2596084', 'pub_date': '2015-10-28 11:23:15'}, {'nid': '2614501', 'pub_date': '2015-11-26 10:46:38'}, {'nid': '2723132', 'pub_date': '2016-04-14 20:00:00'}, {'nid': '3115838', 'pub_date': '2017-05-31 20:17:54'}, {'nid': '2677875', 'pub_date': '2016-02-10 12:40:30'}]",7.2亿
