flw_count,id,name,novels,score
2645,99137,花暮年,"[{'nid': '7253720', 'pub_date': '2023-01-12 15:00:00'}, {'nid': '695012', 'pub_date': '2010-03-30 19:18:08'}, {'nid': '1331137', 'pub_date': '2011-10-01 13:39:06'}, {'nid': '629004', 'pub_date': '2010-01-02 23:07:27'}, {'nid': '7452328', 'pub_date': '2022-11-08 09:00:00'}, {'nid': '2603719', 'pub_date': '2022-07-20 16:57:16'}, {'nid': '1516164', 'pub_date': '2012-05-22 00:00:07'}, {'nid': '773907', 'pub_date': '2010-07-11 09:23:16'}, {'nid': '636556', 'pub_date': '2010-01-14 19:48:07'}, {'nid': '2348952', 'pub_date': '2015-01-05 22:36:50'}, {'nid': '573175', 'pub_date': '2009-10-01 09:11:14'}, {'nid': '477285', 'pub_date': '2009-05-12 15:35:09'}, {'nid': '1502736', 'pub_date': '2012-08-01 14:40:02'}, {'nid': '692279', 'pub_date': '2010-04-01 00:00:02'}, {'nid': '5070851', 'pub_date': '2020-08-08 22:20:03'}, {'nid': '1278963', 'pub_date': '2011-08-15 18:18:23'}, {'nid': '657207', 'pub_date': '2010-02-07 18:03:43'}, {'nid': '559687', 'pub_date': '2009-09-06 15:11:16'}, {'nid': '509909', 'pub_date': '2009-07-09 08:25:21'}, {'nid': '894715', 'pub_date': '2010-09-22 01:15:58'}, {'nid': '1430506', 'pub_date': '2012-01-25 02:00:31'}, {'nid': '694407', 'pub_date': '2010-03-29 17:47:16'}, {'nid': '614971', 'pub_date': '2009-12-11 12:11:57'}, {'nid': '501922', 'pub_date': '2009-06-29 15:51:08'}, {'nid': '714030', 'pub_date': '2010-04-26 18:08:57'}, {'nid': '624669', 'pub_date': '2009-12-27 16:42:45'}, {'nid': '512547', 'pub_date': '2009-07-12 10:00:42'}, {'nid': '567677', 'pub_date': '2009-09-20 01:08:40'}, {'nid': '597099', 'pub_date': '2009-11-09 19:47:44'}, {'nid': '597095', 'pub_date': '2009-11-09 19:44:00'}, {'nid': '483797', 'pub_date': '2009-05-26 16:52:01'}, {'nid': '597096', 'pub_date': '2009-11-09 19:44:50'}, {'nid': '1458083', 'pub_date': '2012-02-29 02:07:55'}, {'nid': '2505729', 'pub_date': '2015-07-27 12:35:03'}, {'nid': '415015', 'pub_date': '2008-12-30 19:48:19'}, {'nid': '121810', 'pub_date': '2006-07-30 14:39:45'}, {'nid': '635152', 'pub_date': '2010-01-12 15:21:36'}, {'nid': '1475508', 'pub_date': '2012-03-24 01:40:56'}, {'nid': '701575', 'pub_date': '2010-04-08 17:57:25'}, {'nid': '614172', 'pub_date': '2009-12-09 19:04:24'}, {'nid': '613575', 'pub_date': '2009-12-08 16:46:01'}, {'nid': '536634', 'pub_date': '2009-08-08 22:31:51'}, {'nid': '504740', 'pub_date': '2009-07-02 21:00:02'}, {'nid': '502445', 'pub_date': '2009-06-30 08:58:49'}, {'nid': '635151', 'pub_date': '2010-01-12 15:21:36'}, {'nid': '629005', 'pub_date': '2010-01-02 23:07:27'}]",16亿
666,2211823,浮生无望,"[{'nid': '6267716', 'pub_date': '2023-01-09 00:00:00'}, {'nid': '5592382', 'pub_date': '2021-09-21 21:00:00'}, {'nid': '4794248', 'pub_date': '2021-02-27 00:00:00'}, {'nid': '4421598', 'pub_date': '2020-04-06 21:00:01'}, {'nid': '3959594', 'pub_date': '2019-02-17 16:14:10'}, {'nid': '4288582', 'pub_date': '2019-11-03 13:20:37'}, {'nid': '3988993', 'pub_date': '2019-06-25 09:00:01'}, {'nid': '3596476', 'pub_date': '2018-11-26 07:58:36'}, {'nid': '3539783', 'pub_date': '2018-04-27 21:11:00'}, {'nid': '3497471', 'pub_date': '2018-02-18 16:59:58'}, {'nid': '3633931', 'pub_date': '2018-06-26 22:25:27'}]",2.8亿
21,5318435,一条半夜鬼叫的疯狗,"[{'nid': '7673397', 'pub_date': '2023-01-08 00:00:00'}]",1792.1万
1436,2350724,一只呆毛,"[{'nid': '5309934', 'pub_date': '2023-01-11 00:00:00'}, {'nid': '3971817', 'pub_date': '2020-08-17 21:00:00'}, {'nid': '5149204', 'pub_date': '2021-01-11 21:00:00'}, {'nid': '4329671', 'pub_date': '2020-03-23 21:00:00'}, {'nid': '4729146', 'pub_date': '2021-06-14 21:00:00'}, {'nid': '4578506', 'pub_date': '2021-12-06 21:00:00'}, {'nid': '4080729', 'pub_date': '2022-03-21 21:00:00'}, {'nid': '4007418', 'pub_date': '2022-06-06 21:00:00'}, {'nid': '4034339', 'pub_date': '2019-08-12 21:00:00'}, {'nid': '3870163', 'pub_date': '2018-09-19 10:10:30'}, {'nid': '3876657', 'pub_date': '2018-09-25 10:16:22'}, {'nid': '4007444', 'pub_date': '2020-11-09 21:00:00'}, {'nid': '4238702', 'pub_date': '2019-12-23 21:00:00'}, {'nid': '4017638', 'pub_date': '2019-08-01 18:05:00'}, {'nid': '4077564', 'pub_date': '2021-04-26 21:00:00'}, {'nid': '3969264', 'pub_date': '2018-12-25 22:50:56'}, {'nid': '4084743', 'pub_date': '2022-08-29 21:00:00'}]",5.6亿
8372,667078,瑟刃,"[{'nid': '5345716', 'pub_date': '2023-01-09 09:00:00'}, {'nid': '4490895', 'pub_date': '2020-01-11 03:14:24'}, {'nid': '4603485', 'pub_date': '2020-03-02 02:04:14'}, {'nid': '2502246', 'pub_date': '2020-11-19 09:00:00'}, {'nid': '1930249', 'pub_date': '2013-10-09 00:08:30'}, {'nid': '6199964', 'pub_date': '2021-09-17 01:10:52'}, {'nid': '3450792', 'pub_date': '2018-01-07 06:06:04'}, {'nid': '2637714', 'pub_date': '2015-12-28 23:18:14'}, {'nid': '2641420', 'pub_date': '2016-01-03 05:27:09'}, {'nid': '1657839', 'pub_date': '2012-11-03 14:19:41'}, {'nid': '1282090', 'pub_date': '2011-08-18 17:16:34'}, {'nid': '1371653', 'pub_date': '2011-11-13 15:41:00'}, {'nid': '2112876', 'pub_date': '2014-05-03 01:32:34'}, {'nid': '2237185', 'pub_date': '2015-06-20 09:15:01'}, {'nid': '1170067', 'pub_date': '2011-04-11 13:01:19'}, {'nid': '1242059', 'pub_date': '2011-07-11 19:37:45'}, {'nid': '1590119', 'pub_date': '2012-08-01 15:23:59'}, {'nid': '1536139', 'pub_date': '2012-06-11 11:56:23'}, {'nid': '1509453', 'pub_date': '2012-05-07 13:15:34'}]",8.6亿
68,5105028,泡泡的茶壶,"[{'nid': '7555448', 'pub_date': '2022-12-16 22:05:00'}, {'nid': '7311256', 'pub_date': '2022-09-02 10:25:01'}]",4616万
265,4568429,给我一把剑,"[{'nid': '7577902', 'pub_date': '2023-01-24 00:00:00'}, {'nid': '7534606', 'pub_date': '2022-12-30 18:00:00'}, {'nid': '7482479', 'pub_date': '2022-11-30 10:52:04'}, {'nid': '7350639', 'pub_date': '2022-09-17 14:26:50'}, {'nid': '7016548', 'pub_date': '2022-10-23 18:07:00'}, {'nid': '6973832', 'pub_date': '2022-06-13 14:37:45'}, {'nid': '6656846', 'pub_date': '2022-03-15 16:08:57'}, {'nid': '6888981', 'pub_date': '2022-05-17 11:19:34'}, {'nid': '6634113', 'pub_date': '2022-09-09 00:27:46'}, {'nid': '6624562', 'pub_date': '2022-03-05 11:33:13'}]",1.8亿
11932,1336119,山有嘉卉,"[{'nid': '4034662', 'pub_date': '2019-07-07 19:46:00'}, {'nid': '4278042', 'pub_date': '2019-10-03 21:01:00'}, {'nid': '4310443', 'pub_date': '2020-01-25 12:01:00'}, {'nid': '5150644', 'pub_date': '2021-04-20 21:00:00'}, {'nid': '4864793', 'pub_date': '2021-01-14 21:00:00'}, {'nid': '3671904', 'pub_date': '2018-10-10 19:00:00'}, {'nid': '2694828', 'pub_date': '2016-03-01 18:09:00'}, {'nid': '4010921', 'pub_date': '2019-01-27 19:13:05'}, {'nid': '5993642', 'pub_date': '2022-07-20 21:00:00'}, {'nid': '5337135', 'pub_date': '2022-11-01 21:00:00'}, {'nid': '6087829', 'pub_date': '2022-02-09 21:00:00'}, {'nid': '5901547', 'pub_date': '2023-01-25 21:00:00'}, {'nid': '5689627', 'pub_date': '2022-05-03 21:00:00'}, {'nid': '5401127', 'pub_date': '2021-11-23 21:00:00'}, {'nid': '5316057', 'pub_date': '2021-09-15 21:00:00'}, {'nid': '4941355', 'pub_date': '2021-07-14 21:00:00'}, {'nid': '4884616', 'pub_date': '2021-03-10 21:00:00'}, {'nid': '4717305', 'pub_date': '2020-11-12 21:00:00'}, {'nid': '4471509', 'pub_date': '2020-08-25 21:00:00'}, {'nid': '4419670', 'pub_date': '2020-03-09 12:01:00'}, {'nid': '4077771', 'pub_date': '2020-06-03 12:00:00'}, {'nid': '4003929', 'pub_date': '2019-04-17 19:20:00'}, {'nid': '2566665', 'pub_date': '2015-10-02 18:05:01'}, {'nid': '2480672', 'pub_date': '2015-06-18 15:57:57'}, {'nid': '3107039', 'pub_date': '2017-05-12 00:41:00'}, {'nid': '3279858', 'pub_date': '2017-12-30 09:00:00'}, {'nid': '3512919', 'pub_date': '2018-05-20 02:00:00'}, {'nid': '3953646', 'pub_date': '2019-01-20 21:50:00'}, {'nid': '2405086', 'pub_date': '2015-03-12 18:00:03'}, {'nid': '2272625', 'pub_date': '2014-11-20 18:00:02'}, {'nid': '2982450', 'pub_date': '2016-11-19 19:00:00'}]",31.6亿
367,3113878,风析木,"[{'nid': '7369345', 'pub_date': '2023-01-10 21:00:00'}, {'nid': '4889782', 'pub_date': '2023-01-07 23:50:00'}, {'nid': '6410777', 'pub_date': '2022-01-19 00:03:17'}, {'nid': '5404004', 'pub_date': '2021-02-19 06:00:00'}, {'nid': '4876766', 'pub_date': '2020-05-31 20:46:33'}, {'nid': '4889690', 'pub_date': '2021-12-01 21:00:00'}]",2亿
70,5138647,无倦河山,"[{'nid': '7538841', 'pub_date': '2023-01-11 12:08:08'}, {'nid': '7491271', 'pub_date': '2022-11-02 18:00:00'}]",6247.9万
108,2221234,疯语人,"[{'nid': '7659160', 'pub_date': '2022-12-30 17:00:00'}, {'nid': '3514916', 'pub_date': '2018-03-05 17:55:20'}]",5336.9万
460,4129069,小山亭,"[{'nid': '7608537', 'pub_date': '2023-02-07 14:41:07'}, {'nid': '6679631', 'pub_date': '2022-06-20 18:00:00'}, {'nid': '6453418', 'pub_date': '2023-01-12 11:00:00'}, {'nid': '7788945', 'pub_date': '2023-02-07 19:01:05'}, {'nid': '6028310', 'pub_date': '2022-02-28 12:00:00'}, {'nid': '6453512', 'pub_date': '2022-01-10 21:14:15'}, {'nid': '6274121', 'pub_date': '2022-11-26 22:41:09'}, {'nid': '6159038', 'pub_date': '2021-11-20 08:13:28'}, {'nid': '6027143', 'pub_date': '2021-07-29 17:37:04'}, {'nid': '6028793', 'pub_date': '2021-07-30 15:09:12'}, {'nid': '6028335', 'pub_date': '2022-04-04 18:04:05'}, {'nid': '6027255', 'pub_date': '2022-09-20 15:00:59'}]",2.2亿
11,4581409,陌凉笙,"[{'nid': '7409560', 'pub_date': '2022-10-04 02:05:01'}]",2080.4万
74,4823013,张部尚书,"[{'nid': '7000806', 'pub_date': '2023-01-09 13:00:00'}, {'nid': '7000774', 'pub_date': '2022-10-01 12:00:00'}, {'nid': '6952382', 'pub_date': '2022-06-07 11:15:21'}]",3130.1万
585,2277172,炉香微醺,"[{'nid': '7090803', 'pub_date': '2022-09-18 00:26:55'}, {'nid': '7023205', 'pub_date': '2022-06-27 15:08:09'}, {'nid': '6796516', 'pub_date': '2023-01-05 16:10:12'}, {'nid': '6262307', 'pub_date': '2021-10-24 18:00:00'}, {'nid': '6254479', 'pub_date': '2022-04-11 00:05:41'}, {'nid': '6111946', 'pub_date': '2022-01-28 20:05:05'}, {'nid': '6044727', 'pub_date': '2021-08-03 00:00:00'}, {'nid': '5631707', 'pub_date': '2021-03-26 14:08:54'}, {'nid': '7203199', 'pub_date': '2022-09-30 20:00:12'}, {'nid': '6863328', 'pub_date': '2022-05-09 18:57:44'}, {'nid': '6318749', 'pub_date': '2022-03-07 18:00:15'}, {'nid': '6206751', 'pub_date': '2021-09-19 16:26:49'}, {'nid': '6346251', 'pub_date': '2022-01-01 18:30:46'}, {'nid': '4035754', 'pub_date': '2019-02-14 16:57:13'}, {'nid': '4892081', 'pub_date': '2020-06-07 11:44:02'}, {'nid': '4318718', 'pub_date': '2019-08-20 10:05:15'}, {'nid': '6098997', 'pub_date': '2021-08-16 13:00:00'}, {'nid': '4370256', 'pub_date': '2019-09-30 20:25:34'}, {'nid': '3928958', 'pub_date': '2018-11-16 12:33:46'}, {'nid': '6370755', 'pub_date': '2021-12-04 22:47:26'}, {'nid': '6266941', 'pub_date': '2021-10-15 15:30:46'}, {'nid': '3623854', 'pub_date': '2018-06-18 13:37:13'}]",2.3亿
319,927011,莫千年,"[{'nid': '7207646', 'pub_date': '2023-01-10 13:00:01'}, {'nid': '6886141', 'pub_date': '2022-05-22 14:11:31'}, {'nid': '1671608', 'pub_date': '2012-11-26 09:10:02'}, {'nid': '1740194', 'pub_date': '2013-02-24 14:18:09'}, {'nid': '1900677', 'pub_date': '2013-08-28 11:33:17'}, {'nid': '1739758', 'pub_date': '2013-02-23 22:41:35'}]",1.6亿
655,4752065,Exilefour,"[{'nid': '7669180', 'pub_date': '2023-01-02 22:40:54'}, {'nid': '6955403', 'pub_date': '2022-06-08 21:35:45'}, {'nid': '6853141', 'pub_date': '2022-05-06 19:53:13'}, {'nid': '7610890', 'pub_date': '2022-12-20 15:22:50'}, {'nid': '7569829', 'pub_date': '2022-11-30 21:47:12'}, {'nid': '7731564', 'pub_date': '2023-01-20 20:12:24'}]",1.6亿
163,4508925,酒火樱桃,"[{'nid': '6836941', 'pub_date': '2022-09-21 12:00:00'}, {'nid': '6601937', 'pub_date': '2022-02-25 14:23:14'}, {'nid': '6789926', 'pub_date': '2022-04-21 12:00:00'}]",8493.4万
185,4361937,轻飔,"[{'nid': '7399172', 'pub_date': '2023-01-11 23:00:15'}, {'nid': '7252947', 'pub_date': '2022-09-06 21:00:00'}, {'nid': '6739520', 'pub_date': '2022-04-13 21:00:01'}]",1亿
118357,1761357,睡芒,"[{'nid': '6413760', 'pub_date': '2023-01-21 03:33:33'}, {'nid': '5729037', 'pub_date': '2021-12-12 18:03:33'}, {'nid': '4457909', 'pub_date': '2020-08-16 00:00:00'}, {'nid': '4097208', 'pub_date': '2019-10-16 12:00:00'}, {'nid': '3858458', 'pub_date': '2019-05-05 00:00:08'}, {'nid': '3677346', 'pub_date': '2018-10-27 09:00:00'}, {'nid': '3648363', 'pub_date': '2020-01-31 00:19:33'}, {'nid': '3052012', 'pub_date': '2021-07-12 08:00:00'}, {'nid': '2869675', 'pub_date': '2018-06-19 09:00:00'}, {'nid': '7002952', 'pub_date': '2022-07-06 13:40:00'}, {'nid': '6943317', 'pub_date': '2022-06-08 05:30:00'}, {'nid': '5298798', 'pub_date': '2021-04-15 18:30:03'}, {'nid': '3952239', 'pub_date': '2019-02-09 08:00:00'}, {'nid': '3393584', 'pub_date': '2017-12-20 12:00:00'}, {'nid': '3244562', 'pub_date': '2017-08-22 12:00:00'}, {'nid': '3158150', 'pub_date': '2017-04-25 20:30:00'}, {'nid': '6580805', 'pub_date': '2022-04-29 01:23:45'}, {'nid': '2917385', 'pub_date': '2016-12-26 20:35:00'}, {'nid': '3596997', 'pub_date': '2019-03-16 00:00:25'}, {'nid': '3527458', 'pub_date': '2018-04-03 01:55:37'}, {'nid': '6887048', 'pub_date': '2022-08-07 13:55:09'}, {'nid': '2791183', 'pub_date': '2016-08-08 20:35:00'}, {'nid': '2765631', 'pub_date': '2016-05-10 20:35:00'}]",516.5亿
32,2527507,天韵五歌,"[{'nid': '6181790', 'pub_date': '2021-09-09 19:45:00'}]",4902.5万
207,4419916,什司,"[{'nid': '6816177', 'pub_date': '2022-12-31 09:00:00'}, {'nid': '6513718', 'pub_date': '2022-01-30 00:00:00'}]",6171.4万
323,3149202,酥鲫鱼,"[{'nid': '5344889', 'pub_date': '2023-01-05 00:00:00'}, {'nid': '5142498', 'pub_date': '2021-01-11 21:00:00'}, {'nid': '4923260', 'pub_date': '2020-06-21 17:43:27'}]",1.4亿
87,5387049,易长书,"[{'nid': '7691671', 'pub_date': '2023-01-09 09:01:24'}]",9017.4万
270,1250224,塬,"[{'nid': '7291840', 'pub_date': '2023-01-03 22:09:48'}, {'nid': '7332684', 'pub_date': '2022-12-04 00:00:00'}, {'nid': '7328286', 'pub_date': '2022-09-10 09:00:00'}, {'nid': '3007765', 'pub_date': '2016-11-30 14:02:12'}]",1.8亿
634,3504388,再来两坛酒,"[{'nid': '6542305', 'pub_date': '2022-11-13 23:28:00'}, {'nid': '5961650', 'pub_date': '2023-01-15 15:00:00'}, {'nid': '6180988', 'pub_date': '2022-04-28 15:00:00'}, {'nid': '6168362', 'pub_date': '2022-02-01 09:00:00'}, {'nid': '5954908', 'pub_date': '2022-08-05 17:00:00'}, {'nid': '5798143', 'pub_date': '2021-12-01 00:00:00'}, {'nid': '5767689', 'pub_date': '2021-06-20 22:00:00'}, {'nid': '5338092', 'pub_date': '2020-12-15 18:00:00'}]",4.2亿
37,5198017,见星帘,"[{'nid': '7443939', 'pub_date': '2023-02-01 20:23:21'}]",666.9万
134,2652661,门庆姓西,"[{'nid': '7384871', 'pub_date': '2022-12-07 22:00:00'}, {'nid': '4388848', 'pub_date': '2019-10-16 18:00:01'}, {'nid': '4368730', 'pub_date': '2019-09-29 08:15:50'}]",7895万
1272,2084321,行道,"[{'nid': '7306697', 'pub_date': '2022-09-12 10:10:10'}, {'nid': '6285927', 'pub_date': '2022-08-29 21:00:00'}, {'nid': '6569996', 'pub_date': '2022-04-17 18:00:00'}, {'nid': '3880371', 'pub_date': '2019-07-30 00:00:01'}, {'nid': '3568052', 'pub_date': '2018-07-26 00:40:00'}, {'nid': '5858263', 'pub_date': '2021-06-19 09:00:00'}, {'nid': '3939374', 'pub_date': '2019-10-14 21:00:00'}, {'nid': '3918486', 'pub_date': '2019-05-15 18:00:01'}, {'nid': '4144714', 'pub_date': '2021-02-12 09:00:01'}, {'nid': '3562211', 'pub_date': '2018-11-21 00:00:00'}, {'nid': '6056579', 'pub_date': '2022-01-16 12:00:00'}, {'nid': '4584989', 'pub_date': '2020-06-21 21:00:01'}, {'nid': '4449918', 'pub_date': '2020-02-17 00:00:01'}, {'nid': '4442786', 'pub_date': '2019-12-23 00:01:01'}, {'nid': '3752581', 'pub_date': '2018-11-28 21:00:01'}, {'nid': '3295360', 'pub_date': '2017-08-06 14:34:44'}, {'nid': '4301315', 'pub_date': '2019-11-09 22:00:00'}, {'nid': '4329835', 'pub_date': '2019-08-27 12:33:20'}, {'nid': '4130515', 'pub_date': '2019-04-23 10:29:38'}, {'nid': '3975703', 'pub_date': '2019-01-01 05:52:30'}, {'nid': '3879206', 'pub_date': '2018-09-28 09:19:01'}, {'nid': '3450744', 'pub_date': '2018-01-07 02:24:43'}, {'nid': '3364673', 'pub_date': '2017-10-03 01:53:46'}, {'nid': '3359720', 'pub_date': '2017-09-27 08:32:36'}, {'nid': '3359458', 'pub_date': '2017-09-26 21:27:16'}, {'nid': '3358039', 'pub_date': '2017-09-25 08:04:32'}, {'nid': '3354960', 'pub_date': '2017-09-22 08:29:57'}, {'nid': '3327061', 'pub_date': '2017-08-24 14:45:54'}, {'nid': '6141465', 'pub_date': '2021-10-21 01:00:00'}, {'nid': '5589143', 'pub_date': '2022-02-03 12:00:00'}]",5.7亿
693,3816957,寒光里,"[{'nid': '6396093', 'pub_date': '2023-01-22 00:45:00'}, {'nid': '6321978', 'pub_date': '2021-11-14 18:00:00'}, {'nid': '5678414', 'pub_date': '2021-04-09 00:06:08'}, {'nid': '5828376', 'pub_date': '2022-05-29 00:00:00'}]",2.1亿
8,5392593,养猫的鸽子,"[{'nid': '7699596', 'pub_date': '2023-01-11 15:18:57'}]",1699.7万
72,949671,想吃鱼的喵喵,"[{'nid': '4728837', 'pub_date': '2020-04-08 20:55:58'}, {'nid': '2730369', 'pub_date': '2016-04-05 00:17:51'}, {'nid': '1709507', 'pub_date': '2013-01-23 00:43:47'}, {'nid': '7665362', 'pub_date': '2023-01-01 18:54:59'}, {'nid': '7490334', 'pub_date': '2022-11-01 23:31:12'}]",7636万
185,1899383,孤雏,"[{'nid': '6596003', 'pub_date': '2022-02-22 23:51:02'}, {'nid': '6739486', 'pub_date': '2022-05-07 18:00:00'}, {'nid': '7311579', 'pub_date': '2023-01-25 00:00:00'}, {'nid': '7733304', 'pub_date': '2023-02-05 09:00:00'}, {'nid': '7733314', 'pub_date': '2023-02-05 20:10:00'}, {'nid': '4828466', 'pub_date': '2020-05-13 11:29:33'}, {'nid': '6160388', 'pub_date': '2021-09-01 09:00:00'}, {'nid': '5039810', 'pub_date': '2020-08-20 03:00:00'}, {'nid': '4878471', 'pub_date': '2020-06-01 14:53:56'}]",1.7亿
14,5323608,沉缄,"[{'nid': '7603754', 'pub_date': '2023-01-23 18:00:00'}, {'nid': '7603696', 'pub_date': '2022-12-12 22:25:30'}]",1346.5万
96,2671159,桂花榴莲酥,"[{'nid': '6215762', 'pub_date': '2021-10-25 18:00:00'}, {'nid': '4552867', 'pub_date': '2020-02-20 18:00:01'}, {'nid': '4552828', 'pub_date': '2021-10-30 15:00:01'}]",3071.9万
6,5321652,予树晚歌,"[{'nid': '7657789', 'pub_date': '2022-12-30 21:00:00'}, {'nid': '7599733', 'pub_date': '2022-12-10 21:25:47'}]",1616.9万
3914,1333649,云墨画,"[{'nid': '2547318', 'pub_date': '2016-10-23 19:06:00'}, {'nid': '3434439', 'pub_date': '2023-01-12 22:55:09'}, {'nid': '4801460', 'pub_date': '2020-12-19 00:26:01'}, {'nid': '2974406', 'pub_date': '2016-11-05 17:59:55'}, {'nid': '2397269', 'pub_date': '2015-02-26 18:30:43'}, {'nid': '5812357', 'pub_date': '2021-05-27 04:04:09'}]",11.2亿
541,3574592,将欲晚,"[{'nid': '6343587', 'pub_date': '2023-01-27 22:40:00'}, {'nid': '5787409', 'pub_date': '2022-02-01 09:00:00'}, {'nid': '6250173', 'pub_date': '2022-06-14 12:01:00'}, {'nid': '5476226', 'pub_date': '2021-09-14 21:00:01'}, {'nid': '5430042', 'pub_date': '2021-04-13 12:00:00'}, {'nid': '5401797', 'pub_date': '2021-01-07 14:43:30'}]",3亿
27,5234927,海洋味的鱼,"[{'nid': '7550355', 'pub_date': '2022-11-23 21:08:23'}, {'nid': '7477774', 'pub_date': '2022-10-28 19:22:40'}]",2913.3万
1747,2290240,白霭星,"[{'nid': '6659112', 'pub_date': '2023-01-13 09:00:00'}, {'nid': '6623607', 'pub_date': '2022-10-12 21:00:00'}, {'nid': '5331032', 'pub_date': '2021-12-20 06:00:01'}, {'nid': '3650412', 'pub_date': '2018-07-09 09:38:20'}, {'nid': '3729041', 'pub_date': '2019-02-28 18:00:01'}, {'nid': '4364003', 'pub_date': '2021-05-19 00:00:00'}, {'nid': '3702323', 'pub_date': '2018-11-19 18:00:01'}, {'nid': '5793361', 'pub_date': '2022-02-21 00:00:01'}, {'nid': '6044568', 'pub_date': '2022-08-02 12:00:00'}, {'nid': '4161814', 'pub_date': '2019-09-10 00:00:01'}, {'nid': '4327145', 'pub_date': '2020-11-25 00:00:01'}, {'nid': '4020304', 'pub_date': '2019-06-16 00:00:01'}]",7.3亿
45,3796927,鱼绯骨,"[{'nid': '6562592', 'pub_date': '2022-06-06 03:03:03'}, {'nid': '6395368', 'pub_date': '2021-12-17 02:02:02'}, {'nid': '6084410', 'pub_date': '2021-08-18 01:01:01'}]",5073.6万
109,4597276,十肆兜,"[{'nid': '6925708', 'pub_date': '2022-06-12 21:00:00'}, {'nid': '6715980', 'pub_date': '2022-10-10 12:00:00'}, {'nid': '6662385', 'pub_date': '2022-03-22 22:22:22'}]",1亿
552,3985004,君见月,"[{'nid': '6096968', 'pub_date': '2022-10-31 15:00:00'}, {'nid': '6228667', 'pub_date': '2021-09-28 00:05:18'}, {'nid': '6191411', 'pub_date': '2022-05-02 00:00:00'}, {'nid': '5941595', 'pub_date': '2021-07-13 00:00:15'}, {'nid': '6237572', 'pub_date': '2021-10-05 00:00:30'}, {'nid': '5889255', 'pub_date': '2021-06-23 00:00:00'}]",2亿
85,855656,玖颜,"[{'nid': '7388631', 'pub_date': '2023-01-02 21:00:00'}, {'nid': '7344807', 'pub_date': '2022-09-12 11:52:16'}, {'nid': '2652935', 'pub_date': '2016-01-14 21:29:48'}, {'nid': '2762237', 'pub_date': '2016-06-27 20:00:00'}, {'nid': '2681414', 'pub_date': '2016-03-01 23:00:00'}, {'nid': '2899808', 'pub_date': '2018-01-29 19:00:00'}, {'nid': '2830271', 'pub_date': '2016-07-02 19:50:57'}, {'nid': '2716032', 'pub_date': '2016-03-20 11:01:46'}, {'nid': '2122409', 'pub_date': '2014-05-10 21:43:35'}, {'nid': '1544995', 'pub_date': '2012-06-20 02:05:44'}]",1.1亿
39,5378505,奶油炸糕,"[{'nid': '7678410', 'pub_date': '2023-01-05 21:00:01'}]",3264万
29103,1833352,宋玖槿,"[{'nid': '3832581', 'pub_date': '2023-01-15 21:05:00'}, {'nid': '3902002', 'pub_date': '2022-08-08 21:06:00'}, {'nid': '3952146', 'pub_date': '2021-04-12 21:05:00'}, {'nid': '3952151', 'pub_date': '2020-11-15 10:00:00'}, {'nid': '3901999', 'pub_date': '2020-06-01 09:05:00'}, {'nid': '3406082', 'pub_date': '2019-09-15 10:00:00'}, {'nid': '3981860', 'pub_date': '2022-02-26 09:05:00'}, {'nid': '3853145', 'pub_date': '2020-02-29 12:00:00'}, {'nid': '5098917', 'pub_date': '2020-08-17 04:45:53'}, {'nid': '2973014', 'pub_date': '2017-11-06 09:00:00'}, {'nid': '2867991', 'pub_date': '2018-05-02 08:00:00'}, {'nid': '3451989', 'pub_date': '2018-11-26 08:00:00'}, {'nid': '3452894', 'pub_date': '2019-03-18 21:02:41'}, {'nid': '3452844', 'pub_date': '2018-08-21 10:00:00'}, {'nid': '2937581', 'pub_date': '2017-06-15 09:00:00'}, {'nid': '2937576', 'pub_date': '2017-09-16 09:00:00'}, {'nid': '2844931', 'pub_date': '2017-04-12 08:00:00'}, {'nid': '2828757', 'pub_date': '2016-08-26 22:30:00'}, {'nid': '3568000', 'pub_date': '2019-02-25 10:00:00'}, {'nid': '2822927', 'pub_date': '2016-06-28 17:50:00'}, {'nid': '2828764', 'pub_date': '2016-12-15 19:00:00'}, {'nid': '2963453', 'pub_date': '2016-10-23 12:14:00'}]",65.7亿
