aid,author,genre,nid,rank,rank_date,tags,title,vip_date,wd_count,xx,yc
5255296,泷上雪,原创-言情-近代现代-爱情,7505325,46,2023-02-13,"欢喜冤家,甜文,现代架空",我绑定了霸总人设系统,2023-02-10 04:00:40,19.01万,言情,1
4809331,城临西,原创-纯爱-幻想未来-爱情,6932923,47,2023-02-13,"穿越时空,甜文,快穿,未来架空",和主角谈个恋爱[快穿],2023-02-10 04:01:07,18.65万,纯爱,1
4253339,山早,原创-言情-架空历史-爱情,6230902,49,2023-02-06,"宫廷侯爵,情有独钟,天作之合,穿越时空",在逃王妃,2023-02-03 04:00:52,21.08万,言情,1
1606606,持尘,原创-言情-近代现代-爱情,7119019,50,2023-02-06,"都市情缘,情有独钟,破镜重圆,甜文",冬日回响,2023-02-03 11:57:10,12.74万,言情,1
4748386,可可酒,原创-言情-近代现代-剧情,6848458,51,2023-02-06,"种田文,美食,都市异闻,玄学",灶神靠摆路边摊暴富了,2023-02-03 09:50:39,42.11万,言情,1
2173593,河畔芒草,原创-言情-幻想未来-爱情,7536782,34,2023-02-05,"女强,星际,打脸,爽文",我的世界有点假,2023-02-02 04:00:24,11.42万,言情,1
4557808,吃个砂糖橘,原创-言情-架空历史-爱情,7457443,35,2023-02-05,"宫廷侯爵,天作之合,甜文",嫁良缘,2023-02-02 04:00:40,22.96万,言情,1
4090300,此心向明月,原创-言情-近代现代-爱情,6814927,53,2023-02-04,"娱乐圈,现代架空,直播,逆袭",路人女主是最强天师,2023-02-01 04:00:35,10.47万,言情,1
4252554,月墨潇雨,原创-百合-架空历史-仙侠,7445515,54,2023-02-04,"年下,奇幻魔幻,重生,复仇虐渣",魔君重生后拐走女主,2023-02-01 04:00:39,15.91万,百合,1
5320464,鼬饼,原创-纯爱-架空历史-武侠,7598291,38,2023-02-03,"强强,江湖恩怨,情有独钟,爽文",第一美人当配第一剑客,2023-01-31 04:00:38,14.06万,纯爱,1
1077566,望月眠,原创-言情-近代现代-悬疑,7337995,39,2023-02-03,"强强,业界精英,悬疑推理,爽文",黎明将至[刑侦],2023-01-31 04:00:39,10.84万,言情,1
4462147,冷拆,原创-言情-近代现代-爱情,6656990,40,2023-02-03,"都市情缘,破镜重圆,天之骄子",心动难抑,2023-01-31 04:00:41,23.59万,言情,1
3897884,唐莳柒,原创-纯爱-架空历史-爱情,6197160,41,2023-02-03,"宫廷侯爵,穿书,复仇虐渣,朝堂之上",白莲花九皇子他不装了,2023-01-31 04:00:52,41.58万,纯爱,1
5288055,绿皮卡丘,原创-言情-架空历史-爱情,7551789,42,2023-02-03,励志人生,吾不从周,2023-01-31 08:57:46,20.88万,言情,1
2376973,苏木鱼,原创-言情-近代现代-爱情,6689463,28,2023-02-09,都市情缘,听说我失忆过,2023-02-06 09:29:59,20.15万,言情,1
2636270,疏散银河,原创-纯爱-近代现代-爱情,4421936,29,2023-02-09,"豪门世家,天之骄子,甜文,直播",土豪粉马甲掉了,2023-02-06 10:49:57,21.33万,纯爱,1
3389230,冰影紫竹,原创-言情-架空历史-爱情,5227067,46,2023-02-15,"仙侠修真,女配,系统,穿书",炮灰女配只想抢江山,2023-02-12 04:00:35,12.97万,言情,1
2272597,湮秋,原创-百合-架空历史-仙侠,7581505,36,2023-01-27,"年下,江湖恩怨,虐恋情深,穿书",修仙后遗症[穿书],2023-01-24 19:43:46,24.36万,百合,1
1849534,艾鱼,原创-言情-近代现代-爱情,6038762,37,2023-01-27,"青梅竹马,励志人生,甜文",梦春,2023-01-24 00:00:01,14.62万,言情,1
3994082,伊惑贰,原创-纯爱-幻想未来-奇幻,5946891,38,2023-01-27,"强强,奇幻魔幻,情有独钟,重生",从守寡开始恋爱（？）,2023-01-24 23:59:10,9.56万,纯爱,1
5316564,冬藏于海,原创-无CP-架空历史-传奇,7592593,39,2023-01-27,"女强,穿书,爽文,朝堂之上",穿成炮灰后我让皇姐登上帝位,2023-01-24 06:46:32,17.4万,无CP,1
1115776,笔迹,原创-无CP-近代现代-剧情,7635545,40,2023-01-27,"娱乐圈,励志人生,爽文,直播",我们男团不讲相声,2023-01-24 00:00:00,13.67万,无CP,1
4352073,乔奈之,原创-言情-近代现代-爱情,6765338,24,2023-01-18,"情有独钟,天之骄子,甜文,校园",偏偏沦陷,2023-01-15 20:16:23,7.39万,言情,1
5268033,鸾亦,原创-言情-幻想未来-爱情,7523004,25,2023-01-18,"星际,直播,经商,萌宠",我靠毛茸茸暴富星际,2023-01-15 04:00:41,19.39万,言情,1
5218141,小金丝,原创-言情-近代现代-爱情,7569811,26,2023-01-18,"情有独钟,破镜重圆,甜文",神明吻我,2023-01-15 04:01:06,22.27万,言情,1
4876009,迟错错,原创-言情-架空历史-爱情,7303343,27,2023-01-18,"穿越时空,穿书",为了婆婆我决定不和离（穿书）,2023-01-15 04:00:35,16.64万,言情,1
1103476,简单的奔,原创-无CP-近代现代-惊悚,7060166,28,2023-01-18,"无限流,悬疑推理,都市异闻,大冒险",无限测试,2023-01-15 04:01:08,18.64万,无CP,1
983676,红小爱,原创-言情-近代现代-爱情,7403998,25,2023-01-19,励志人生,我很喜欢你,2023-01-16 06:00:00,7.29万,言情,1
3369722,萧珏_,原创-言情-近代现代-爱情,5237542,26,2023-01-19,"穿越时空,甜文,校园",未来老公是男朋友的校草室友怎么办,2023-01-16 15:27:32,9.6万,言情,1
2631082,清汀之音,原创-言情-近代现代-爱情,5967838,27,2023-01-19,"甜文,穿书,年代文",漂亮亲妈七零养崽日常,2023-01-16 23:35:00,6.3万,言情,1
3358977,夕阶酒,原创-言情-架空历史-爱情,6729305,28,2023-01-20,"宫廷侯爵,天作之合,重生,甜文",和离当晚搬入坤宁宫,2023-01-17 01:02:00,9.31万,言情,1
1740542,燕殊,原创-言情-架空历史-仙侠,6260792,29,2023-01-20,"重生,甜文,爽文",女配要娶龙傲天,2023-01-17 02:52:57,9.13万,言情,1
4235640,兔爷不吃辣,原创-言情-近代现代-爱情,6584258,30,2023-01-20,"豪门世家,情有独钟,业界精英,时代新风",会有猫的,2023-01-17 19:00:31,6.78万,言情,1
5295922,郑希文,衍生-言情-近代现代-西方衍生,7562869,31,2023-01-20,"西方罗曼,种田文,爽文,经商",[傲慢与偏见]班纳特家的小女儿,2023-01-17 04:00:32,13.78万,言情,2
4123372,小落苏苏,原创-言情-架空历史-爱情,6592550,32,2023-01-20,励志人生,公主移情后前夫后悔了,2023-01-17 02:56:46,8.74万,言情,1
4142310,边阿陲,原创-言情-架空历史-仙侠,6612000,33,2023-01-20,"灵异神怪,天作之合,东方玄幻",可我真的是原著角色,2023-01-17 00:00:01,8.86万,言情,1
5215788,只青川,原创-言情-近代现代-爱情,7601470,34,2023-01-20,"情有独钟,天作之合,甜文,校园",嘉时,2023-01-17 13:08:08,7.73万,言情,1
4365183,既念,衍生-言情-近代现代-轻小说,7310757,15,2023-01-16,"网王,花季雨季,天之骄子,少年漫",向幸村君告白失败后,2023-01-13 17:00:01,13.39万,言情,2
3431055,磕粮土嗨汪,原创-纯爱-近代现代-爱情,5814360,16,2023-01-16,"情有独钟,重生,甜文,校园",沙雕竹马开窍了（重生）,2023-01-13 00:00:00,17.43万,纯爱,1
5282819,一枝花钿,原创-言情-架空历史-爱情,7598755,17,2023-01-16,"豪门世家,情有独钟,天作之合,甜文",夫君他每天都很高兴,2023-01-13 03:00:00,20.38万,言情,1
3701702,白马游缰,原创-纯爱-架空历史-爱情,7571951,12,2023-01-17,"宫廷侯爵,甜文,穿书",穿成权势王爷的通房男妾,2023-01-14 00:00:05,10.59万,纯爱,1
1284330,林宴歌,衍生-言情-近代现代-东方衍生,7305355,13,2023-01-17,"甜文,校园,柯南",和名侦探恋爱后,2023-01-14 19:06:38,9.83万,言情,2
3035860,行云渡,原创-纯爱-近代现代-爱情,7271254,14,2023-01-17,"系统,甜文,快穿,爽文",我的美貌，全球窥觎[快穿],2023-01-14 00:56:28,11.66万,纯爱,1
1950686,周橘涂,原创-纯爱-近代现代-爱情,7379489,15,2023-01-17,"年下,系统,甜文,快穿",反派绑定拯救反派系统后[快穿],2023-01-14 05:47:13,11.28万,纯爱,1
2719782,余甜甜,原创-纯爱-幻想未来-爱情,6929934,16,2023-01-17,"幻想空间,情有独钟,无限流,都市异闻",笨蛋美人进入怪谈后[无限],2023-01-14 04:44:44,9.27万,纯爱,1
4404827,琬音,原创-言情-近代现代-爱情,7041428,41,2023-01-26,"豪门世家,天之骄子,业界精英,甜文",初恋星球,2023-01-23 00:00:06,7.02万,言情,1
3468873,知酒仙,原创-言情-近代现代-爱情,6764410,42,2023-01-26,甜文,私心[娱乐圈],2023-01-23 21:25:00,5.84万,言情,1
2208894,慕凉决,原创-纯爱-近代现代-爱情,4218387,43,2023-01-26,,收敛,2023-01-23 22:00:44,8.92万,纯爱,1
5359339,猫九斤,原创-言情-近代现代-爱情,7651083,44,2023-01-26,"豪门世家,女强,穿书,爽文",在霸总文学当董事长,2023-01-23 04:00:49,10.07万,言情,1
2036138,天外飞石,原创-纯爱-近代现代-爱情,6968483,45,2023-01-26,"生子,娱乐圈,古穿今,甜文",带球跑失败后仙君爆红了,2023-01-23 04:00:36,18.19万,纯爱,1
4003528,别漾,原创-言情-近代现代-爱情,5869784,46,2023-01-26,"都市情缘,因缘邂逅,天作之合,甜文",教授他真的有病,2023-01-23 04:00:44,20.55万,言情,1
4756479,卿希,原创-言情-近代现代-爱情,7070591,47,2023-01-26,"都市情缘,破镜重圆",遗失的心跳,2023-01-23 04:00:54,8.03万,言情,1
1111054,夜夙白,原创-言情-幻想未来-爱情,5074207,48,2023-01-26,"生子,甜文",圈养霸总男O后[女A男O],2023-01-23 04:00:54,15.71万,言情,1
3572293,山外青,原创-言情-近代现代-爱情,6583991,48,2023-01-24,"豪门世家,女配,甜文,穿书",未婚夫他稳拿霸总剧本,2023-01-21 04:00:31,35.68万,言情,1
5226734,卧扇猫,原创-言情-架空历史-爱情,7466570,49,2023-01-24,"天作之合,青梅竹马,重生,复仇虐渣",妹妹，别来无恙(双重生),2023-01-21 04:00:36,23.23万,言情,1
3735138,三色石头人,原创-纯爱-幻想未来-爱情,5713246,50,2023-01-24,"强强,系统,快穿,爽文",虐哭渣攻的100种方式［快穿］,2023-01-21 04:00:26,39.92万,纯爱,1
4925306,海星还行,原创-言情-幻想未来-剧情,7456757,51,2023-01-24,"穿越时空,女强,穿书,异想天开",大反派她从漫画里穿出来了！,2023-01-21 04:00:33,30.52万,言情,1
3276545,柠檬不知春,原创-言情-近代现代-爱情,6855616,56,2023-02-11,情有独钟,撩拨心弦,2023-02-08 04:01:48,12.97万,言情,1
4992653,余估计,原创-纯爱-幻想未来-爱情,7169555,57,2023-02-11,"都市情缘,花季雨季,天作之合,快穿",渣渣妄图与反派苟同[快穿],2023-02-08 04:01:50,16.17万,纯爱,1
5149123,任时,原创-言情-近代现代-爱情,7691411,58,2023-02-11,"情有独钟,天之骄子,甜文,校园",今夏加冕,2023-02-08 16:13:11,6.58万,言情,1
2531782,蜂蜜柠檬语,衍生-纯爱-近代现代-东方衍生,7050506,33,2023-01-23,"网王,生子,超级英雄,柯南",Gin和小男友养崽日常,2023-01-20 21:01:30,15.42万,纯爱,2
5304188,天灿心,原创-纯爱-幻想未来-爱情,7575019,34,2023-01-23,"情有独钟,穿越时空,星际,爽文",穿越虫族当虚拟顶流,2023-01-20 00:00:00,12.26万,纯爱,1
2116745,青韭,原创-言情-架空历史-爱情,5627325,35,2023-01-23,"宫廷侯爵,情有独钟,天作之合",逃妾,2023-01-20 14:47:05,9.64万,言情,1
410917,浅寂,衍生-言情-架空历史-东方衍生,7369002,35,2023-01-22,"灵异神怪,悬疑推理,异闻传说,柯南",向松田告白三次后我成他上司了,2023-01-19 18:30:00,17.4万,言情,2
3261994,羡淮,原创-百合-近代现代-爱情,6183733,36,2023-01-22,"豪门世家,重生,甜文,穿书",穿成假千金，女主把我钓到手了,2023-01-19 00:00:02,25.83万,百合,1
1540113,朝凌,原创-百合-近代现代-爱情,6344286,37,2023-01-22,"强强,相爱相杀,系统,快穿",反派取代主角后（快穿）,2023-01-19 23:59:59,15.44万,百合,1
3582693,想撸猫,原创-纯爱-近代现代-爱情,7371725,37,2023-01-21,"豪门世家,虐恋情深,娱乐圈",献给不驯渣攻的火葬场,2023-01-18 12:00:00,19.26万,纯爱,1
2711725,风短短,原创-纯爱-近代现代-爱情,7190106,38,2023-01-21,"豪门世家,游戏网游,系统,甜文",攻略阴鸷大佬从幼崽开始,2023-01-18 00:00:00,27.32万,纯爱,1
4381174,貅衣,原创-百合-近代现代-爱情,6369101,39,2023-01-21,"情有独钟,甜文,穿书,校园",霸总穿成绿茶O了,2023-01-18 23:58:22,9.26万,百合,1
5021081,原川,原创-纯爱-近代现代-爱情,7207210,40,2023-01-21,"年下,幻想空间,甜文,成长",当Alpha拿了娇妻剧本,2023-01-18 04:00:39,20.5万,纯爱,1
5150852,赫揾,原创-言情-近代现代-爱情,7486127,41,2023-01-21,"娱乐圈,甜文,穿书,爽文",穿成男主的绿茶后妈,2023-01-18 00:00:15,18.79万,言情,1
2052876,墨遗忘,原创-言情-架空历史-爱情,7490040,42,2023-01-21,"布衣生活,甜文",娇憨美人她又乖又软,2023-01-18 20:59:58,8.94万,言情,1
2369311,卫晴,原创-言情-近代现代-爱情,4609647,37,2023-02-01,"时代奇缘,天之骄子,婆媳,甜文",穿书后努力活着[六零],2023-01-29 04:00:58,28.4万,言情,1
5031133,欢无涯,原创-言情-架空历史-爱情,7236856,38,2023-02-01,"情有独钟,甜文",小月姬,2023-01-29 04:00:43,21.67万,言情,1
923527,水泊渊,原创-纯爱-近代现代-爱情,2932761,48,2023-02-13,"情有独钟,甜文,爽文,校园",同室操戈,2023-02-10 04:00:44,13.19万,纯爱,1
4448025,风七栖,原创-言情-近代现代-爱情,7560433,49,2023-02-13,"情有独钟,恋爱合约,甜文",爱意偏轨,2023-02-10 14:55:51,11.24万,言情,1
4440014,三川雪,原创-言情-近代现代-爱情,6454748,50,2023-02-13,"幻想空间,情有独钟,系统,快穿",鸽了男主后我死遁了[快穿],2023-02-10 10:26:38,18.95万,言情,1
3136606,无咎山,原创-纯爱-幻想未来-剧情,4897019,51,2023-02-13,"强强,幻想空间,科幻,无限流",没错是我拯救了全人类[无限],2023-02-10 13:02:15,29.68万,纯爱,1
4162964,霂安,原创-言情-近代现代-爱情,6124758,52,2023-02-06,"都市情缘,情有独钟,甜文,校园",奶绿小冰糕,2023-02-03 13:09:51,6.33万,言情,1
4912296,烧星河,原创-言情-近代现代-爱情,7067693,53,2023-02-06,,成人溺水,2023-02-03 10:27:07,19.11万,言情,1
4159770,舟载玉,原创-言情-近代现代-爱情,6401491,54,2023-02-06,"情有独钟,甜文,穿书,爽文",养的纸片人是烂尾文男主,2023-02-03 04:00:48,10.55万,言情,1
3109063,我来鲨鱼了,原创-纯爱-近代现代-爱情,7471088,36,2023-02-05,"情有独钟,天作之合,系统,快穿",小可爱在修罗场找老公[快穿],2023-02-02 04:00:28,24.5万,纯爱,1
2218851,月七兮,原创-言情-架空历史-爱情,4485788,37,2023-02-05,"前世今生,穿越时空,逆袭",炮灰女配不干了（快穿）,2023-02-02 14:56:00,23.9万,言情,1
5348631,两只陈橘,原创-言情-近代现代-爱情,7636684,38,2023-02-05,"情有独钟,破镜重圆",暗恋航线,2023-02-02 04:00:50,16.32万,言情,1
3212831,五十弦声,原创-言情-近代现代-爱情,7332193,39,2023-02-05,"都市情缘,情有独钟,近水楼台,甜文",失落与沉沦,2023-02-02 04:00:27,20.02万,言情,1
2458896,迟梨,原创-言情-近代现代-爱情,5577227,40,2023-02-05,"都市情缘,近水楼台,天作之合,甜文",茶香中陷落,2023-02-02 04:00:56,10.61万,言情,1
4533312,封厌,原创-女尊-架空历史-爱情,7454644,41,2023-02-05,"穿越时空,重生,女强",女将权朝（女尊）,2023-02-02 04:00:25,21.7万,女尊,1
2237184,左揽雀尾,原创-言情-架空历史-奇幻,3588296,55,2023-02-04,"灵异神怪,破镜重圆,穿越时空,仙侠修真",始乱终弃无情剑尊后又穿回来了,2023-02-01 00:00:00,8.07万,言情,1
2384331,雾不染,原创-纯爱-近代现代-剧情,7644783,56,2023-02-04,"灵异神怪,无限流,打脸,爽文",病美人被卷入无限流直播中爆红了,2023-02-01 15:00:00,11.94万,纯爱,1
4264620,眉沁绿,原创-言情-架空历史-爱情,6285453,57,2023-02-04,"布衣生活,穿越时空,种田文,美食",我靠美食驯养夫君（种田）,2023-02-01 04:00:45,14.52万,言情,1
2686875,J平方,原创-言情-架空历史-爱情,4951756,58,2023-02-04,"灵魂转换,穿越时空,爽文",和皇后互穿后她总想休了朕,2023-02-01 06:00:00,13万,言情,1
4140556,温琰,原创-言情-架空历史-仙侠,7323843,59,2023-02-04,"天作之合,穿越时空",穿成虐文仙尊的徒弟怎么破？,2023-02-01 15:06:07,8.79万,言情,1
2862766,即十,原创-言情-近代现代-爱情,6881505,60,2023-02-04,"豪门世家,娱乐圈,异能,爽文",我靠言灵在综艺爆红,2023-02-01 23:57:18,9.59万,言情,1
3725052,振露,原创-纯爱-近代现代-爱情,5855281,61,2023-02-04,"都市情缘,豪门世家,情有独钟,甜文",分手四年后白月光回国了,2023-02-01 23:42:47,8.6万,纯爱,1
3996841,小糖汽,原创-纯爱-近代现代-爱情,7064704,43,2023-02-03,"情有独钟,天作之合,直播,校园",我靠网恋拿下直男室友,2023-01-31 04:00:57,28.21万,纯爱,1
5132666,七七桶,原创-纯爱-近代现代-爱情,7523592,44,2023-02-03,"情有独钟,娱乐圈,七年之痒,甜文",顶流太子爷的黑红之路,2023-01-31 04:00:37,18.56万,纯爱,1
2735419,江月喜又,原创-言情-近代现代-爱情,5077407,45,2023-02-03,"豪门世家,情有独钟,天作之合,娱乐圈",浓情炽热,2023-01-31 04:00:56,16.18万,言情,1
4927795,希晚,原创-言情-近代现代-爱情,7166083,30,2023-02-09,"都市情缘,情有独钟",别港,2023-02-06 11:46:17,10.02万,言情,1
4986615,云泉下,原创-纯爱-近代现代-爱情,7195214,31,2023-02-09,"强强,灵异神怪,前世今生,无限流",我是无限游戏boss白月光,2023-02-06 11:19:27,21.16万,纯爱,1
5331358,安则,原创-纯爱-近代现代-爱情,7613726,41,2023-01-27,"年下,情有独钟,娱乐圈,甜文",穿成主角受后我攻了偏执大佬,2023-01-24 04:00:35,24.85万,纯爱,1
3618409,表情包达人,原创-纯爱-幻想未来-爱情,7209684,29,2023-01-18,"豪门世家,天作之合,游戏网游,甜文",和顶头上司网恋啦[全息],2023-01-15 04:01:11,29.98万,纯爱,1
5142617,在吃橙子,原创-百合-近代现代-爱情,7389037,30,2023-01-18,"情有独钟,因缘邂逅,甜文",局部降雪禁止私奔,2023-01-15 04:01:20,8.17万,百合,1
4332463,蜕月,原创-言情-架空历史-仙侠,7527828,31,2023-01-18,"甜文,古代幻想,异想天开,萌宠",男主每天都在装猫,2023-01-15 16:00:00,9.31万,言情,1
5262791,江南书,原创-言情-架空历史-爱情,7532596,32,2023-01-18,"穿越时空,朝堂之上",逢雪逐北录,2023-01-15 04:00:38,16.74万,言情,1
5257888,十酒月,原创-言情-近代现代-爱情,7544803,33,2023-01-18,"情有独钟,因缘邂逅,甜文",桔梗与玫瑰,2023-01-15 04:00:36,13.38万,言情,1
4994666,几茫,原创-言情-架空历史-奇幻,7313814,34,2023-01-18,"灵异神怪,情有独钟,天作之合,重生",拿下那只狐狸！,2023-01-15 04:00:39,21.49万,言情,1
4374923,秃噜葡萄,原创-纯爱-近代现代-爱情,6382383,35,2023-01-18,"豪门世家,重生,现代架空,校园",婚没离，人先没了,2023-01-15 04:01:13,31.6万,纯爱,1
1304722,戚雨凉,衍生-纯爱-古色古香-东方衍生,4302355,36,2023-01-18,"情有独钟,种田文,洪荒,系统",我的徒弟是鸿钧[洪荒],2023-01-15 15:24:51,8.7万,纯爱,2
5281174,天争青,衍生-言情-架空历史-古典衍生,7541793,28,2023-01-19,"红楼梦,重生,甜文,直播",林黛玉靠弹幕达成he[红楼],2023-01-16 04:00:32,16.52万,言情,2
2050345,地上有烟花,原创-无CP-近代现代-剧情,7155541,29,2023-01-19,"幻想空间,灵异神怪,无限流,励志人生",观剧[无限],2023-01-16 16:37:24,7.24万,无CP,1
5318118,碧玉茶茶,原创-言情-近代现代-爱情,7600473,30,2023-01-19,"穿越时空,甜文,爽文,年代文",作精贵妃穿到六零后,2023-01-16 09:43:27,7.83万,言情,1
3390795,叶遥挚,原创-纯爱-架空历史-爱情,6814199,31,2023-01-19,"强强,仙侠修真,系统,穿书",白月光，好难当,2023-01-16 11:22:00,23.31万,纯爱,1
5330073,赖央,原创-言情-架空历史-爱情,7611870,32,2023-01-19,"甜文,穿书,爽文",恶疾夫妇的千层套路,2023-01-16 09:05:00,10.8万,言情,1
3212505,立里三可,原创-纯爱-近代现代-爱情,5583568,33,2023-01-19,"豪门世家,穿越时空,古穿今,甜文",我的cp是影卫(古穿今),2023-01-16 00:00:00,8.89万,纯爱,1
2030072,粥与益达,原创-言情-近代现代-爱情,4471365,34,2023-01-19,"都市情缘,甜文",止渴之夏,2023-01-16 15:33:00,7.93万,言情,1
3366448,水月清风,原创-百合-架空历史-爱情,7489021,35,2023-01-19,"年下,系统,穿书",叛逆系统后反派爱上了我,2023-01-16 19:40:00,8.12万,百合,1
3708418,屿上一痕,原创-言情-近代现代-爱情,6707968,36,2023-01-19,"豪门世家,破镜重圆,青梅竹马,时尚流行",第二公祷书,2023-01-16 04:00:37,31.18万,言情,1
1881031,陶白白,原创-纯爱-近代现代-轻小说,6755534,37,2023-01-19,"情有独钟,青梅竹马,甜文,萌宠",大佬们又在秀恩爱,2023-01-16 04:00:39,19.79万,纯爱,1
4794055,三岛观春,原创-百合-近代现代-爱情,6952962,38,2023-01-19,"天作之合,业界精英,甜文,爽文",爱上大明星后我逃跑了（娱乐圈）,2023-01-16 11:19:44,17.1万,百合,1
4870466,幽幽不默,原创-百合-近代现代-爱情,7567462,35,2023-01-20,"婚恋,打脸,甜文,爽文",残疾反派的哭包娇A,2023-01-17 14:26:00,11.85万,百合,1
4238908,桑桑一乌,原创-言情-近代现代-剧情,6631769,36,2023-01-20,"天之骄子,系统,现代架空",别怕，我是来助人为乐的,2023-01-17 04:00:25,25.01万,言情,1
4173549,绯柠,原创-言情-近代现代-爱情,6168781,37,2023-01-20,"豪门世家,天之骄子,甜文,时代新风",林教授的未婚妻,2023-01-17 09:17:01,8.95万,言情,1
3797090,旺财掌柜,原创-言情-近代现代-剧情,7125948,38,2023-01-20,"幻想空间,异能,现代架空,穿书",圣斯克学院的路同学,2023-01-17 04:00:42,38.31万,言情,1
3072459,越元冬,原创-言情-近代现代-爱情,5897874,39,2023-01-20,"情有独钟,青梅竹马,励志人生",她的竹马,2023-01-17 13:49:03,7.49万,言情,1
5266323,落沙成画,原创-言情-近代现代-爱情,7528214,40,2023-01-20,"天作之合,甜文,穿书,爽文",穿书后在分手恋综里先婚后爱了,2023-01-17 04:00:24,10.1万,言情,1
3794531,沉让,原创-言情-近代现代-爱情,5911664,41,2023-01-20,都市情缘,偏偏惹你,2023-01-17 10:00:03,7.88万,言情,1
3527964,以寄,原创-言情-近代现代-爱情,5379822,42,2023-01-20,"花季雨季,情有独钟,甜文,校园",甜诱,2023-01-17 10:20:18,23.94万,言情,1
3136252,南瓜柿子饼,原创-言情-近代现代-爱情,5135993,43,2023-01-20,"情有独钟,欢喜冤家,近水楼台,时代新风",橘子汽水的暗恋,2023-01-17 14:44:20,11.06万,言情,1
3027992,木舟孤,原创-百合-近代现代-爱情,5491035,44,2023-01-20,"都市情缘,情有独钟,重生,爽文",重生掉马后被总裁姐姐标记了,2023-01-17 04:00:30,13.68万,百合,1
1876225,爱荔丝,原创-言情-近代现代-爱情,2995068,45,2023-01-20,"情有独钟,因缘邂逅,甜文",野猫与荆棘城堡,2023-01-17 11:06:38,16.03万,言情,1
3215140,沈四皿,原创-纯爱-架空历史-仙侠,7253499,18,2023-01-16,"仙侠修真,重生,升级流,萌宠",魔龙有右使足矣,2023-01-13 18:00:33,21.22万,纯爱,1
4807737,明河谷,原创-言情-架空历史-爱情,7591279,19,2023-01-16,"宫廷侯爵,系统,穿书",我靠毒舌系统攻略黑莲花,2023-01-13 21:00:00,23.05万,言情,1
5248175,姜茶の茶,衍生-言情-近代现代-其他衍生,7495676,17,2023-01-17,"综漫,成长,萌宠,咒回",如何蠢哭一只爹系狗卷,2023-01-14 04:00:40,15.09万,言情,2
3619130,蔓清越,原创-言情-近代现代-爱情,6301675,18,2023-01-17,"穿越时空,复仇虐渣",穿成恋综对照组的真千金后,2023-01-14 04:00:54,12.94万,言情,1
838053,清冷咕傲,衍生-言情-近代现代-其他衍生,6759835,19,2023-01-17,"网王,死神,综漫,文野",傀儡师小姐对宰一见钟情了,2023-01-14 23:55:00,9.1万,言情,2
3594182,酒尾猫,原创-言情-幻想未来-爱情,6274388,20,2023-01-17,"随身空间,种田文,重生,末世",重回极寒降临前[天灾种田],2023-01-14 02:27:43,7.94万,言情,1
4339744,安静喝茶,原创-言情-近代现代-传奇,6821871,21,2023-01-17,"异能,系统,现代架空,爽文",我靠超英马甲吸粉过亿,2023-01-14 18:00:00,10.34万,言情,1
1762715,风卿,原创-言情-架空历史-剧情,7503826,22,2023-01-17,"系统,快穿",在古早狗血文里当皇帝（快穿）,2023-01-14 22:11:04,10.8万,言情,1
2378354,梨粥,原创-无CP-架空历史-剧情,4158404,23,2023-01-17,"种田文,婆媳,穿书,爽文",穿成种田文的恶婆婆后,2023-01-14 00:00:00,11.15万,无CP,1
4745626,池崖,原创-纯爱-架空历史-爱情,6845164,49,2023-01-26,"强强,宫廷侯爵,情有独钟,成长",逐鹿,2023-01-23 10:51:35,22.44万,纯爱,1
5045434,鸦睡,原创-纯爱-近代现代-爱情,7231249,50,2023-01-26,"花季雨季,破镜重圆,重生,校园",别压我校服,2023-01-23 10:54:24,45.61万,纯爱,1
4071364,幼禾,原创-言情-近代现代-爱情,7187512,59,2023-02-11,"豪门世家,天之骄子,娱乐圈,甜文",听见她的心动,2023-02-08 09:26:00,21.03万,言情,1
5335482,呕花深处,原创-女尊-架空历史-爱情,7632678,60,2023-02-11,"宫廷侯爵,情有独钟,天作之合,女强",朕的凤君要休妻（女尊）,2023-02-08 04:00:39,10.95万,女尊,1
2074432,尼莫点1,原创-言情-架空历史-爱情,4354956,61,2023-02-11,"宫廷侯爵,情有独钟,阴差阳错,爽文",罗衣欲换更添香,2023-02-08 04:01:05,58.9万,言情,1
255964,红蕖,原创-纯爱-架空历史-武侠,7161487,62,2023-02-11,"豪门世家,江湖恩怨,情有独钟",春山归远,2023-02-08 04:01:22,43.6万,纯爱,1
3834226,金钗换酒,原创-纯爱-近代现代-爱情,5672191,63,2023-02-11,"情有独钟,破镜重圆,天作之合,娱乐圈",各凭缘分,2023-02-08 04:00:56,21.64万,纯爱,1
117205,颜月溪,原创-言情-近代现代-爱情,7417620,64,2023-02-11,"都市情缘,欢喜冤家,因缘邂逅",陌路的星光,2023-02-08 04:00:40,26.26万,言情,1
4397375,马小铃,原创-言情-架空历史-爱情,6723071,36,2023-01-23,"穿越时空,种田文,女配,穿书",我在古代靠种植药材发财致富,2023-01-20 12:00:01,27.06万,言情,1
4056998,时微雨,原创-百合-近代现代-爱情,6884718,37,2023-01-23,"都市情缘,重生,婚恋,甜文",冰山冷总与合约前妻热恋了（重生）,2023-01-20 00:10:00,14.24万,百合,1
2338867,落雁城,原创-无CP-近代现代-剧情,7062319,38,2023-01-23,"游戏网游,爽文,直播,朝堂之上",国师竟是顶流主播,2023-01-20 00:02:29,16.61万,无CP,1
