aid,author,genre,nid,rank,rank_date,tags,title,vip_date,wd_count,xx,yc
4996935,碳烤羊排,衍生-言情-近代现代-西方衍生,7441580,8,2023-01-28,"英美衍生,欢喜冤家,西方罗曼,超级英雄",[综英美]科技少女如何追到百特曼？,2023-01-25 06:00:00,9.07万,言情,2
2081743,清汤乌冬面,原创-纯爱-近代现代-轻小说,4399645,9,2023-01-28,"强强,灵异神怪,相爱相杀,爽文",被深渊boss追求后,2023-01-25 00:00:15,10.07万,纯爱,1
4947106,呆雀,原创-言情-近代现代-爱情,7441946,10,2023-01-28,"美食,甜文,爽文,年代文",漂亮小后妈家属院日常[七零],2023-01-25 06:00:01,7.7万,言情,1
1121363,夕妜,衍生-言情-幻想未来-东方衍生,2456383,11,2023-01-28,"网王,综漫,齐神,柯南",真酒和她的卷毛男友松田田,2023-01-25 13:25:19,8.7万,言情,2
794160,荷叶子,衍生-言情-近代现代-其他衍生,7299172,12,2023-01-28,"猎人,豪门世家,欢喜冤家,异能",揍敌客家的前女友,2023-01-25 12:00:00,8.75万,言情,2
3302779,秃毛喵喵,衍生-纯爱-架空历史-东方衍生,7560887,13,2023-01-28,"火影,生子,乡村爱情,基建",柱斑孕得森罗万象后,2023-01-25 04:00:33,16.91万,纯爱,2
2483978,炭烧秋秋,原创-纯爱-近代现代-爱情,6760058,7,2023-01-31,"情有独钟,欢喜冤家,竞技,游戏网游",亚军队长他把自己奶爹师父挖来了（电竞）,2023-01-28 16:41:41,8.52万,纯爱,1
4869803,刘刘梅,衍生-言情-近代现代-东方衍生,7478263,8,2023-01-31,"灵魂转换,幻想空间,灵异神怪,咒回",幸运值要多低我才转生在咒术世界,2023-01-28 10:44:41,14.53万,言情,2
743962,一碗南瓜粥粥,原创-言情-架空历史-奇幻,6421295,9,2023-01-31,"情有独钟,甜文,穿书,西幻",穿成作精公主和恶龙HE[西幻],2023-01-28 05:07:01,8.88万,言情,1
3979028,危火,原创-纯爱-近代现代-爱情,7051438,10,2023-01-31,"豪门世家,天作之合",霸总养攻指南[重生],2023-01-28 00:00:00,8.25万,纯爱,1
2431728,卧星听雨声,原创-言情-架空历史-奇幻,5468722,11,2023-01-31,"情有独钟,天之骄子,青梅竹马,仙侠修真",长公主死后她家暗卫疯了,2023-01-28 18:00:01,9.68万,言情,1
4660799,魔法少女梦露露,原创-言情-幻想未来-科幻,6913506,2,2023-01-30,"娱乐圈,星际,未来架空,爽文",魔法少女在星际能再就业成功吗？,2023-01-27 00:15:52,10.76万,言情,1
1829629,林昔昔,原创-言情-近代现代-爱情,7393065,3,2023-01-30,"重生,爽文,网红,校园",人在一零，出名趁早,2023-01-27 21:42:40,6.64万,言情,1
3389407,慕九夕,原创-言情-近代现代-爱情,6799934,4,2023-01-30,"时代奇缘,豪门世家,励志人生,逆袭",穿成了豪门贵妇,2023-01-27 00:01:01,7.5万,言情,1
2218617,青柠染夏,原创-无CP-架空历史-仙侠,7437426,5,2023-01-30,"仙侠修真,励志人生,升级流,成长",不坠青云（修真）,2023-01-27 11:47:27,9.34万,无CP,1
1124681,橙汁感谢,原创-无CP-架空历史-轻小说,7355365,6,2023-01-30,"爽文,朝堂之上,古代幻想,基建",在恋爱脑的世界做女帝,2023-01-27 21:00:00,9.98万,无CP,1
3696920,肉食系没头脑,衍生-言情-近代现代-东方衍生,7638916,7,2023-01-30,"网王,少年漫,甜文,柯南",苏格兰怀孕后我死遁了,2023-01-27 00:00:00,10.07万,言情,2
1830015,拢青,原创-无CP-架空历史-剧情,6958622,8,2023-01-30,"江湖恩怨,打脸,穿书,爽文",剧情总在安排我惨死,2023-01-27 00:00:00,7.02万,无CP,1
4742746,江南好时节,原创-纯爱-幻想未来-爱情,7525270,9,2023-01-30,"生子,情有独钟,前世今生,甜文",重生听到雌君心声后（虫族）,2023-01-27 00:40:19,10.81万,纯爱,1
4929404,松乔,原创-言情-幻想未来-爱情,7329067,5,2023-02-01,"科幻,情有独钟,星际",人鱼诱捕守则,2023-01-29 23:36:39,6.51万,言情,1
5385821,晏咕咚,衍生-言情-近代现代-其他衍生,7690080,6,2023-02-01,"综漫,异能,悬疑推理,柯南",我用巫女能力救济柯学世界,2023-01-29 21:10:18,8.64万,言情,2
1933535,余青青,原创-言情-近代现代-爱情,6691514,7,2023-02-01,"娱乐圈,女配,系统,穿书",顶流他亲姐穿回来了,2023-01-29 00:00:26,8.69万,言情,1
3796927,鱼绯骨,原创-言情-架空历史-奇幻,6562592,14,2023-02-13,"女配,系统,甜文,爽文",失忆作精误把仇敌当道侣,2023-02-10 18:00:00,8.89万,言情,1
2290240,白霭星,原创-言情-架空历史-爱情,6659112,15,2023-02-13,"豪门世家,虐恋情深,爱情战争,爽文",祸水,2023-02-10 00:00:00,9.44万,言情,1
5234927,海洋味的鱼,原创-纯爱-幻想未来-剧情,7477774,16,2023-02-13,"种田文,末世,现代架空",天灾下的桃源,2023-02-10 04:01:12,30.79万,纯爱,1
4920679,亢夕,衍生-纯爱-幻想未来-其他衍生,7670306,17,2023-02-13,"异世大陆,游戏网游,甜文,魔法幻情",[原神]魔法少年只想和神明谈恋爱,2023-02-10 11:42:26,10.65万,纯爱,2
5363900,蔚弦,原创-无CP-近代现代-剧情,7702029,18,2023-02-13,"灵异神怪,无限流,爽文,直播",非典型攻略[无限],2023-02-10 00:10:00,10.53万,无CP,1
1854739,野有死鹿,原创-纯爱-近代现代-爱情,6684064,19,2023-02-13,"时代奇缘,悬疑推理,复仇虐渣,都市异闻",令行禁止,2023-02-10 20:00:00,10万,纯爱,1
4979765,眠九,原创-纯爱-近代现代-爱情,7163127,16,2023-02-08,"都市情缘,天作之合,竞技,游戏网游",全联盟都知道我们不合[电竞],2023-02-05 00:09:30,8.49万,纯爱,1
4640533,城里梧桐,原创-言情-近代现代-爱情,7428404,17,2023-02-08,"豪门世家,系统,穿书,直播",在恋综靠清醒光环爆红,2023-02-05 04:00:23,8.68万,言情,1
5300009,鹿枕玉,原创-言情-架空历史-爱情,7569098,18,2023-02-08,"布衣生活,因缘邂逅,种田文",错把清冷太子认作未婚夫后,2023-02-05 04:00:35,10.64万,言情,1
1110006,沈青鲤,原创-言情-架空历史-爱情,7102148,17,2023-02-06,"情有独钟,天作之合,甜文,爽文",薄情如她,2023-02-03 00:00:15,9.92万,言情,1
2860078,灵鹫听经,原创-百合-近代现代-爱情,6462257,18,2023-02-06,"都市情缘,因缘邂逅,甜文",声声引你,2023-02-03 09:29:53,8.23万,百合,1
1862286,柠柠七,原创-言情-近代现代-爱情,6315301,27,2023-02-14,"豪门世家,娱乐圈,穿书",复仇的爱之与爱豆的二三事,2023-02-11 04:00:48,27.28万,言情,1
5374487,姜阿俏,原创-言情-近代现代-剧情,7683340,20,2023-02-07,"女强,传奇,现代架空,爽文",万人迷成为娱乐圈白月光,2023-02-04 00:00:01,11.21万,言情,1
5307310,闻星鼓,原创-纯爱-幻想未来-爱情,7579181,21,2023-02-07,"年下,幻想空间,情有独钟,星际",五皇子家机械师只种蘑菇,2023-02-04 04:00:36,22.85万,纯爱,1
2529375,山河潇潇,原创-纯爱-近代现代-爱情,5566748,22,2023-02-07,"情有独钟,甜文",偏执真少爷重生后攻了假少爷,2023-02-04 04:01:05,9.21万,纯爱,1
2266399,木半,原创-纯爱-架空历史-仙侠,4097173,23,2023-02-07,"情有独钟,仙侠修真,重生,爽文",美人师兄失望透顶,2023-02-04 17:38:19,8.53万,纯爱,1
4374754,一个白羊,原创-百合-近代现代-爱情,6601177,24,2023-02-07,"都市情缘,虐恋情深,天作之合,校园",送你一张船票,2023-02-04 23:59:00,6.69万,百合,1
3500795,渣鹤,原创-言情-架空历史-奇幻,6897055,20,2023-02-10,"情有独钟,仙侠修真,甜文,穿书",那个圣父不可能这么疯,2023-02-07 21:00:00,8.44万,言情,1
1626006,岁萝,原创-言情-架空历史-爱情,3859656,21,2023-02-10,"宫廷侯爵,爱情战争,穿书,成长",她是白月光女配,2023-02-07 08:45:30,18.29万,言情,1
2039723,燕云客,原创-言情-架空历史-爱情,7695220,22,2023-02-10,"宫廷侯爵,情有独钟,甜文,朝堂之上",宦海无边,2023-02-07 04:01:04,11.07万,言情,1
4073903,山横小青野,原创-纯爱-架空历史-爱情,6495181,23,2023-02-10,"强强,年下,情有独钟,仙侠修真",被全世界遗忘后我成了救世主,2023-02-07 20:37:46,10.21万,纯爱,1
4747165,虞予er,原创-言情-近代现代-爱情,7012444,24,2023-02-10,"豪门世家,情有独钟,天作之合,甜文",夭桃秾李,2023-02-07 00:00:03,6.8万,言情,1
4857886,麦秀两岐,原创-言情-近代现代-传奇,7482022,25,2023-02-10,"强强,娱乐圈,爽文",无限回来后花瓶女星爆红了,2023-02-07 04:00:51,17.84万,言情,1
5224732,雅臣,原创-言情-架空历史-仙侠,7575816,26,2023-02-10,"欢喜冤家,仙侠修真,相爱相杀,史诗奇幻",我和大师兄中门对狙的日子,2023-02-07 04:00:59,16.31万,言情,1
3492237,笔墨为锋,原创-百合-古色古香-爱情,7171058,27,2023-02-10,"年下,近水楼台,仙侠修真,爽文",魔尊不干了,2023-02-07 04:01:03,9.06万,百合,1
4776545,星星祈妄,原创-纯爱-架空历史-爱情,7230549,28,2023-02-10,"宫廷侯爵,青梅竹马,系统,古代幻想",绑定系统后我扶竹马登基,2023-02-07 04:00:52,16.22万,纯爱,1
4574623,今天一定早睡早起,原创-纯爱-近代现代-爱情,7663379,5,2023-02-05,"年下,娱乐圈,古穿今,甜文",在娃综办太学后我爆红了,2023-02-02 19:24:53,10.82万,纯爱,1
883820,岫夕,衍生-言情-架空历史-东方衍生,4726023,6,2023-02-05,"海贼王,少年漫,游戏网游,大冒险",开局捶死了一只天龙人,2023-02-02 18:00:00,10.95万,言情,2
3385970,李玫瑰,原创-纯爱-幻想未来-轻小说,6519574,7,2023-02-05,"穿越时空,系统,未来架空,爽文",我在异界写文再现华夏文明,2023-02-02 00:00:00,17.33万,纯爱,1
3955193,鱼水水水,原创-百合-幻想未来-爱情,6390330,8,2023-02-05,"娱乐圈,相爱相杀,打脸,甜文",失忆后白月光她沦陷了,2023-02-02 00:00:58,10.28万,百合,1
3633115,大丑猫,原创-百合-近代现代-爱情,6392025,15,2023-02-02,"系统,甜文,快穿,穿书",拯救女配计划,2023-01-30 21:00:00,8.92万,百合,1
3991458,木头水鬼,原创-纯爱-幻想未来-爱情,6637824,16,2023-02-02,"幻想空间,灵异神怪,甜文,爽文",万人嫌开挂后钓到美貌上神,2023-01-30 00:00:00,8.63万,纯爱,1
2472539,盼生九,原创-言情-近代现代-爱情,7059145,17,2023-02-02,"都市情缘,破镜重圆,青梅竹马",爱你经年,2023-01-30 12:59:12,6.52万,言情,1
2370677,落月无,衍生-言情-幻想未来-其他衍生,7308939,18,2023-02-02,"性别转换,幻想空间,欢喜冤家,少年漫",渣二爷变成女孩子了，怎么办？,2023-01-30 09:01:51,23.72万,言情,2
4599954,修喵啊修喵,原创-纯爱-幻想未来-爱情,6789711,7,2023-02-04,"灵异神怪,情有独钟,无限流,快穿",美人NPC在无限世界为所欲为,2023-02-01 00:00:00,14.69万,纯爱,1
5340970,蛰弦,衍生-无CP-近代现代-其他衍生,7627440,8,2023-02-04,"穿越时空,少年漫,游戏网游,大冒险",[原神]成为璃月仙人后的提瓦特日常,2023-02-01 23:00:00,10.94万,无CP,2
2376494,肥皂有点滑,原创-纯爱-幻想未来-爱情,6614211,9,2023-02-04,"种田文,美食,未来架空,基建",地球三万年,2023-02-01 18:00:00,15.87万,纯爱,1
2308719,孟中得意,原创-言情-近代现代-爱情,7556243,10,2023-02-04,"娱乐圈,姐弟恋",看你时自带滤镜,2023-02-01 21:00:38,6.66万,言情,1
1136078,小巫萌萌,衍生-言情-架空历史-其他衍生,6546467,11,2023-02-04,"灵异神怪,穿越时空,少年漫,爽文",给冤种鬼王当姐姐那些年,2023-02-01 18:00:00,10.29万,言情,2
4622515,鲸master,衍生-纯爱-近代现代-西方衍生,7569650,12,2023-02-04,"灵异神怪,异国奇缘,竞技,爽文",[足球]团宠型中场,2023-02-01 21:01:43,9.94万,纯爱,2
3498318,林间一丫枝,原创-百合-近代现代-爱情,5380019,13,2023-02-04,"情有独钟,系统,甜文,快穿",魅狐觉醒后疯女主火葬场了快穿,2023-02-01 00:46:00,10.57万,百合,1
4320641,肈允相忘鳞,原创-纯爱-近代现代-爱情,7691952,14,2023-02-04,"灵异神怪,娱乐圈,重生,甜文",寡夫反派怀了我的崽,2023-02-01 20:14:42,12.47万,纯爱,1
4924330,酬川,原创-纯爱-幻想未来-爱情,7477290,15,2023-02-04,"幻想空间,情有独钟,星际,穿书",一个被疯狂求爱的beta,2023-02-01 23:59:26,11.01万,纯爱,1
3545387,粟粟很酥,原创-言情-架空历史-爱情,6075995,10,2023-02-03,"宫廷侯爵,天作之合,甜文,爽文",首辅追妻录,2023-01-31 12:43:31,8.74万,言情,1
4581638,笔墨了生死,原创-言情-近代现代-爱情,7659225,10,2023-02-09,"重生,现代架空,年代文",八零回国结婚,2023-02-06 14:00:00,7.36万,言情,1
2071502,既见君子云胡不喜,衍生-言情-古色古香-古典衍生,7549405,13,2023-02-15,"红楼梦,清穿,甜文,爽文",[红楼+清穿]锦鲤林妹妹,2023-02-12 21:18:38,8.82万,言情,2
3361208,乔燕,原创-言情-架空历史-爱情,5604761,14,2023-02-15,"宫廷侯爵,天作之合,青梅竹马,甜文",贵妃靥,2023-02-12 00:00:01,8.46万,言情,1
2705196,晓鱼干,原创-言情-近代现代-爱情,7555904,15,2023-02-15,"豪门世家,天之骄子,业界精英,甜文",娇惯,2023-02-12 00:00:00,7.93万,言情,1
4127352,阿羊想吃肉,衍生-无CP-近代现代-其他衍生,7637377,16,2023-02-15,"综漫,异想天开,文野,咒回",某咒术高专的最优解,2023-02-12 08:00:00,8.73万,无CP,2
1205973,夜瑜希,衍生-无CP-架空历史-东方衍生,3988254,8,2023-01-29,"清穿,历史衍生,系统,直播",通过直播整活我社死诸天万朝,2023-01-26 00:00:00,8.8万,无CP,2
3791852,有座庙,原创-言情-幻想未来-游戏,7259315,9,2023-01-29,"竞技,游戏网游,励志人生,成长",峡谷第一心脏[王者],2023-01-26 04:00:23,6.84万,言情,1
2324093,三山何处,原创-无CP-架空历史-剧情,5273381,10,2023-01-29,"系统,快穿",反派幼崽拯救计划,2023-01-26 18:40:14,7.47万,无CP,1
1054919,消失绿缇,原创-言情-近代现代-爱情,5201210,11,2023-01-29,"情有独钟,天之骄子,业界精英,校园",瑰色危机,2023-01-26 00:00:01,7.17万,言情,1
3965757,雪碧好好喝,原创-纯爱-幻想未来-爱情,6310079,12,2023-01-29,"幻想空间,星际,穿书,萌宠",怎么可以为难小脑虎呢？,2023-01-26 23:18:10,8.14万,纯爱,1
3752471,月渡寒塘,原创-纯爱-近代现代-轻小说,5647579,4,2023-01-27,"灵异神怪,无限流,爽文,直播",规则类怪谈扮演指南[无限],2023-01-24 00:01:13,29.3万,纯爱,1
3350631,焚轮吹梦,原创-言情-幻想未来-爱情,6514673,5,2023-01-27,"系统,穿书,女扮男装",因为太强就被当成男主了,2023-01-24 00:00:00,20.17万,言情,1
2481526,年糕粉丝汤,衍生-言情-架空历史-东方衍生,6984670,6,2023-01-27,"清穿,宫斗,重生,爽文",今天六阿哥在努力活过六岁吗？,2023-01-24 00:00:01,23.09万,言情,2
1156370,莹纸,衍生-纯爱-幻想未来-轻小说,6763498,7,2023-01-27,"综漫,异能,少年漫,咒回",cos蛊王后发现我就是正主,2023-01-24 18:00:00,20.66万,纯爱,2
3063976,七千折戏,原创-百合-架空历史-爱情,6368402,8,2023-01-27,"情有独钟,虐恋情深,仙侠修真,重生",反派魔尊洗白手册[重生],2023-01-24 01:20:00,17.55万,百合,1
4342011,我是喵,衍生-言情-近代现代-东方衍生,6398651,9,2023-01-27,"综漫,文野,咒回,柯南",死遁后屑男人都疯了,2023-01-24 00:00:00,14.81万,言情,2
2485860,煮个甜粽,原创-纯爱-幻想未来-爱情,6825900,5,2023-01-26,"强强,情有独钟,甜文,穿书",男配想要抢救一下,2023-01-23 23:00:00,9.63万,纯爱,1
3726686,青山问我,原创-言情-架空历史-爱情,6301225,6,2023-01-26,"宫廷侯爵,天作之合,甜文,复仇虐渣",重生后嫁给废太子,2023-01-23 01:00:00,11.21万,言情,1
1997995,温水煮书,衍生-纯爱-近代现代-其他衍生,5758794,7,2023-01-26,"综漫,强强,天作之合,咒回",COS挚友组就是要OOC,2023-01-23 00:00:00,10.54万,纯爱,2
3080050,甜竹,原创-言情-幻想未来-爱情,6122488,8,2023-01-26,"科幻,末世,穿书,萌宠",过于谨慎我却成了异世最强,2023-01-23 13:03:02,8.13万,言情,1
4379334,伊带水,原创-言情-古色古香-爱情,7490907,9,2023-01-26,"清穿,宫廷侯爵,情有独钟,甜文",清穿之玉貌花容,2023-01-23 00:01:46,9.38万,言情,1
3595663,初厘,原创-言情-近代现代-爱情,6907505,10,2023-01-26,"情有独钟,婚恋,业界精英,甜文",清晨降温[先婚后爱],2023-01-23 00:00:05,6.88万,言情,1
313610,青鸟临星,衍生-纯爱-古色古香-东方衍生,6463867,11,2023-01-26,"历史衍生,穿书,爽文,基建",穿成大秦暴君的“驸马”[穿书],2023-01-23 00:00:15,10.7万,纯爱,2
973343,春未绿,原创-言情-架空历史-爱情,7640006,6,2023-01-25,"天作之合,宅斗,重生,爽文",继室千金,2023-01-22 00:00:34,17.3万,言情,1
2120838,醇白,原创-言情-近代现代-爱情,6764413,7,2023-01-25,"破镜重圆,天之骄子,甜文",蝴蝶轶事,2023-01-22 00:00:00,13.53万,言情,1
5154469,清剡,原创-无CP-架空历史-奇幻,7398508,8,2023-01-25,"幻想空间,穿越时空,西幻,魔法幻情",我真的不是大贤者［西幻］,2023-01-22 00:00:01,12.44万,无CP,1
2350026,春觉冬暄,原创-纯爱-近代现代-爱情,4996338,9,2023-01-25,"幻想空间,系统,甜文,快穿",每个世界都在被盯上[快穿],2023-01-22 00:00:00,11.1万,纯爱,1
2179566,芒果像鱼,原创-纯爱-幻想未来-爱情,6986852,10,2023-01-25,"情有独钟,种田文,甜文,直播",我在星际直播养崽,2023-01-22 00:01:00,15.48万,纯爱,1
2639834,早更鸟,原创-纯爱-近代现代-爱情,7673301,6,2023-01-24,"幻想空间,灵异神怪,边缘恋歌,快穿",征服怪物的代价[快穿],2023-01-21 18:00:00,8.86万,纯爱,1
4622625,花见月,原创-言情-幻想未来-剧情,6878913,7,2023-01-24,"穿越时空,星际,爽文",宇宙最强都是我人偶[星际],2023-01-21 00:00:00,6.78万,言情,1
5299744,Lanovo,原创-言情-架空历史-爱情,7618625,8,2023-01-24,"生子,励志人生",福孕绵绵,2023-01-21 02:43:16,9.68万,言情,1
3523195,千山不关,衍生-言情-架空历史-东方衍生,6677969,9,2023-01-24,"清穿,宫廷侯爵,历史衍生,爽文",[清]后宫管理指南,2023-01-21 17:45:40,8.74万,言情,2
1672415,紫青墨,衍生-言情-近代现代-东方衍生,7466197,10,2023-01-24,"综漫,文野,咒回,柯南",我和透子的互演日常,2023-01-21 16:05:44,8.45万,言情,2
3712772,月震,原创-纯爱-幻想未来-爱情,7688368,16,2023-02-11,"情有独钟,星际,甜文,萌宠",巨龙饲养的漂亮小章鱼,2023-02-08 00:00:01,9.12万,纯爱,1
106460,含胭,原创-言情-近代现代-爱情,3383755,17,2023-02-11,"豪门世家,情有独钟,现代架空,悬疑推理",唯一,2023-02-08 21:00:00,7.85万,言情,1
1634460,键盘君jun,原创-纯爱-近代现代-爱情,6368232,18,2023-02-11,"豪门世家,情有独钟,娱乐圈,甜文",和影帝前任在娃综养崽后,2023-02-08 00:00:00,7.96万,纯爱,1
2295478,柒探,衍生-纯爱-幻想未来-轻小说,7677019,19,2023-02-11,"种田文,异能,励志人生,异闻传说",穿到提瓦特我靠吃日落果变强[原神],2023-02-08 00:00:00,8.62万,纯爱,2
2276371,玥倪de芒果,原创-言情-近代现代-爱情,7616837,20,2023-02-11,"种田文,女配,穿书",穿成男主炮灰前妻,2023-02-08 04:01:51,10.61万,言情,1
2257097,终南果,原创-言情-架空历史-爱情,7050524,27,2023-02-12,"成长,古代幻想,异想天开",被师门废尽修为后,2023-02-09 04:00:46,22.14万,言情,1
3107504,旧酿,原创-纯爱-架空历史-爱情,6035587,28,2023-02-12,"种田文,甜文,穿书,小门小户",夫郎有点甜,2023-02-09 21:00:00,9.41万,纯爱,1
2992622,寄欢,原创-言情-近代现代-爱情,6007054,29,2023-02-12,"豪门世家,情有独钟,破镜重圆,婚恋",月光沦陷,2023-02-09 22:02:35,6.62万,言情,1
1346781,霸道种菜,原创-言情-近代现代-爱情,5644348,30,2023-02-12,"幻想空间,豪门世家,女配,甜文",女配觉醒后和反派he了,2023-02-09 18:00:00,6.91万,言情,1
2718034,君潋儿,原创-纯爱-架空历史-爱情,4876948,31,2023-02-12,"宫廷侯爵,情有独钟,仙侠修真,重生",全三界都在嗑我和师父的CP,2023-02-09 16:19:12,21.94万,纯爱,1
4781426,文过饰废,原创-言情-近代现代-爱情,7488455,32,2023-02-12,甜文,告诉桃花不用开了,2023-02-09 14:26:34,9.98万,言情,1
5113507,灰色垂耳兔,原创-纯爱-近代现代-爱情,7354963,33,2023-02-12,"豪门世家,娱乐圈,甜文,穿书",穿成烂尾文里的炮灰受[穿书],2023-02-09 04:00:51,18.19万,纯爱,1
4901775,云及,原创-言情-近代现代-爱情,7129962,34,2023-02-12,"欢喜冤家,励志人生,甜文,校园",耳机分你一只,2023-02-09 00:00:05,6.87万,言情,1
2250537,全深,原创-言情-架空历史-奇幻,4387457,35,2023-02-12,奇幻魔幻,不才，大妖崽崽都是我的,2023-02-09 14:00:00,10.95万,言情,1
1851525,混元三喜,原创-纯爱-近代现代-爱情,5688975,1,2023-01-23,"情有独钟,重生,甜文,爽文",重生成崽快乐开摆,2023-01-20 00:01:00,27.6万,纯爱,1
2195316,冻感超人,原创-纯爱-近代现代-爱情,6898132,1,2023-01-22,"幻想空间,情有独钟,青梅竹马,校园",竹马难猜,2023-01-19 09:00:00,27.73万,纯爱,1
2443131,宿星川,原创-纯爱-架空历史-仙侠,7034549,2,2023-01-22,"强强,穿书,爽文,升级流",穿成师尊，但开组会,2023-01-19 21:00:00,21.92万,纯爱,1
4135135,关照,原创-纯爱-架空历史-剧情,6611910,3,2023-01-22,"强强,宫廷侯爵,仙侠修真,重生",碾碎仙尊无情道心后［重生］,2023-01-19 00:00:00,26.62万,纯爱,1
2742687,神仙宝贝派大星,原创-言情-架空历史-仙侠,5488597,4,2023-01-22,"女配,爽文",虐文女主成为笔仙后,2023-01-19 00:00:06,26.69万,言情,1
4645660,一时之间没想到好的名字,衍生-纯爱-近代现代-东方衍生,6810197,5,2023-01-22,"天之骄子,业界精英,现代架空,柯南",调酒师的自我修养,2023-01-19 00:00:00,14.27万,纯爱,2
2310806,商红药,原创-纯爱-近代现代-爱情,6618808,1,2023-01-21,"系统,甜文,快穿,穿书",狗血文工具人他绝不认输[快穿],2023-01-18 00:00:01,28万,纯爱,1
4370731,radiate,衍生-言情-近代现代-东方衍生,6414775,2,2023-01-21,"综漫,爽文,文野,咒回",成为他们的妹妹后我死遁了,2023-01-18 00:40:44,16.79万,言情,2
305830,天青冬夏,衍生-言情-架空历史-西方衍生,6178717,3,2023-01-21,"少女漫,异国奇缘,异能,业界精英",间谍就不要搞职场恋爱了,2023-01-18 00:00:06,22.89万,言情,2
4536274,云山有意,原创-纯爱-架空历史-爱情,7161391,4,2023-01-21,"仙侠修真,重生,系统,穿书",仙尊被叼回窝后,2023-01-18 00:35:59,18.22万,纯爱,1
1694077,不言归,原创-言情-架空历史-仙侠,6964465,5,2023-01-21,"仙侠修真,女强,升级流",正道魁首是如何养成的,2023-01-18 06:00:00,18.47万,言情,1
3141595,千里落花风,原创-纯爱-架空历史-爱情,7052977,14,2023-01-28,"仙侠修真,重生,甜文,穿书",穿成反派又凶又甜（穿书）,2023-01-25 00:26:05,9.15万,纯爱,1
1045845,薄荷迷,原创-言情-近代现代-爱情,5198179,15,2023-01-28,"情有独钟,天之骄子,业界精英",折枝玫瑰,2023-01-25 00:00:00,6.89万,言情,1
2339004,狂且懦,原创-言情-架空历史-爱情,6777172,12,2023-01-31,"宫廷侯爵,情有独钟,天作之合,甜文",窥美人,2023-01-28 00:00:00,7.96万,言情,1
4377656,山花晴木,原创-纯爱-幻想未来-爱情,6821070,13,2023-01-31,"强强,穿越时空,机甲,萌宠",穿成兔子的我打遍全星际,2023-01-28 04:00:42,37万,纯爱,1
3651934,娴蝉,原创-言情-近代现代-爱情,6450307,14,2023-01-31,都市情缘,再忍一忍就结婚了,2023-01-28 10:00:18,14.08万,言情,1
4276496,平江流水,原创-言情-近代现代-爱情,6564232,15,2023-01-31,"豪门世家,情有独钟,业界精英,姐弟恋",继承人,2023-01-28 04:00:34,13.59万,言情,1
1346148,来夜,原创-纯爱-幻想未来-爱情,7376898,10,2023-01-30,"情有独钟,婚恋,无限流,甜文",跟无限流BOSS老攻回家见家长[无限],2023-01-27 04:00:46,14.56万,纯爱,1
3032968,过敏原人类,衍生-纯爱-近代现代-东方衍生,7440152,8,2023-02-01,"业界精英,甜文,悬疑推理,柯南",某柯学的微表情行为学,2023-01-29 00:00:00,8.8万,纯爱,2
4374964,妖妃兮,原创-言情-架空历史-爱情,7547971,20,2023-02-13,"阴差阳错,青梅竹马,女配,市井生活",原来我是古早女配,2023-02-10 04:00:50,18.74万,言情,1
2938478,浅陌幽兰,原创-纯爱-近代现代-爱情,6543863,21,2023-02-13,"情有独钟,甜文,穿书,异闻传说",咸鱼反派只想苟命,2023-02-10 18:00:00,8.58万,纯爱,1
2936291,道是无,原创-纯爱-架空历史-爱情,7327379,22,2023-02-13,"年下,宫廷侯爵,情有独钟,天之骄子",渣了反派战神后[穿书],2023-02-10 04:00:46,10.52万,纯爱,1
3440119,姜无沉,原创-纯爱-近代现代-爱情,5942514,19,2023-02-08,"幻想空间,娱乐圈,甜文,现代架空",人鱼o只想当万人嫌,2023-02-05 00:00:00,9.48万,纯爱,1
4523517,龄寻,原创-纯爱-近代现代-爱情,7504902,20,2023-02-08,"豪门世家,娱乐圈,校园",心死后他们都说爱我,2023-02-05 04:00:22,9.07万,纯爱,1
2264962,石上清泉,原创-言情-架空历史-爱情,4896956,21,2023-02-08,"穿越时空,爽文",穿成男主的早死原配,2023-02-05 04:00:40,11.89万,言情,1
5320224,豆黎,原创-言情-近代现代-爱情,7598113,22,2023-02-08,"情有独钟,破镜重圆,励志人生,时代新风",喜春光,2023-02-05 04:00:24,13.2万,言情,1
3068546,因为星辰,原创-言情-幻想未来-爱情,7563091,23,2023-02-08,"娱乐圈,甜文",把逃生综艺玩成恋综,2023-02-05 04:00:39,16.58万,言情,1
4613879,七句流言,原创-言情-架空历史-剧情,6940399,24,2023-02-08,穿书,穿成虐女文炮灰后,2023-02-05 04:00:33,14.31万,言情,1
4115346,易知橘,原创-言情-近代现代-爱情,6954639,19,2023-02-06,"都市情缘,花季雨季,情有独钟,甜文",白棠花碎,2023-02-03 18:03:10,22.48万,言情,1
5370570,宁久葳,原创-百合-近代现代-爱情,7667082,20,2023-02-06,"豪门世家,恋爱合约,青梅竹马,娱乐圈",怂包影后又在和我闹离婚,2023-02-03 04:00:35,12.83万,百合,1
4459429,今天也想要白术,原创-纯爱-幻想未来-爱情,6855449,21,2023-02-06,"幻想空间,边缘恋歌,破镜重圆",渣O他悔不当初,2023-02-03 22:03:45,9.05万,纯爱,1
5241464,荔枝园荔枝,原创-无CP-近代现代-剧情,7486188,22,2023-02-06,"豪门世家,穿越时空,爽文,成长",我的亲友全员反派,2023-02-03 04:00:57,18.89万,无CP,1
